cell_id,ticker,year,column,value_state,source_class,evidence_level,source_artifact,source_field,source_effective_year,source_retrieved_at,transform_id,upstream_cells,resolution_note
ASELS|2025|company_name,ASELS,2025,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASELS|2025|year,ASELS,2025,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASELS|2025|sector,ASELS,2025,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|indices,ASELS,2025,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASELS|2025|is_bist100,ASELS,2025,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASELS|2025|benchmark_same_year_return_pct,ASELS,2025,benchmark_same_year_return_pct,present,yahoo_fetch,cell_verified,data/trusted_raw/bist100_benchmark_returns.csv,bist100_return_pct,2025,,T_COPY,,
ASELS|2025|current_assets,ASELS,2025,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2025,,T_COPY,,
ASELS|2025|current_ratio,ASELS,2025,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2025,,T_COPY,,
ASELS|2025|ebitda,ASELS,2025,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2025,,T_COPY,,
ASELS|2025|ebitda_growth_pct,ASELS,2025,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASELS|2025|ebitda_margin,ASELS,2025,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2025,,T_COPY,,
ASELS|2025|enterprise_value,ASELS,2025,enterprise_value,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,enterprise_value,2025,,T_RATIO,,
ASELS|2025|equity,ASELS,2025,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2025,,T_COPY,,
ASELS|2025|ev_ebitda,ASELS,2025,ev_ebitda,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,ev_ebitda,2025,,T_RATIO,,
ASELS|2025|financial_debt_ratio,ASELS,2025,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2025,,T_COPY,,
ASELS|2025|gross_margin,ASELS,2025,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2025,,T_COPY,,
ASELS|2025|gross_profit,ASELS,2025,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2025,,T_COPY,,
ASELS|2025|gross_profit_growth_pct,ASELS,2025,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASELS|2025|leverage_ratio,ASELS,2025,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2025,,T_COPY,,
ASELS|2025|long_term_liabilities,ASELS,2025,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2025,,T_COPY,,
ASELS|2025|market_cap,ASELS,2025,market_cap,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,market_cap,2025,,T_RATIO,,
ASELS|2025|net_debt,ASELS,2025,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2025,,T_COPY,,
ASELS|2025|net_debt_to_ebitda,ASELS,2025,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2025,,T_COPY,,
ASELS|2025|net_income,ASELS,2025,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2025,,T_COPY,,
ASELS|2025|net_income_growth_pct,ASELS,2025,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASELS|2025|net_margin,ASELS,2025,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2025,,T_COPY,,
ASELS|2025|non_current_assets,ASELS,2025,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2025,,T_COPY,,
ASELS|2025|operating_income,ASELS,2025,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2025,,T_COPY,,
ASELS|2025|operating_income_growth_pct,ASELS,2025,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASELS|2025|pb_ratio,ASELS,2025,pb_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pb,2025,,T_RATIO,,
ASELS|2025|pe_ratio,ASELS,2025,pe_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pe,2025,,T_RATIO,,
ASELS|2025|price_adjclose_t,ASELS,2025,price_adjclose_t,present,yahoo_fetch,cell_verified,data/trusted_raw/prices/yahoo_year_end_prices.csv,year_end_close,2025,,T_COPY,,
ASELS|2025|price_data_available,ASELS,2025,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,ASELS|2025|price_adjclose_t,derived_from_dataset_cells
ASELS|2025|price_drawdown_from_3y_high_pct,ASELS,2025,price_drawdown_from_3y_high_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,ASELS|2023|price_adjclose_t;ASELS|2024|price_adjclose_t;ASELS|2025|price_adjclose_t,derived_from_dataset_cells
ASELS|2025|price_history_years_available,ASELS,2025,price_history_years_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,ASELS|2020|price_adjclose_t;ASELS|2021|price_adjclose_t;ASELS|2022|price_adjclose_t;ASELS|2023|price_adjclose_t;ASELS|2024|price_adjclose_t;ASELS|2025|price_adjclose_t,derived_from_dataset_cells
ASELS|2025|price_momentum_1y_pct,ASELS,2025,price_momentum_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,ASELS|2024|price_adjclose_t;ASELS|2025|price_adjclose_t,derived_from_dataset_cells
ASELS|2025|price_momentum_2y_pct,ASELS,2025,price_momentum_2y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,ASELS|2023|price_adjclose_t;ASELS|2025|price_adjclose_t,derived_from_dataset_cells
ASELS|2025|price_vs_bist100_1y_pct,ASELS,2025,price_vs_bist100_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,ASELS|2024|price_adjclose_t;ASELS|2025|price_adjclose_t;ASELS|2025|benchmark_same_year_return_pct,derived_from_dataset_cells
ASELS|2025|revenue,ASELS,2025,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2025,,T_COPY,,
ASELS|2025|revenue_growth_pct,ASELS,2025,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASELS|2025|roa,ASELS,2025,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2025,,T_COPY,,
ASELS|2025|roe,ASELS,2025,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2025,,T_COPY,,
ASELS|2025|short_term_liabilities,ASELS,2025,short_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,short_term_liabilities,2025,,T_COPY,,
ASELS|2025|total_assets,ASELS,2025,total_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_assets,2025,,T_COPY,,
ASELS|2025|working_capital,ASELS,2025,working_capital,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,working_capital,2025,,T_COPY,,
ASELS|2025|next_year_return_pct,ASELS,2025,next_year_return_pct,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|next_year_rank_by_return,ASELS,2025,next_year_rank_by_return,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|next_year_return_percentile,ASELS,2025,next_year_return_percentile,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|next_year_top_10pct_returner,ASELS,2025,next_year_top_10pct_returner,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|next_year_top_20pct_returner,ASELS,2025,next_year_top_20pct_returner,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|next_year_bist100_return_pct,ASELS,2025,next_year_bist100_return_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,,null_preserved
ASELS|2025|next_year_excess_return_vs_bist100,ASELS,2025,next_year_excess_return_vs_bist100,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASELS|2025|next_year_return_pct;ASELS|2025|next_year_bist100_return_pct,null_preserved
ASELS|2025|next_year_outperform_bist100,ASELS,2025,next_year_outperform_bist100,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASELS|2025|next_year_excess_return_vs_bist100,null_preserved
ASELS|2025|same_year_return_pct,ASELS,2025,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2025,,T_COPY,,
ASELS|2025|target_year,ASELS,2025,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2025,,T_SHIFT_T1,,
ASELS|2025|has_target,ASELS,2025,has_target,present,derived,derived_chain,,,,,T_RATIO,ASELS|2025|next_year_return_pct,derived_from_dataset_cells
ASELS|2025|is_inference_row,ASELS,2025,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,ASELS|2025|next_year_return_pct,derived_from_dataset_cells
ASELS|2025|is_public_universe,ASELS,2025,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASELS|2025|is_training_universe,ASELS,2025,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASELS|2025|universe_source,ASELS,2025,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|ticker,ASTOR,2020,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|company_name,ASTOR,2020,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|year,ASTOR,2020,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|sector,ASTOR,2020,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|indices,ASTOR,2020,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|is_bist100,ASTOR,2020,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|benchmark_same_year_return_pct,ASTOR,2020,benchmark_same_year_return_pct,null,yahoo_fetch,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|current_assets,ASTOR,2020,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2020,,T_COPY,,
ASTOR|2020|current_ratio,ASTOR,2020,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2020,,T_COPY,,
ASTOR|2020|ebitda,ASTOR,2020,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2020,,T_COPY,,
ASTOR|2020|ebitda_growth_pct,ASTOR,2020,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2020|ebitda_margin,ASTOR,2020,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2020,,T_COPY,,
ASTOR|2020|enterprise_value,ASTOR,2020,enterprise_value,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|equity,ASTOR,2020,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2020,,T_COPY,,
ASTOR|2020|ev_ebitda,ASTOR,2020,ev_ebitda,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|financial_debt_ratio,ASTOR,2020,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2020,,T_COPY,,
ASTOR|2020|gross_margin,ASTOR,2020,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2020,,T_COPY,,
ASTOR|2020|gross_profit,ASTOR,2020,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2020,,T_COPY,,
ASTOR|2020|gross_profit_growth_pct,ASTOR,2020,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2020|leverage_ratio,ASTOR,2020,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2020,,T_COPY,,
ASTOR|2020|long_term_liabilities,ASTOR,2020,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2020,,T_COPY,,
ASTOR|2020|market_cap,ASTOR,2020,market_cap,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|net_debt,ASTOR,2020,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2020,,T_COPY,,
ASTOR|2020|net_debt_to_ebitda,ASTOR,2020,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2020,,T_COPY,,
ASTOR|2020|net_income,ASTOR,2020,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2020,,T_COPY,,
ASTOR|2020|net_income_growth_pct,ASTOR,2020,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2020|net_margin,ASTOR,2020,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2020,,T_COPY,,
ASTOR|2020|non_current_assets,ASTOR,2020,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2020,,T_COPY,,
ASTOR|2020|operating_income,ASTOR,2020,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2020,,T_COPY,,
ASTOR|2020|operating_income_growth_pct,ASTOR,2020,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2020|pb_ratio,ASTOR,2020,pb_ratio,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|pe_ratio,ASTOR,2020,pe_ratio,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|price_adjclose_t,ASTOR,2020,price_adjclose_t,null,yahoo_fetch,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2020|price_data_available,ASTOR,2020,price_data_available,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t,null_preserved
ASTOR|2020|price_drawdown_from_3y_high_pct,ASTOR,2020,price_drawdown_from_3y_high_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t,null_preserved
ASTOR|2020|price_history_years_available,ASTOR,2020,price_history_years_available,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t,null_preserved
ASTOR|2020|price_momentum_1y_pct,ASTOR,2020,price_momentum_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t,null_preserved
ASTOR|2020|price_momentum_2y_pct,ASTOR,2020,price_momentum_2y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t,null_preserved
ASTOR|2020|price_vs_bist100_1y_pct,ASTOR,2020,price_vs_bist100_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t;ASTOR|2020|benchmark_same_year_return_pct,null_preserved
ASTOR|2020|revenue,ASTOR,2020,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2020,,T_COPY,,
ASTOR|2020|revenue_growth_pct,ASTOR,2020,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2020|roa,ASTOR,2020,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2020,,T_COPY,,
ASTOR|2020|roe,ASTOR,2020,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2020,,T_COPY,,
ASTOR|2020|short_term_liabilities,ASTOR,2020,short_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,short_term_liabilities,2020,,T_COPY,,
ASTOR|2020|total_assets,ASTOR,2020,total_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_assets,2020,,T_COPY,,
ASTOR|2020|working_capital,ASTOR,2020,working_capital,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,working_capital,2020,,T_COPY,,
ASTOR|2020|next_year_return_pct,ASTOR,2020,next_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_pct,2020,,T_SHIFT_T1,,
ASTOR|2020|next_year_rank_by_return,ASTOR,2020,next_year_rank_by_return,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_rank_by_return,2020,,T_RANK_WITHIN_YEAR,,
ASTOR|2020|next_year_return_percentile,ASTOR,2020,next_year_return_percentile,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_percentile,2020,,T_RANK_WITHIN_YEAR,,
ASTOR|2020|next_year_top_10pct_returner,ASTOR,2020,next_year_top_10pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_10pct_returner,2020,,T_RANK_WITHIN_YEAR,,
ASTOR|2020|next_year_top_20pct_returner,ASTOR,2020,next_year_top_20pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_20pct_returner,2020,,T_RANK_WITHIN_YEAR,,
ASTOR|2020|next_year_bist100_return_pct,ASTOR,2020,next_year_bist100_return_pct,present,derived,derived_chain,,,,,T_SHIFT_T1,ASTOR|2021|benchmark_same_year_return_pct,derived_from_dataset_cells
ASTOR|2020|next_year_excess_return_vs_bist100,ASTOR,2020,next_year_excess_return_vs_bist100,present,derived,derived_chain,,,,,T_RATIO,ASTOR|2020|next_year_return_pct;ASTOR|2020|next_year_bist100_return_pct,derived_from_dataset_cells
ASTOR|2020|next_year_outperform_bist100,ASTOR,2020,next_year_outperform_bist100,present,derived,derived_chain,,,,,T_RATIO,ASTOR|2020|next_year_excess_return_vs_bist100,derived_from_dataset_cells
ASTOR|2020|same_year_return_pct,ASTOR,2020,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2020,,T_COPY,,
ASTOR|2020|target_year,ASTOR,2020,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2020,,T_SHIFT_T1,,
ASTOR|2020|has_target,ASTOR,2020,has_target,present,derived,derived_chain,,,,,T_RATIO,ASTOR|2020|next_year_return_pct,derived_from_dataset_cells
ASTOR|2020|is_inference_row,ASTOR,2020,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,ASTOR|2020|next_year_return_pct,derived_from_dataset_cells
ASTOR|2020|is_public_universe,ASTOR,2020,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|is_training_universe,ASTOR,2020,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2020|universe_source,ASTOR,2020,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2021|ticker,ASTOR,2021,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2021|company_name,ASTOR,2021,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2021|year,ASTOR,2021,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2021|sector,ASTOR,2021,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|indices,ASTOR,2021,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2021|is_bist100,ASTOR,2021,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
ASTOR|2021|benchmark_same_year_return_pct,ASTOR,2021,benchmark_same_year_return_pct,null,yahoo_fetch,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|current_assets,ASTOR,2021,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2021,,T_COPY,,
ASTOR|2021|current_ratio,ASTOR,2021,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2021,,T_COPY,,
ASTOR|2021|ebitda,ASTOR,2021,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2021,,T_COPY,,
ASTOR|2021|ebitda_growth_pct,ASTOR,2021,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2021|ebitda_margin,ASTOR,2021,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2021,,T_COPY,,
ASTOR|2021|enterprise_value,ASTOR,2021,enterprise_value,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|equity,ASTOR,2021,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2021,,T_COPY,,
ASTOR|2021|ev_ebitda,ASTOR,2021,ev_ebitda,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|financial_debt_ratio,ASTOR,2021,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2021,,T_COPY,,
ASTOR|2021|gross_margin,ASTOR,2021,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2021,,T_COPY,,
ASTOR|2021|gross_profit,ASTOR,2021,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2021,,T_COPY,,
ASTOR|2021|gross_profit_growth_pct,ASTOR,2021,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2021|leverage_ratio,ASTOR,2021,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2021,,T_COPY,,
ASTOR|2021|long_term_liabilities,ASTOR,2021,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2021,,T_COPY,,
ASTOR|2021|market_cap,ASTOR,2021,market_cap,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|net_debt,ASTOR,2021,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2021,,T_COPY,,
ASTOR|2021|net_debt_to_ebitda,ASTOR,2021,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2021,,T_COPY,,
ASTOR|2021|net_income,ASTOR,2021,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2021,,T_COPY,,
ASTOR|2021|net_income_growth_pct,ASTOR,2021,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2021|net_margin,ASTOR,2021,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2021,,T_COPY,,
ASTOR|2021|non_current_assets,ASTOR,2021,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2021,,T_COPY,,
ASTOR|2021|operating_income,ASTOR,2021,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2021,,T_COPY,,
ASTOR|2021|operating_income_growth_pct,ASTOR,2021,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
ASTOR|2021|pb_ratio,ASTOR,2021,pb_ratio,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|pe_ratio,ASTOR,2021,pe_ratio,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|price_adjclose_t,ASTOR,2021,price_adjclose_t,null,yahoo_fetch,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
ASTOR|2021|price_data_available,ASTOR,2021,price_data_available,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2021|price_adjclose_t,null_preserved
ASTOR|2021|price_drawdown_from_3y_high_pct,ASTOR,2021,price_drawdown_from_3y_high_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t;ASTOR|2021|price_adjclose_t,null_preserved
ASTOR|2021|price_history_years_available,ASTOR,2021,price_history_years_available,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t;ASTOR|2021|price_adjclose_t,null_preserved
ASTOR|2021|price_momentum_1y_pct,ASTOR,2021,price_momentum_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,ASTOR|2020|price_adjclose_t;ASTOR|2021|price_adjclose_t,null_preserved
