cell_id,ticker,year,column,value_state,source_class,evidence_level,source_artifact,source_field,source_effective_year,source_retrieved_at,transform_id,upstream_cells,resolution_note
AEFES|2020|ticker,AEFES,2020,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|company_name,AEFES,2020,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|year,AEFES,2020,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|sector,AEFES,2020,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
AEFES|2020|indices,AEFES,2020,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|is_bist100,AEFES,2020,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|benchmark_same_year_return_pct,AEFES,2020,benchmark_same_year_return_pct,present,yahoo_fetch,cell_verified,data/trusted_raw/bist100_benchmark_returns.csv,bist100_return_pct,2020,,T_COPY,,
AEFES|2020|current_assets,AEFES,2020,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2020,,T_COPY,,
AEFES|2020|current_ratio,AEFES,2020,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2020,,T_COPY,,
AEFES|2020|ebitda,AEFES,2020,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2020,,T_COPY,,
AEFES|2020|ebitda_growth_pct,AEFES,2020,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2020|ebitda_margin,AEFES,2020,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2020,,T_COPY,,
AEFES|2020|enterprise_value,AEFES,2020,enterprise_value,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,enterprise_value,2020,,T_RATIO,,
AEFES|2020|equity,AEFES,2020,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2020,,T_COPY,,
AEFES|2020|ev_ebitda,AEFES,2020,ev_ebitda,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,ev_ebitda,2020,,T_RATIO,,
AEFES|2020|financial_debt_ratio,AEFES,2020,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2020,,T_COPY,,
AEFES|2020|gross_margin,AEFES,2020,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2020,,T_COPY,,
AEFES|2020|gross_profit,AEFES,2020,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2020,,T_COPY,,
AEFES|2020|gross_profit_growth_pct,AEFES,2020,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2020|leverage_ratio,AEFES,2020,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2020,,T_COPY,,
AEFES|2020|long_term_liabilities,AEFES,2020,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2020,,T_COPY,,
AEFES|2020|market_cap,AEFES,2020,market_cap,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,market_cap,2020,,T_RATIO,,
AEFES|2020|net_debt,AEFES,2020,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2020,,T_COPY,,
AEFES|2020|net_debt_to_ebitda,AEFES,2020,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2020,,T_COPY,,
AEFES|2020|net_income,AEFES,2020,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2020,,T_COPY,,
AEFES|2020|net_income_growth_pct,AEFES,2020,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2020|net_margin,AEFES,2020,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2020,,T_COPY,,
AEFES|2020|non_current_assets,AEFES,2020,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2020,,T_COPY,,
AEFES|2020|operating_income,AEFES,2020,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2020,,T_COPY,,
AEFES|2020|operating_income_growth_pct,AEFES,2020,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2020|pb_ratio,AEFES,2020,pb_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pb,2020,,T_RATIO,,
AEFES|2020|pe_ratio,AEFES,2020,pe_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pe,2020,,T_RATIO,,
AEFES|2020|price_adjclose_t,AEFES,2020,price_adjclose_t,present,yahoo_fetch,cell_verified,data/trusted_raw/prices/yahoo_year_end_prices.csv,year_end_close,2020,,T_COPY,,
AEFES|2020|price_data_available,AEFES,2020,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t,derived_from_dataset_cells
AEFES|2020|price_drawdown_from_3y_high_pct,AEFES,2020,price_drawdown_from_3y_high_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t,derived_from_dataset_cells
AEFES|2020|price_history_years_available,AEFES,2020,price_history_years_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t,derived_from_dataset_cells
AEFES|2020|price_momentum_1y_pct,AEFES,2020,price_momentum_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,AEFES|2020|price_adjclose_t,null_preserved
AEFES|2020|price_momentum_2y_pct,AEFES,2020,price_momentum_2y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,AEFES|2020|price_adjclose_t,null_preserved
AEFES|2020|price_vs_bist100_1y_pct,AEFES,2020,price_vs_bist100_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,AEFES|2020|price_adjclose_t;AEFES|2020|benchmark_same_year_return_pct,null_preserved
AEFES|2020|revenue,AEFES,2020,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2020,,T_COPY,,
AEFES|2020|revenue_growth_pct,AEFES,2020,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2020|roa,AEFES,2020,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2020,,T_COPY,,
AEFES|2020|roe,AEFES,2020,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2020,,T_COPY,,
AEFES|2020|short_term_liabilities,AEFES,2020,short_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,short_term_liabilities,2020,,T_COPY,,
AEFES|2020|total_assets,AEFES,2020,total_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_assets,2020,,T_COPY,,
AEFES|2020|working_capital,AEFES,2020,working_capital,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,working_capital,2020,,T_COPY,,
AEFES|2020|next_year_return_pct,AEFES,2020,next_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_pct,2020,,T_SHIFT_T1,,
AEFES|2020|next_year_rank_by_return,AEFES,2020,next_year_rank_by_return,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_rank_by_return,2020,,T_RANK_WITHIN_YEAR,,
AEFES|2020|next_year_return_percentile,AEFES,2020,next_year_return_percentile,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_percentile,2020,,T_RANK_WITHIN_YEAR,,
AEFES|2020|next_year_top_10pct_returner,AEFES,2020,next_year_top_10pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_10pct_returner,2020,,T_RANK_WITHIN_YEAR,,
AEFES|2020|next_year_top_20pct_returner,AEFES,2020,next_year_top_20pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_20pct_returner,2020,,T_RANK_WITHIN_YEAR,,
AEFES|2020|next_year_bist100_return_pct,AEFES,2020,next_year_bist100_return_pct,present,derived,derived_chain,,,,,T_SHIFT_T1,AEFES|2021|benchmark_same_year_return_pct,derived_from_dataset_cells
AEFES|2020|next_year_excess_return_vs_bist100,AEFES,2020,next_year_excess_return_vs_bist100,present,derived,derived_chain,,,,,T_RATIO,AEFES|2020|next_year_return_pct;AEFES|2020|next_year_bist100_return_pct,derived_from_dataset_cells
AEFES|2020|next_year_outperform_bist100,AEFES,2020,next_year_outperform_bist100,present,derived,derived_chain,,,,,T_RATIO,AEFES|2020|next_year_excess_return_vs_bist100,derived_from_dataset_cells
AEFES|2020|same_year_return_pct,AEFES,2020,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2020,,T_COPY,,
AEFES|2020|target_year,AEFES,2020,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2020,,T_SHIFT_T1,,
AEFES|2020|has_target,AEFES,2020,has_target,present,derived,derived_chain,,,,,T_RATIO,AEFES|2020|next_year_return_pct,derived_from_dataset_cells
AEFES|2020|is_inference_row,AEFES,2020,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,AEFES|2020|next_year_return_pct,derived_from_dataset_cells
AEFES|2020|is_public_universe,AEFES,2020,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|is_training_universe,AEFES,2020,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2020|universe_source,AEFES,2020,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|ticker,AEFES,2021,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|company_name,AEFES,2021,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|year,AEFES,2021,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|sector,AEFES,2021,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
AEFES|2021|indices,AEFES,2021,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|is_bist100,AEFES,2021,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|benchmark_same_year_return_pct,AEFES,2021,benchmark_same_year_return_pct,present,yahoo_fetch,cell_verified,data/trusted_raw/bist100_benchmark_returns.csv,bist100_return_pct,2021,,T_COPY,,
AEFES|2021|current_assets,AEFES,2021,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2021,,T_COPY,,
AEFES|2021|current_ratio,AEFES,2021,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2021,,T_COPY,,
AEFES|2021|ebitda,AEFES,2021,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2021,,T_COPY,,
AEFES|2021|ebitda_growth_pct,AEFES,2021,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2021|ebitda_margin,AEFES,2021,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2021,,T_COPY,,
AEFES|2021|enterprise_value,AEFES,2021,enterprise_value,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,enterprise_value,2021,,T_RATIO,,
AEFES|2021|equity,AEFES,2021,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2021,,T_COPY,,
AEFES|2021|ev_ebitda,AEFES,2021,ev_ebitda,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,ev_ebitda,2021,,T_RATIO,,
AEFES|2021|financial_debt_ratio,AEFES,2021,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2021,,T_COPY,,
AEFES|2021|gross_margin,AEFES,2021,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2021,,T_COPY,,
AEFES|2021|gross_profit,AEFES,2021,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2021,,T_COPY,,
AEFES|2021|gross_profit_growth_pct,AEFES,2021,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2021|leverage_ratio,AEFES,2021,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2021,,T_COPY,,
AEFES|2021|long_term_liabilities,AEFES,2021,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2021,,T_COPY,,
AEFES|2021|market_cap,AEFES,2021,market_cap,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,market_cap,2021,,T_RATIO,,
AEFES|2021|net_debt,AEFES,2021,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2021,,T_COPY,,
AEFES|2021|net_debt_to_ebitda,AEFES,2021,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2021,,T_COPY,,
AEFES|2021|net_income,AEFES,2021,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2021,,T_COPY,,
AEFES|2021|net_income_growth_pct,AEFES,2021,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2021|net_margin,AEFES,2021,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2021,,T_COPY,,
AEFES|2021|non_current_assets,AEFES,2021,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2021,,T_COPY,,
AEFES|2021|operating_income,AEFES,2021,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2021,,T_COPY,,
AEFES|2021|operating_income_growth_pct,AEFES,2021,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2021|pb_ratio,AEFES,2021,pb_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pb,2021,,T_RATIO,,
AEFES|2021|pe_ratio,AEFES,2021,pe_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pe,2021,,T_RATIO,,
AEFES|2021|price_adjclose_t,AEFES,2021,price_adjclose_t,present,yahoo_fetch,cell_verified,data/trusted_raw/prices/yahoo_year_end_prices.csv,year_end_close,2021,,T_COPY,,
AEFES|2021|price_data_available,AEFES,2021,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2021|price_adjclose_t,derived_from_dataset_cells
AEFES|2021|price_drawdown_from_3y_high_pct,AEFES,2021,price_drawdown_from_3y_high_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t;AEFES|2021|price_adjclose_t,derived_from_dataset_cells
AEFES|2021|price_history_years_available,AEFES,2021,price_history_years_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t;AEFES|2021|price_adjclose_t,derived_from_dataset_cells
AEFES|2021|price_momentum_1y_pct,AEFES,2021,price_momentum_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t;AEFES|2021|price_adjclose_t,derived_from_dataset_cells
AEFES|2021|price_momentum_2y_pct,AEFES,2021,price_momentum_2y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,AEFES|2021|price_adjclose_t,null_preserved
AEFES|2021|price_vs_bist100_1y_pct,AEFES,2021,price_vs_bist100_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2020|price_adjclose_t;AEFES|2021|price_adjclose_t;AEFES|2021|benchmark_same_year_return_pct,derived_from_dataset_cells
AEFES|2021|revenue,AEFES,2021,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2021,,T_COPY,,
AEFES|2021|revenue_growth_pct,AEFES,2021,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2021|roa,AEFES,2021,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2021,,T_COPY,,
AEFES|2021|roe,AEFES,2021,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2021,,T_COPY,,
AEFES|2021|short_term_liabilities,AEFES,2021,short_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,short_term_liabilities,2021,,T_COPY,,
AEFES|2021|total_assets,AEFES,2021,total_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_assets,2021,,T_COPY,,
AEFES|2021|working_capital,AEFES,2021,working_capital,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,working_capital,2021,,T_COPY,,
AEFES|2021|next_year_return_pct,AEFES,2021,next_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_pct,2021,,T_SHIFT_T1,,
AEFES|2021|next_year_rank_by_return,AEFES,2021,next_year_rank_by_return,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_rank_by_return,2021,,T_RANK_WITHIN_YEAR,,
AEFES|2021|next_year_return_percentile,AEFES,2021,next_year_return_percentile,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_percentile,2021,,T_RANK_WITHIN_YEAR,,
AEFES|2021|next_year_top_10pct_returner,AEFES,2021,next_year_top_10pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_10pct_returner,2021,,T_RANK_WITHIN_YEAR,,
AEFES|2021|next_year_top_20pct_returner,AEFES,2021,next_year_top_20pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_20pct_returner,2021,,T_RANK_WITHIN_YEAR,,
AEFES|2021|next_year_bist100_return_pct,AEFES,2021,next_year_bist100_return_pct,present,derived,derived_chain,,,,,T_SHIFT_T1,AEFES|2022|benchmark_same_year_return_pct,derived_from_dataset_cells
AEFES|2021|next_year_excess_return_vs_bist100,AEFES,2021,next_year_excess_return_vs_bist100,present,derived,derived_chain,,,,,T_RATIO,AEFES|2021|next_year_return_pct;AEFES|2021|next_year_bist100_return_pct,derived_from_dataset_cells
AEFES|2021|next_year_outperform_bist100,AEFES,2021,next_year_outperform_bist100,present,derived,derived_chain,,,,,T_RATIO,AEFES|2021|next_year_excess_return_vs_bist100,derived_from_dataset_cells
AEFES|2021|same_year_return_pct,AEFES,2021,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2021,,T_COPY,,
AEFES|2021|target_year,AEFES,2021,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2021,,T_SHIFT_T1,,
AEFES|2021|has_target,AEFES,2021,has_target,present,derived,derived_chain,,,,,T_RATIO,AEFES|2021|next_year_return_pct,derived_from_dataset_cells
AEFES|2021|is_inference_row,AEFES,2021,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,AEFES|2021|next_year_return_pct,derived_from_dataset_cells
AEFES|2021|is_public_universe,AEFES,2021,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|is_training_universe,AEFES,2021,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2021|universe_source,AEFES,2021,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2022|ticker,AEFES,2022,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2022|company_name,AEFES,2022,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2022|year,AEFES,2022,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2022|sector,AEFES,2022,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
AEFES|2022|indices,AEFES,2022,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2022|is_bist100,AEFES,2022,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
AEFES|2022|benchmark_same_year_return_pct,AEFES,2022,benchmark_same_year_return_pct,present,yahoo_fetch,cell_verified,data/trusted_raw/bist100_benchmark_returns.csv,bist100_return_pct,2022,,T_COPY,,
AEFES|2022|current_assets,AEFES,2022,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2022,,T_COPY,,
AEFES|2022|current_ratio,AEFES,2022,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2022,,T_COPY,,
AEFES|2022|ebitda,AEFES,2022,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2022,,T_COPY,,
AEFES|2022|ebitda_growth_pct,AEFES,2022,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2022|ebitda_margin,AEFES,2022,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2022,,T_COPY,,
AEFES|2022|enterprise_value,AEFES,2022,enterprise_value,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,enterprise_value,2022,,T_RATIO,,
AEFES|2022|equity,AEFES,2022,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2022,,T_COPY,,
AEFES|2022|ev_ebitda,AEFES,2022,ev_ebitda,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,ev_ebitda,2022,,T_RATIO,,
AEFES|2022|financial_debt_ratio,AEFES,2022,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2022,,T_COPY,,
AEFES|2022|gross_margin,AEFES,2022,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2022,,T_COPY,,
AEFES|2022|gross_profit,AEFES,2022,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2022,,T_COPY,,
AEFES|2022|gross_profit_growth_pct,AEFES,2022,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2022|leverage_ratio,AEFES,2022,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2022,,T_COPY,,
AEFES|2022|long_term_liabilities,AEFES,2022,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2022,,T_COPY,,
AEFES|2022|market_cap,AEFES,2022,market_cap,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,market_cap,2022,,T_RATIO,,
AEFES|2022|net_debt,AEFES,2022,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2022,,T_COPY,,
AEFES|2022|net_debt_to_ebitda,AEFES,2022,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2022,,T_COPY,,
AEFES|2022|net_income,AEFES,2022,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2022,,T_COPY,,
AEFES|2022|net_income_growth_pct,AEFES,2022,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2022|net_margin,AEFES,2022,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2022,,T_COPY,,
AEFES|2022|non_current_assets,AEFES,2022,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2022,,T_COPY,,
AEFES|2022|operating_income,AEFES,2022,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2022,,T_COPY,,
AEFES|2022|operating_income_growth_pct,AEFES,2022,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
AEFES|2022|pb_ratio,AEFES,2022,pb_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pb,2022,,T_RATIO,,
AEFES|2022|pe_ratio,AEFES,2022,pe_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pe,2022,,T_RATIO,,
AEFES|2022|price_adjclose_t,AEFES,2022,price_adjclose_t,present,yahoo_fetch,cell_verified,data/trusted_raw/prices/yahoo_year_end_prices.csv,year_end_close,2022,,T_COPY,,
AEFES|2022|price_data_available,AEFES,2022,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,AEFES|2022|price_adjclose_t,derived_from_dataset_cells
