ic_injected,level_index,carrier,model,repetitions,repetition_id_first,repetition_id_last,mean_realized_raw_carrier_ic,sd_realized_raw_carrier_ic,median_realized_raw_carrier_ic,p05_realized_raw_carrier_ic,p95_realized_raw_carrier_ic,mean_final_evaluated_ic,sd_final_evaluated_ic,median_final_evaluated_ic,p05_final_evaluated_ic,p95_final_evaluated_ic,primary_detections,primary_detection_rate,primary_wilson_95_pointwise_low,primary_wilson_95_pointwise_high,secondary_detections,secondary_detection_rate,secondary_wilson_95_pointwise_low,secondary_wilson_95_pointwise_high,secondary_is_gating
0,0,equity,ridge,400,200,599,-0.0043484960100000003,0.067700144828999997,-0.0022349418729999998,-0.12198869117699999,0.098909061965999995,0.090305625772999998,0.01215560758,0.091275853044999994,0.070382922607999998,0.10804256251200001,0,0,0,0.0095122943340000005,1,0.0025000000000000001,0.00044144778699999998,0.014023285076,False
0.10000000000000001,1,equity,ridge,400,200,599,0.102416596163,0.066112555564000003,0.10515055300999999,-0.00526366149,0.20575386839500001,0.099628182092000001,0.019432697249,0.096960295887999995,0.073554497654999995,0.13687994138099999,1,0.0025000000000000001,0.00044144778699999998,0.014023285076,34,0.085000000000000006,0.061463020023999997,0.116432184274,False
0.20000000000000001,2,equity,ridge,400,200,599,0.20143448885599999,0.058325205600999998,0.200517391834,0.106018556104,0.29953754494700002,0.13044141876699999,0.029645593160999999,0.12911023351299999,0.087510954976000005,0.186733651365,45,0.1125,0.085148458785999998,0.14722356932299999,211,0.52749999999999997,0.478546027087,0.57593079672400005,False
0.29999999999999999,3,equity,ridge,400,200,599,0.30380904303400003,0.057555212219999999,0.303436179995,0.210453044349,0.39469860159999998,0.182221558521,0.042859752336,0.17870785106500001,0.120969663659,0.25426817563499998,243,0.60750000000000004,0.55884138334099998,0.65411347337699999,365,0.91249999999999998,0.88073926738599995,0.93641308978799997,False
0.34999999999999998,5,equity,ridge,400,200,599,0.35281815781999998,0.055636098693,0.35146748775300002,0.25993642935900002,0.44490546699599998,0.212800525022,0.044267350772000003,0.21118571714000001,0.14225286856300001,0.28631132961099998,347,0.86750000000000005,0.83075368030300001,0.89725478336099995,387,0.96750000000000003,0.94519584717600003,0.98091015762099998,False
0.40000000000000002,4,equity,ridge,400,200,599,0.40835403850099999,0.055175199467000002,0.40756368516899999,0.315470079455,0.50151138051499999,0.25027918323100001,0.047514762659000002,0.24633981623199999,0.170402817717,0.327473005722,384,0.95999999999999996,0.93601775228200002,0.97523093692999996,398,0.995,0.98195508156400002,0.99862774704500001,False
