carrier,model,ic_injected,level_index,repetition,injection_seed,permutation_seed,injected_dataset_sha256,permutation_p_value_two_sided,stage1_operating_point_p_value,detected_stage1_rule,detected_raw_p05,n_ic_injected,ic_raw_carrier,n_ic_raw_carrier,ic_panel_carrier,n_ic_panel_carrier,ic_model_input_carrier,n_ic_model_input_carrier,ic_model_prediction,n_ic_model_prediction,ic_final_evaluation,n_ic_final_evaluation,invariant_carrier_missingness_mask_preserved,invariant_carrier_observed_value_multiset_preserved_within_year,invariant_carrier_reaches_model_input,invariant_identity_checkpoint_ics_agree,invariant_non_carrier_features_unchanged,invariant_ridge_prediction_ic_equals_final_evaluation_ic,invariant_targets_unchanged
equity,ridge,0,0,200,42000326,242,efd5754d4f2eb07c274e9a3e6bdf421086408dbd9c74e6d3fbd7bfdb53770aa5,0.163683631637,0.81841815818499997,False,False,,0.101343829577,240,0.101343829577,240,0.101343829577,240,0.091365636560000005,240,0.091365636560000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,201,42000327,243,fbb01d824b9692e5a79a7200728137dc01a7b8ea60f8f4a0c45fd944becd2bd3,0.166583341666,0.83291670832999998,False,False,,-8.6399145000000001e-05,240,-8.6399145000000001e-05,240,-8.6399145000000001e-05,240,0.088919971959999997,240,0.088919971959999997,240,True,True,True,True,True,True,True
equity,ridge,0,0,202,42000328,244,24b8c8fce42423656f2d7f5bf5fe32c2128336420bc1d0a17d2e0a541ea61bdc,0.18238176182400001,0.91190880912000005,False,False,,0.022323791435,240,0.022323791435,240,0.022323791435,240,0.087310301495000006,240,0.087310301495000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,203,42000329,245,87683976a14b45446ae568d94d2999e9e0474c63f56e924ce6f2bd4ebc214a91,0.18388161183900001,0.91940805919500002,False,False,,-0.018042494977000001,240,-0.018042494977000001,240,-0.018042494977000001,240,0.085669248111999996,240,0.085669248111999996,240,True,True,True,True,True,True,True
equity,ridge,0,0,204,42000330,246,f86e0ef705c3890d88b188a3268878999837dcc4fb0bc623f540783d3f0ad87a,0.18288171182900001,0.91440855914499997,False,False,,0.063792624482999993,240,0.063792624482999993,240,0.063792624482999993,240,0.086700831448999996,240,0.086700831448999996,240,True,True,True,True,True,True,True
equity,ridge,0,0,205,42000331,247,4e34edbbf579f8c177c426719cb7dd85f02bbb371e769bc072d8d8dd6700056c,0.067993200680000004,0.33996600339999999,False,False,,-0.068206459843,240,-0.068206459843,240,-0.068206459843,240,0.117541983096,240,0.117541983096,240,True,True,True,True,True,True,True
equity,ridge,0,0,206,42000332,248,ce5e4da94d6e8a89f23fbb7d03a69be3d92df01822de92a607655745dfe5b2e3,0.20457954204600001,1,False,False,,-0.026293193704,240,-0.026293193704,240,-0.026293193704,240,0.082637579722000004,240,0.082637579722000004,240,True,True,True,True,True,True,True
equity,ridge,0,0,207,42000333,249,01fe8cca8c94322df4635303b03f005793bdc8b5aa3ccc255943bb0352a67052,0.20447955204500001,1,False,False,,-0.026263010909999999,240,-0.026263010909999999,240,-0.026263010909999999,240,0.082481450557,240,0.082481450557,240,True,True,True,True,True,True,True
equity,ridge,0,0,208,42000334,250,1102e4993968cf6b8f7dac8f7ad58e7004bbfc76452a946de908e50694cf7e33,0.13618638136200001,0.68093190681000004,False,False,,-0.095789138945999996,240,-0.095789138945999996,240,-0.095789138945999996,240,0.097155632317000001,240,0.097155632317000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,209,42000335,251,6d843b7c97e175d612d719e0b08a5322e839b80d4f30686352a23eb3231251e2,0.12768723127699999,0.63843615638499995,False,False,,0.070417300685999995,240,0.070417300685999995,240,0.070417300685999995,240,0.098601137345000006,240,0.098601137345000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,210,42000336,252,c37f9ac378848d659d7dcee6e0faa5a337354d96e63f6891206f5af85d94db9f,0.18398160184000001,0.91990800920000004,False,False,,0.013229661448,240,0.013229661448,240,0.013229661448,240,0.086685020288,240,0.086685020288,240,True,True,True,True,True,True,True
equity,ridge,0,0,211,42000337,253,e9f4d6ff10ac8c750e4c5f4e71a4ed992ebbe18fbad74776dc89519e19e49fec,0.21497850215,1,False,False,,0.061886380828999998,240,0.061886380828999998,240,0.061886380828999998,240,0.080691600727000004,240,0.080691600727000004,240,True,True,True,True,True,True,True
equity,ridge,0,0,212,42000338,254,c1849eadfd6e7ce463ad74963d78d0ecf07bd8b2cdae4d0974e994a8c02c6678,0.166583341666,0.83291670832999998,False,False,,-0.040693579998000003,240,-0.040693579998000003,240,-0.040693579998000003,240,0.090506160414999995,240,0.090506160414999995,240,True,True,True,True,True,True,True
equity,ridge,0,0,213,42000339,255,90e1d034ad4e212af092369cb2b9ba4fe0acf115c7a0837412245ce4ca6d7e4c,0.111788821118,0.55894410558999996,False,False,,-0.1556028066,240,-0.1556028066,240,-0.1556028066,240,0.10300808563699999,240,0.10300808563699999,240,True,True,True,True,True,True,True
equity,ridge,0,0,214,42000340,256,79a29f1b9bc6b0d0bbc3b6a3e5c84474451a518ff8e38d6b286232e85ef7846a,0.19848015198499999,0.99240075992499999,False,False,,-0.039772143959999999,240,-0.039772143959999999,240,-0.039772143959999999,240,0.084403896438000003,240,0.084403896438000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,215,42000341,257,817d890c578cf2970606ab33f2ce66a3f8437011345bed7440ae0b111050766e,0.15238476152399999,0.76192380762,False,False,,0.091609586628000006,240,0.091609586628000006,240,0.091609586628000006,240,0.092108044084999993,240,0.092108044084999993,240,True,True,True,True,True,True,True
equity,ridge,0,0,216,42000342,258,ac11c60b98989056072cbc4be892725aad4738637d41e72fcff2a90582ba20ee,0.215378462154,1,False,False,,-0.0016726550060000001,240,-0.0016726550060000001,240,-0.0016726550060000001,240,0.081239192757000006,240,0.081239192757000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,217,42000343,259,1c2edeb717e9eb428c1d551afbfae677d2bdf35827a4feb26b83b09044e6ef0f,0.15618438156200001,0.78092190781000004,False,False,,0.114292515788,240,0.114292515788,240,0.114292515788,240,0.092732941919,240,0.092732941919,240,True,True,True,True,True,True,True
equity,ridge,0,0,218,42000344,260,068e500ed2b52f540093f2e1edeaf6058311607e6c2700a53007262c5c98e26a,0.25357464253599998,1,False,False,,0.028824876090999998,240,0.028824876090999998,240,0.028824876090999998,240,0.074034831093000006,240,0.074034831093000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,219,42000345,261,037b717e80cb0d1829c3e6719d6288ad5f0bc341a76536bce1dd2022bc1e1bf4,0.104589541046,0.52294770523,False,False,,-0.12285662332900001,240,-0.12285662332900001,240,-0.12285662332900001,240,0.10599336314500001,240,0.10599336314500001,240,True,True,True,True,True,True,True
equity,ridge,0,0,220,42000346,262,eef43ddc8677b13f776113128aa537bc47c2e1acd4da39537b69306d2fad3f61,0.237376262374,1,False,False,,-0.030770200622000001,240,-0.030770200622000001,240,-0.030770200622000001,240,0.076769493463999999,240,0.076769493463999999,240,True,True,True,True,True,True,True
equity,ridge,0,0,221,42000347,263,fb459b08524126f6b01ed6365c34b1f3b199eb0e02fecba276434b0aba10270c,0.12868713128699999,0.643435656435,False,False,,0.019838356692999999,240,0.019838356692999999,240,0.019838356692999999,240,0.099171471014999998,240,0.099171471014999998,240,True,True,True,True,True,True,True
equity,ridge,0,0,222,42000348,264,c13445cb562517698bbef380c4a163823c292a09f03b3280a8c6c8c7ab33e41c,0.142285771423,0.71142885711500004,False,False,,-0.067072363238999996,240,-0.067072363238999996,240,-0.067072363238999996,240,0.095202113073,240,0.095202113073,240,True,True,True,True,True,True,True
equity,ridge,0,0,223,42000349,265,652353f8ba1613a7169a881f7ae70472568edc5f91e69071febd5f854e38f626,0.115688431157,0.57844215578500002,False,False,,-0.029753323019000001,240,-0.029753323019000001,240,-0.029753323019000001,240,0.101812662905,240,0.101812662905,240,True,True,True,True,True,True,True
equity,ridge,0,0,224,42000350,266,619c2413921d5ea8092317d5998193f933c4cb80497a65d4efbd9ca9cee68cd1,0.236176382362,1,False,False,,-0.063308222144000004,240,-0.063308222144000004,240,-0.063308222144000004,240,0.076941376273999995,240,0.076941376273999995,240,True,True,True,True,True,True,True
equity,ridge,0,0,225,42000351,267,bb5c2e508109efae0da87fcc3d39e49376392ac63de350ff710cdfa364cdde1e,0.20587941205900001,1,False,False,,-0.039429548974,240,-0.039429548974,240,-0.039429548974,240,0.082348598435000003,240,0.082348598435000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,226,42000352,268,94ae5232dcc27eca260053cf90cb3fd005c34441cc28bd5be09f8b2ab70e45fb,0.063293670632999996,0.31646835316499999,False,False,,-0.18509229205300001,240,-0.18509229205300001,240,-0.18509229205300001,240,0.121268822985,240,0.121268822985,240,True,True,True,True,True,True,True
equity,ridge,0,0,227,42000353,269,03ab3792ce7fd031468c6f85803e3dd3bb2a738d976d08ac006e3a6d44737849,0.22427757224299999,1,False,False,,0.038574897779,240,0.038574897779,240,0.038574897779,240,0.078082508130000006,240,0.078082508130000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,228,42000354,270,682ed165b396f13b4c57043627194fb6a176c9ebfb4380dc621331ea32eadcba,0.16248375162500001,0.81241875812499997,False,False,,-0.050875264226,240,-0.050875264226,240,-0.050875264226,240,0.091123492722000002,240,0.091123492722000002,240,True,True,True,True,True,True,True
equity,ridge,0,0,229,42000355,271,eb1be7e3f5408d885dfd9f27603d7e0f1a0d83f9e9439ef9c907c803c3b734d2,0.13458654134600001,0.67293270673000005,False,False,,0.072636245756000001,240,0.072636245756000001,240,0.072636245756000001,240,0.098437096830000001,240,0.098437096830000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,230,42000356,272,8f62aaa1046c634d280cac3877aa2d2cdc6fa938e47a51dbbb507ae6c206cd0b,0.16058394160600001,0.80291970803000001,False,False,,-0.017150877960000002,240,-0.017150877960000002,240,-0.017150877960000002,240,0.090295138297000005,240,0.090295138297000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,231,42000357,273,2d83064986e11b3c18faf2a78641d788dde22ab3144e0d4576ec74fc58812d7f,0.163883611639,0.81941805819500002,False,False,,-0.010532962072,240,-0.010532962072,240,-0.010532962072,240,0.091240742313000001,240,0.091240742313000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,232,42000358,274,563643f12ad51768310a3eb73fbb9e745dc4ef0b3570e492d1ebbdcc7dfdadff,0.120687931207,0.60343965603500005,False,False,,-0.014603797276000001,240,-0.014603797276000001,240,-0.014603797276000001,240,0.100320228843,240,0.100320228843,240,True,True,True,True,True,True,True
equity,ridge,0,0,233,42000359,275,adf298218e2dcffe29413159c4aad8cdb25f6ff43e241db597abb169548251b7,0.235476452355,1,False,False,,0.089249125994000006,240,0.089249125994000006,240,0.089249125994000006,240,0.077589972073999994,240,0.077589972073999994,240,True,True,True,True,True,True,True
equity,ridge,0,0,234,42000360,276,260be9958cbf2ba02e92d1820089f774f0b369f5d0026322b3662e0b553d6675,0.14958504149599999,0.74792520748000002,False,False,,0.063822100977000001,240,0.063822100977000001,240,0.063822100977000001,240,0.095069451629999996,240,0.095069451629999996,240,True,True,True,True,True,True,True
equity,ridge,0,0,235,42000361,277,9b799e98de16caf688fd18f8b1a6bcd9415a4690cd6b488a216af07f1714ff54,0.28157184281600001,1,False,False,,-0.020581746554,240,-0.020581746554,240,-0.020581746554,240,0.070393506373,240,0.070393506373,240,True,True,True,True,True,True,True
equity,ridge,0,0,236,42000362,278,5a7f95305d70d066f9d6b41efe5911fc508d522302ade0687b7764af517cf6c5,0.17898210178999999,0.89491050895000002,False,False,,0.065643230418000006,240,0.065643230418000006,240,0.065643230418000006,240,0.087677526228,240,0.087677526228,240,True,True,True,True,True,True,True
equity,ridge,0,0,237,42000363,279,02ab77fcc82c42ca3c6c8bb9aae62f991161ff9bcf19b4c0e0b4eb9190865414,0.12798720127999999,0.63993600640000003,False,False,,-0.14206945648300001,240,-0.14206945648300001,240,-0.14206945648300001,240,0.097561933714000001,240,0.097561933714000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,238,42000364,280,811140d6c359d2df99677e91610dfd86e21adda1dcefb39f3b2b7c684b6ecca5,0.191180881912,0.95590440956,False,False,,-0.104907500837,240,-0.104907500837,240,-0.104907500837,240,0.084012879590000006,240,0.084012879590000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,239,42000365,281,323955047610798081f0de856c015e2ea5e78452a9dd70a65e6b6262503fecb5,0.28157184281600001,1,False,False,,-0.029082598463999999,240,-0.029082598463999999,240,-0.029082598463999999,240,0.069057472383000001,240,0.069057472383000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,240,42000366,282,14c9dd85bad4929a0bfd14078d16496899bd88a59118accd1ff9892b7b6ecc2e,0.140585941406,0.70292970703000002,False,False,,0.012783377065999999,240,0.012783377065999999,240,0.012783377065999999,240,0.094866179124,240,0.094866179124,240,True,True,True,True,True,True,True
equity,ridge,0,0,241,42000367,283,6ff5405b4d0511eff16c0724360e2835cec2b897d5acf6e25a2c124a12f8f13f,0.189781021898,0.94890510948999995,False,False,,-0.0023210055430000001,240,-0.0023210055430000001,240,-0.0023210055430000001,240,0.084841245004999996,240,0.084841245004999996,240,True,True,True,True,True,True,True
equity,ridge,0,0,242,42000368,284,3b7850e49aebd03ba38fd128791d3f402e3edbe601bc948bcffef11de8485ec8,0.18648135186500001,0.93240675932499995,False,False,,-0.036084106163999999,240,-0.036084106163999999,240,-0.036084106163999999,240,0.086075790742999994,240,0.086075790742999994,240,True,True,True,True,True,True,True
equity,ridge,0,0,243,42000369,285,1292bae913a6aef8c178280580b5b542371d279051eec68129fd49c83501c733,0.15798420158000001,0.78992100789999997,False,False,,0.028200174979999999,240,0.028200174979999999,240,0.028200174979999999,240,0.092287717170000005,240,0.092287717170000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,244,42000370,286,1e4ca9092143bdea51400370463fe80fee21bc07f41dd4f2aea23ba28aafd0fe,0.145885411459,0.72942705729500001,False,False,,-0.075324695652000007,240,-0.075324695652000007,240,-0.075324695652000007,240,0.093373784809999999,240,0.093373784809999999,240,True,True,True,True,True,True,True
equity,ridge,0,0,245,42000371,287,a6b704a3447f1810fe7938c66f14291569524cc3c1c9a0c158400a00622938af,0.15948405159500001,0.79742025797500005,False,False,,-0.012197667263000001,240,-0.012197667263000001,240,-0.012197667263000001,240,0.092490847171000007,240,0.092490847171000007,240,True,True,True,True,True,True,True
equity,ridge,0,0,246,42000372,288,bbe891c3ad1b4631fce3934a16b32ad652632275e17ede6c0fd07c5eefb0eab4,0.53724627537199998,1,False,False,,0.078160037584000003,240,0.078160037584000003,240,0.078160037584000003,240,0.040256358366999999,240,0.040256358366999999,240,True,True,True,True,True,True,True
equity,ridge,0,0,247,42000373,289,25cbcbef369b28d2fd3d9278ee5e2bdf210692988f7952b1c951fa2086c28d13,0.18668133186700001,0.933406659335,False,False,,0.041576926471000003,240,0.041576926471000003,240,0.041576926471000003,240,0.086107082993000003,240,0.086107082993000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,248,42000374,290,a004a622a8be72b64937db32d4409413398df1ab3b9c8b4a21151dbddbf23bf6,0.17998200180000001,0.89991000899999996,False,False,,0.022612820346000002,240,0.022612820346000002,240,0.022612820346000002,240,0.087310312668000004,240,0.087310312668000004,240,True,True,True,True,True,True,True
equity,ridge,0,0,249,42000375,291,569532d7b2e57d0747eda150dd085bc10f202795308e4ca4adc09a34c5e15643,0.16048395160500001,0.80241975802499999,False,False,,0.015182147252000001,240,0.015182147252000001,240,0.015182147252000001,240,0.091709580587000003,240,0.091709580587000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,250,42000376,292,22d68421174c83dccc2de8cccf3d516b18a51540789c169c22bb10029784a29d,0.13858614138600001,0.69293070693000003,False,False,,-0.015854160769000002,240,-0.015854160769000002,240,-0.015854160769000002,240,0.096858742427999994,240,0.096858742427999994,240,True,True,True,True,True,True,True
equity,ridge,0,0,251,42000377,293,06908825b64dad804e9c43b9619b8bb2ac804196ee3219549c5bebb40edfc15e,0.067093290671000005,0.33546645335500003,False,False,,0.098780916302000005,240,0.098780916302000005,240,0.098780916302000005,240,0.12023746384800001,240,0.12023746384800001,240,True,True,True,True,True,True,True
equity,ridge,0,0,252,42000378,294,f900c4ec8268570d9a5fc4f0af73cd2d5d0db85cb5fb5bd275a6ef36d3e5b9be,0.15428457154299999,0.77142285771499997,False,False,,0.0081109507449999996,240,0.0081109507449999996,240,0.0081109507449999996,240,0.091654803396999995,240,0.091654803396999995,240,True,True,True,True,True,True,True
equity,ridge,0,0,253,42000379,295,f30cc1637c0b84070715c4f24b38b2bec161e947b959aa5705dceb9215896a54,0.120487951205,0.60243975602499999,False,False,,-0.057196725434999998,240,-0.057196725434999998,240,-0.057196725434999998,240,0.099937377034000005,240,0.099937377034000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,254,42000380,296,e4f3b38c3ce106ecec97b2a51907bdb7413e757877ac8a5b22ebcfa2e5259d0e,0.15878412158800001,0.79392060793999997,False,False,,-0.0079615542370000004,240,-0.0079615542370000004,240,-0.0079615542370000004,240,0.092592354656000006,240,0.092592354656000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,255,42000381,297,b494fc07c9fefc15b00f09512cf827a2074551c8fcbaae7150c636ad084474ca,0.29717028297199999,1,False,False,,-0.057945835027000001,240,-0.057945835027000001,240,-0.057945835027000001,240,0.067362160360999998,240,0.067362160360999998,240,True,True,True,True,True,True,True
equity,ridge,0,0,256,42000382,298,a49626a0988f78adfa04dca1e8a66d53473a2dbc7e8e8351cd343a4abf200a97,0.072792720727999999,0.36396360364000002,False,False,,-0.113956596493,240,-0.113956596493,240,-0.113956596493,240,0.116346539666,240,0.116346539666,240,True,True,True,True,True,True,True
equity,ridge,0,0,257,42000383,299,65fd345a1ee223a7d715a8e9340e805ef6b948ae1fdb776c9903b66c18566a03,0.30956904309599997,1,False,False,,0.16674562429000001,240,0.16674562429000001,240,0.16674562429000001,240,0.065736498864000001,240,0.065736498864000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,258,42000384,300,1d085073750c58784c7abb1b647f2735be3e050b86599f622a4df64c77ac1a40,0.169083091691,0.84541545845499999,False,False,,-0.121943010537,240,-0.121943010537,240,-0.121943010537,240,0.089380829827999997,240,0.089380829827999997,240,True,True,True,True,True,True,True
equity,ridge,0,0,259,42000385,301,c35a8ac49d51ef995ab9c63195c478ec5e2d71fae806dc6317e6e760cce08950,0.096790320967999999,0.48395160483999999,False,False,,-0.131920364273,240,-0.131920364273,240,-0.131920364273,240,0.108493374854,240,0.108493374854,240,True,True,True,True,True,True,True
equity,ridge,0,0,260,42000386,302,feea628f686387fbb712d3808eda00089aadba0f475825a061f7347de7433122,0.15348465153499999,0.76742325767499997,False,False,,0.031919877958999997,240,0.031919877958999997,240,0.031919877958999997,240,0.093108156031999997,240,0.093108156031999997,240,True,True,True,True,True,True,True
equity,ridge,0,0,261,42000387,303,a962021d5720f1ee3797a8961778c3ef0291370519ece1f1889e15b78855c725,0.11198880111999999,0.55994400560000002,False,False,,0.052281764759000003,240,0.052281764759000003,240,0.052281764759000003,240,0.103680134689,240,0.103680134689,240,True,True,True,True,True,True,True
equity,ridge,0,0,262,42000388,304,4e9a94c1807d5cdc59a4c9d4289694225efeb2abfa929f1d35a56bdbda0d868b,0.146285371463,0.73142685731500001,False,False,,0.108931567647,240,0.108931567647,240,0.108931567647,240,0.093397280740000005,240,0.093397280740000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,263,42000389,305,dcf68e48dbfa029ef277cf9939ae228591eb8c6059fb2de2204711cf763aba75,0.16118388161200001,0.80591940805999995,False,False,,0.081254837782999995,240,0.081254837782999995,240,0.081254837782999995,240,0.091897143957999999,240,0.091897143957999999,240,True,True,True,True,True,True,True
equity,ridge,0,0,264,42000390,306,6842c09b1edd8fb67468a465527d66eefa9e95380e8abaa816543f013d6088a3,0.13248675132500001,0.66243375662500004,False,False,,0.025019235553000001,240,0.025019235553000001,240,0.025019235553000001,240,0.098749707576999995,240,0.098749707576999995,240,True,True,True,True,True,True,True
equity,ridge,0,0,265,42000391,307,963f7ae422fa0c4dcc6231c595298dab1a0fa49d2b3e5a3eb3ba0734762243e8,0.15078492150799999,0.75392460754000001,False,False,,-0.052679649625999997,240,-0.052679649625999997,240,-0.052679649625999997,240,0.092584594970000003,240,0.092584594970000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,266,42000392,308,5f253c4869496aeefae665904159b8b59c3ae202c909e5091e9823b3e587a7bd,0.146185381462,0.73092690730999998,False,False,,0.063501988996,240,0.063501988996,240,0.063501988996,240,0.093975431794000003,240,0.093975431794000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,267,42000393,309,76cbc40c6c800250ed7a4509f4bb0d84263b017a893dcd665efe0e2e6a438d00,0.24997500249999999,1,False,False,,-0.15308861906499999,240,-0.15308861906499999,240,-0.15308861906499999,240,0.075144141339999998,240,0.075144141339999998,240,True,True,True,True,True,True,True
equity,ridge,0,0,268,42000394,310,7c15e8e7a07e8392312f4b5a4246b9ca4c4e0da80ea3681487b954c3dc97e964,0.146285371463,0.73142685731500001,False,False,,-0.044827536754000002,240,-0.044827536754000002,240,-0.044827536754000002,240,0.092662740421000006,240,0.092662740421000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,269,42000395,311,dce55dd51d3d9f9a04e9bfb8a8f24461bb61d29f537df8f6638f0a73b4241de1,0.17298270172999999,0.86491350865000005,False,False,,-0.0046489135399999998,240,-0.0046489135399999998,240,-0.0046489135399999998,240,0.089654443223999999,240,0.089654443223999999,240,True,True,True,True,True,True,True
equity,ridge,0,0,270,42000396,312,d455bece9f642fb0122de3af12017e07894821aaf375da48a783460ae25baa93,0.13688631136900001,0.68443155684500001,False,False,,-0.019816081219000001,240,-0.019816081219000001,240,-0.019816081219000001,240,0.095678839799999998,240,0.095678839799999998,240,True,True,True,True,True,True,True
equity,ridge,0,0,271,42000397,313,de3cdec836766f88e490fff5085ca7e4888cb818439e33b4684409eb485f87a5,0.15708429157100001,0.78542145785499995,False,False,,0.027222954870999998,240,0.027222954870999998,240,0.027222954870999998,240,0.092498711080000004,240,0.092498711080000004,240,True,True,True,True,True,True,True
equity,ridge,0,0,272,42000398,314,99b738c2e44e90d7f6dde638a8fa40dab2ebf2826b92cf493baaf7c8f850c170,0.169583041696,0.84791520848000002,False,False,,0.01147723225,240,0.01147723225,240,0.01147723225,240,0.090857689202000005,240,0.090857689202000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,273,42000399,315,a3250b74f9005685142f549d28b1f70b66e205ce6ab6c18ac70f460cf3fbba62,0.171582841716,0.85791420858,False,False,,0.046140175190999999,240,0.046140175190999999,240,0.046140175190999999,240,0.089826335741999996,240,0.089826335741999996,240,True,True,True,True,True,True,True
equity,ridge,0,0,274,42000400,316,e60a2f066d924284b3485c7cf277b8282844d3150ffe56de57ed4824f92dd01f,0.13228677132300001,0.66143385661499998,False,False,,-0.0052269757559999996,240,-0.0052269757559999996,240,-0.0052269757559999996,240,0.097210398333000006,240,0.097210398333000006,240,True,True,True,True,True,True,True
equity,ridge,0,0,275,42000401,317,14eac4f0b90d2a7cb7d491ae5a900f5653e7af41d2aba2a3aca477b51ed9edfc,0.42515748425200001,1,False,False,,-0.032950093572000003,240,-0.032950093572000003,240,-0.032950093572000003,240,0.051960948126000002,240,0.051960948126000002,240,True,True,True,True,True,True,True
equity,ridge,0,0,276,42000402,318,fe465fe8d49bef83015c19774f2c85af16cd8137ddd2c2ac8dc7c0303629684e,0.18228177182300001,0.91140885911500003,False,False,,-0.18950771860400001,240,-0.18950771860400001,240,-0.18950771860400001,240,0.08613036315,240,0.08613036315,240,True,True,True,True,True,True,True
equity,ridge,0,0,277,42000403,319,84f45bc3c39d0e3b09e0a249266605a27a05cbacb8fd8ff35fd7cdbabacdbc04,0.103689631037,0.51844815518499998,False,False,,-0.044397974798999998,240,-0.044397974798999998,240,-0.044397974798999998,240,0.105758787581,240,0.105758787581,240,True,True,True,True,True,True,True
equity,ridge,0,0,278,42000404,320,122aff9c31bca2f2e2bd76dda6e968bc3d94f815765cd8ffb05ab688135e81ed,0.17198280171999999,0.8599140086,False,False,,-0.041209517102999998,240,-0.041209517102999998,240,-0.041209517102999998,240,0.089138712001000001,240,0.089138712001000001,240,True,True,True,True,True,True,True
equity,ridge,0,0,279,42000405,321,1214043bda3cb6097a82471b48f03e0392e6b9c93313ad7cd5f2dce068aed200,0.13778622137800001,0.68893110689000003,False,False,,0.049062318140999997,240,0.049062318140999997,240,0.049062318140999997,240,0.096538397637999998,240,0.096538397637999998,240,True,True,True,True,True,True,True
equity,ridge,0,0,280,42000406,322,76540cce3c47487007e59f11ebaea6f127f2171df1b92a3f2e59c58dfe6f29cd,0.15808419158100001,0.790420957905,False,False,,-0.027880866378999999,240,-0.027880866378999999,240,-0.027880866378999999,240,0.090904646259999999,240,0.090904646259999999,240,True,True,True,True,True,True,True
equity,ridge,0,0,281,42000407,323,90c9da6572ed9eee49a0ec55cf9a4c4e2684653083b9c1c63282507a72d39a30,0.071892810719,0.359464053595,False,False,,-0.088162907057000001,240,-0.088162907057000001,240,-0.088162907057000001,240,0.118440148318,240,0.118440148318,240,True,True,True,True,True,True,True
equity,ridge,0,0,282,42000408,324,f4e4871ba95bd32b52c1f91917187bacf601959f2ebbadb7d7a77d7d86bfa6c7,0.120587941206,0.60293970603000002,False,False,,0.048312640358000002,240,0.048312640358000002,240,0.048312640358000002,240,0.101179929736,240,0.101179929736,240,True,True,True,True,True,True,True
equity,ridge,0,0,283,42000409,325,a059fd42df0566d4e39086f22c3dd2332ada47669ed188d0f75907c9c0fb3302,0.164383561644,0.82191780822000005,False,False,,-0.038748077610000001,240,-0.038748077610000001,240,-0.038748077610000001,240,0.089060669307000004,240,0.089060669307000004,240,True,True,True,True,True,True,True
equity,ridge,0,0,284,42000410,326,0af206ead0a656072f823d90c66e85536ecc02d7d4f2664ac38badc2f2fe5a7c,0.15518448155199999,0.77592240775999999,False,False,,0.055588356387,240,0.055588356387,240,0.055588356387,240,0.092193878519000003,240,0.092193878519000003,240,True,True,True,True,True,True,True
equity,ridge,0,0,285,42000411,327,cf6ca845a372e1523f7e9a9e36a4638483b9cd32540865b2363bd8dac61d3187,0.107389261074,0.53694630536999999,False,False,,0.023839561520999999,240,0.023839561520999999,240,0.023839561520999999,240,0.10260965584200001,240,0.10260965584200001,240,True,True,True,True,True,True,True
equity,ridge,0,0,286,42000412,328,4a4a16d53c365f332a3e64ee8d27bdc4bd5a072bc8de1225fb54e2df3861a9f7,0.17578242175799999,0.87891210879000004,False,False,,0.060251789011999998,240,0.060251789011999998,240,0.060251789011999998,240,0.088162089023000004,240,0.088162089023000004,240,True,True,True,True,True,True,True
equity,ridge,0,0,287,42000413,329,079446afa9d7f284c765c0b1a81eb986bcff465370c4f04c86526a2cd205b528,0.19608039196099999,0.980401959805,False,False,,0.016447750234,240,0.016447750234,240,0.016447750234,240,0.084216266760000005,240,0.084216266760000005,240,True,True,True,True,True,True,True
equity,ridge,0,0,288,42000414,330,d4f0433c76d77614a10019c305cf08762c461ff29a09995bf1b717d22a352ea4,0.070092990701000002,0.35046495350500001,False,False,,0.133381135717,240,0.133381135717,240,0.133381135717,240,0.11675252473,240,0.11675252473,240,True,True,True,True,True,True,True
equity,ridge,0,0,289,42000415,331,0d945013473de0c2c2a32de55d67a9a24ae379a99eb39d94f3c0aea792e777aa,0.18448155184500001,0.92240775922499996,False,False,,0.021410264182999999,240,0.021410264182999999,240,0.021410264182999999,240,0.086474236107000002,240,0.086474236107000002,240,True,True,True,True,True,True,True
