source_id,source_row_number,ticker_or_share_code,company_name,raw_q4_index_value,normalized_narrowest_index,is_xu030,is_xu050,is_xu100,nested_expansion_applied,identity_status,collision_reconciliation_status,revision_status,provenance_status,notes
P3184-2020-Q4-01,61,LOGO,LOGO YAZILIM,XU100,XU100,FALSE,FALSE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,62,MAVI,MAVI GIYIM,XU100,XU100,FALSE,FALSE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,63,MPARK,MLP SAGLIK,XU050,XU050,FALSE,TRUE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,64,MGROS,MIGROS TICARET,XU030,XU030,TRUE,TRUE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,65,NTHOL,NET HOLDING,XU100,XU100,FALSE,FALSE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,66,NETAS,NETAS TELEKOM.,XU100,XU100,FALSE,FALSE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,67,ODAS,ODAS ELEKTRIK,XU050,XU050,FALSE,TRUE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,68,OTKAR,OTOKAR,XU100,XU100,FALSE,FALSE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,69,OYAKC,OYAK CIMENTO,XU030,XU030,TRUE,TRUE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
P3184-2020-Q4-01,70,OZKGY,OZAK GMYO,XU100,XU100,FALSE,FALSE,TRUE,TRUE,NA,ROW_LEVEL_RECONCILIATION_NOT_PERFORMED,REVISION_CANONICALIZATION_RESOLVED,ACQUIRED_PRIVATE_LOCAL_VERIFIED,NA
