surface_id,operator,q,metric_scope,window_condition_id,split,year,model,kind,n,split_count,observed_ic,bootstrap_ci_95_low,bootstrap_ci_95_high,permutation_p_value_two_sided,observed_null_percentile,bonferroni_adjusted_p_value,significant_fwer_0_05,delta_observed_ic,delta_n,delta_split_count,significance_verdict_changed
winsorization__q_0p025,winsorization,0.025000000000000001,pooled,pooled,pooled,,random_forest,ml,240,3,-0.15154915067624156,-0.27157865441365886,-0.024956111387137093,0.018898110188981101,0.93999999999999995,0.1133886611338866,False,0.0017346562040628788,0,0,False
winsorization__q_0p025,winsorization,0.025000000000000001,per_split,winsorization__q_0p025__test_2023,test_2023,2023,ridge,ml,80,,-0.0083218078271300004,-0.23455645446840459,0.22249618206993516,0.94040595940405958,47.575000000000003,,,0,0,,
winsorization__q_0p025,winsorization,0.025000000000000001,per_split,winsorization__q_0p025__test_2024,test_2024,2024,ridge,ml,80,,0.21814345991561182,-0.0076329244021402006,0.43217676230362773,0.047095290470952907,97.659999999999997,,,0,0,,
winsorization__q_0p025,winsorization,0.025000000000000001,per_split,winsorization__q_0p025__test_2025,test_2025,2025,ridge,ml,80,,0.029348335677449603,-0.20291876660736741,0.25696691006097683,0.7962203779622038,60.469999999999999,,,-0.038795124238162212,0,,
winsorization__q_0p025,winsorization,0.025000000000000001,pooled,pooled,pooled,,ridge,ml,240,3,0.079723329255310477,-0.054415925649717992,0.2109108920348812,0.21927807219278073,88.909999999999997,1,False,-0.0129317080793874,0,0,False
winsorization__q_0p025,winsorization,0.025000000000000001,per_split,winsorization__q_0p025__test_2023,test_2023,2023,robust_rank_aggregation,baseline,80,,0.087905845323387105,-0.13331635951773868,0.29240881860612844,0.43885611438856115,78.159999999999997,,,0,0,,
winsorization__q_0p025,winsorization,0.025000000000000001,per_split,winsorization__q_0p025__test_2024,test_2024,2024,robust_rank_aggregation,baseline,80,,0.1954290527074114,-0.019752745983541778,0.39087327110713299,0.08089191080891911,96.159999999999997,,,0,0,,
winsorization__q_0p025,winsorization,0.025000000000000001,per_split,winsorization__q_0p025__test_2025,test_2025,2025,robust_rank_aggregation,baseline,80,,0.16246344360132983,-0.065789203051559345,0.37835560633061571,0.14628537146285372,92.969999999999999,,,0.062528496119805446,0,,
winsorization__q_0p025,winsorization,0.025000000000000001,pooled,pooled,pooled,,robust_rank_aggregation,baseline,240,3,0.14859944721070942,0.021810539259136792,0.26682144717175782,0.016898310168983102,99.159999999999997,,,0.020842832039935144,0,0,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,baseline_equal_weight,baseline,80,,0.09357931505888159,-0.11902769145681971,0.28906944465782713,0.40285971402859716,80.530000000000001,,,-0.0012892941704004124,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,baseline_equal_weight,baseline,80,,0.21111111111111111,-0.011344442044227843,0.41030049393248741,0.060793920607939207,97.239999999999995,,,-0.00067979371776841213,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,baseline_equal_weight,baseline,80,,0.17400375058602907,-0.053275354050549673,0.38528913225135625,0.1250874912508749,94.030000000000001,,,0.031645569620253167,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,baseline_equal_weight,baseline,240,3,0.1595647255853406,0.035051292719445515,0.27549574892539036,0.0103989601039896,99.420000000000002,,,0.0098921605773614751,0,0,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,baseline_rank_score,baseline,80,,0.09357931505888159,-0.11902769145681971,0.28906944465782713,0.40285971402859716,80.530000000000001,,,-0.0012892941704004124,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,baseline_rank_score,baseline,80,,0.21111111111111111,-0.011344442044227843,0.41030049393248741,0.060793920607939207,97.239999999999995,,,-0.00067979371776841213,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,baseline_rank_score,baseline,80,,0.17400375058602907,-0.053275354050549673,0.38528913225135625,0.1250874912508749,94.030000000000001,,,0.031645569620253167,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,baseline_rank_score,baseline,240,3,0.1595647255853406,0.035051292719445515,0.27549574892539036,0.0103989601039896,99.420000000000002,,,0.0098921605773614751,0,0,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,elasticnet,ml,80,,-0.10014299447182919,-0.32132697623206963,0.13496740294592224,0.38376162383761625,19.379999999999999,,,-0.0012892941704004124,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,elasticnet,ml,80,,0.059212376933895923,-0.16182383310572598,0.28734462932221377,0.59564043595640437,70.040000000000006,,,0.0018752930145335203,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,elasticnet,ml,80,,-0.020792311298640412,-0.2581137379734123,0.2181503628012669,0.85321467853214683,43.075000000000003,,,-0.0028363806844819497,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,elasticnet,ml,240,3,-0.020574309612191224,-0.15159078061925538,0.11185368594690114,0.74492550744925512,37.43,1,False,-0.0007501272801162806,0,0,False
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,gradient_boosting,ml,80,,-0.10134030346003969,-0.31239407067393704,0.12297443485982626,0.36886311368863112,18.710000000000001,,,-0.00092302139198446875,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,gradient_boosting,ml,80,,-0.10058661853559114,-0.31818945437465085,0.12395715330347981,0.37466253374662534,18.539999999999999,,,0.015295448285824562,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,gradient_boosting,ml,80,,-0.085771214252226904,-0.30652193342687512,0.1420144456619524,0.44685531446855314,21.945,,,0.013689639006094712,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,gradient_boosting,ml,240,3,-0.095899378749285905,-0.22185057040249567,0.035188501671863583,0.13748625137486251,6.7699999999999996,0.82491750824917509,False,0.0093540219666449487,0,0,False
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,lasso,ml,80,,0.0054853606522490706,-0.2262562769520311,0.23837783219722156,0.96230376962303765,52.414999999999999,,,-0.0053212686669253818,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,lasso,ml,80,,0.14334270979840599,-0.081569050859332359,0.35987242260934227,0.20167983201679832,89.810000000000002,,,0.0046647913736521385,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,lasso,ml,80,,0.061298640412564463,-0.17588107117637422,0.28916856253615514,0.58154184581541846,70.950000000000003,,,-0.057852789498359113,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,lasso,ml,240,3,0.07004223695440652,-0.064228473684563817,0.20098724742999619,0.27907209279072093,85.909999999999997,1,False,-0.019503088930544102,0,0,False
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,linear_regression,ml,80,,-0.043203075564508711,-0.26920473873444273,0.19286250941823255,0.7107289271072893,35.505000000000003,,,0.00096111019975304163,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,linear_regression,ml,80,,0.078504453820909523,-0.15016031437063099,0.30427089456319045,0.48395160483951605,75.329999999999998,,,-0.0026488513830285887,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,linear_regression,ml,80,,0.11211908110642288,-0.12388406581164509,0.32918557913276114,0.31826817318268175,83.739999999999995,,,0.01150961087669948,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,linear_regression,ml,240,3,0.049140153120941228,-0.084831001912034493,0.17977263741257393,0.44465553444655537,77.489999999999995,1,False,0.0032739565644746421,0,0,False
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2023,test_2023,2023,random_forest,ml,80,,-0.14703900139993392,-0.35258903715861784,0.07611930186848774,0.19358064193580643,9.6150000000000002,,,-0.00039851144261440763,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2024,test_2024,2024,random_forest,ml,80,,-0.17330153130590195,-0.36763107706831566,0.038159047291155782,0.12668733126687332,6.2999999999999998,,,-0.0006094738014274792,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,per_split,winsorization__q_0p05__test_2025,test_2025,2025,random_forest,ml,80,,-0.13287700936122079,-0.35292008804370029,0.10044345369370906,0.23787621237876214,11.300000000000001,,,0.0076418638178985532,0,,
winsorization__q_0p05,winsorization,0.050000000000000003,pooled,pooled,pooled,,random_forest,ml,240,3,-0.15107251402235222,-0.27030747753656764,-0.024422425217244647,0.019098090190980903,0.93999999999999995,0.11458854114588542,False,0.0022112928579522129,0,0,False
