arm,carrier,ic_injected,repetition,injection_seed,permutation_seed,injected_dataset_sha256,permutation_p_value_two_sided,bonferroni_adjusted_p_value,detected,n_ic_injected,ic_raw_carrier,n_ic_raw_carrier,ratio_to_injected_ic_raw_carrier,ic_panel_carrier,n_ic_panel_carrier,ratio_to_injected_ic_panel_carrier,ic_model_input_carrier,n_ic_model_input_carrier,ratio_to_injected_ic_model_input_carrier,ic_model_prediction,n_ic_model_prediction,ratio_to_injected_ic_model_prediction,ic_final_evaluation,n_ic_final_evaluation,ratio_to_injected_ic_final_evaluation
primary,equity,0.29999999999999999,34,42030181,76,fb520f7c5869ad8b74648916c33b4acbb4f32c89d19337c934bd670427b70242,0.045495450455000003,0.22747725227500001,False,,0.27411577958200001,240,0.91371926527199998,0.27411577958200001,240,0.91371926527199998,0.27411577958200001,240,0.91371926527199998,0.13273980651200001,240,0.442466021707,0.13273980651200001,240,0.442466021707
primary,equity,0.29999999999999999,35,42030182,77,d0a0d5a2b714c156273ecfcb9d5f9414b522fbe1768eae96e48e408d8a3dd625,0.0056994300570000003,0.028497150285000002,True,,0.246892542996,240,0.82297514331999999,0.246892542996,240,0.82297514331999999,0.246892542996,240,0.82297514331999999,0.17728600498700001,240,0.59095334995799997,0.17728600498700001,240,0.59095334995799997
primary,equity,0.29999999999999999,36,42030183,78,b944595cce387f860abbbb5701d5c9000e0dafa3d73af39993bbd3d9117fee39,0.0035996400360000002,0.01799820018,True,,0.33673515038599999,240,1.1224505012849999,0.33673515038599999,240,1.1224505012849999,0.33673515038599999,240,1.1224505012849999,0.19010046365899999,240,0.63366821219699998,0.19010046365899999,240,0.63366821219699998
primary,equity,0.29999999999999999,37,42030184,79,c1d75334bbcc8c434d1799d8ee4233824a8c7508f72bfacba4019bb1eb464856,0.027097290271,0.13548645135500001,False,,0.22234797406699999,240,0.74115991355599997,0.22234797406699999,240,0.74115991355599997,0.22234797406699999,240,0.74115991355599997,0.14061598570299999,240,0.46871995234199998,0.14061598570299999,240,0.46871995234199998
primary,equity,0.29999999999999999,38,42030185,80,b0c0e214b0e87ed7565cd0c1f1a08435cf5acee4684e6a92268eb26271646bec,0.00079992000800000005,0.0039996000399999997,True,,0.34532887454599998,240,1.1510962484859999,0.34532887454599998,240,1.1510962484859999,0.34532887454599998,240,1.1510962484859999,0.20968898331899999,240,0.69896327773099998,0.20968898331899999,240,0.69896327773099998
primary,equity,0.29999999999999999,39,42030186,81,23fa1948207ec49b392ea1bfd39e915efd839fa6e2dfbd8d5c68b252453159db,0.0081991800819999992,0.040995900410000001,True,,0.28629692956699998,240,0.95432309855700004,0.28629692956699998,240,0.95432309855700004,0.28629692956699998,240,0.95432309855700004,0.16845640421399999,240,0.56152134737799997,0.16845640421399999,240,0.56152134737799997
primary,equity,0.29999999999999999,40,42030187,82,6c460a6d139b0829263d46a5668f134b2d6704edbfb28e74ead6793a32dfde02,0.003699630037,0.018498150184999999,True,,0.30072868027999999,240,1.002428934266,0.30072868027999999,240,1.002428934266,0.30072868027999999,240,1.002428934266,0.19273388395800001,240,0.64244627985900005,0.19273388395800001,240,0.64244627985900005
primary,equity,0.29999999999999999,41,42030188,83,f717cbef6285a4c2bcbbb3b5568a972831f70abeef2abb13622766a0812f8dc9,0.018098190181,0.090490950905000006,False,,0.266356281242,240,0.88785427080599999,0.266356281242,240,0.88785427080599999,0.266356281242,240,0.88785427080599999,0.15288328022799999,240,0.50961093409199998,0.15288328022799999,240,0.50961093409199998
primary,equity,0.29999999999999999,42,42030189,84,617ec6c538227d25909f50f79b94d4ef8a4ae4ca3421cb56a64f0ac1f1d82ccd,0.001499850015,0.007499250075,True,,0.32806807513399999,240,1.093560250448,0.32806807513399999,240,1.093560250448,0.32806807513399999,240,1.093560250448,0.20411029102799999,240,0.68036763676000001,0.20411029102799999,240,0.68036763676000001
primary,equity,0.29999999999999999,43,42030190,85,4ab3a113155cc559d3a4d57bc080330ccd3703dbcc59376728b3420b52ed19d5,0.016198380161999999,0.080991900810000003,False,,0.24130534130799999,240,0.80435113769199995,0.24130534130799999,240,0.80435113769199995,0.24130534130799999,240,0.80435113769199995,0.154079022407,240,0.51359674135599998,0.154079022407,240,0.51359674135599998
primary,equity,0.29999999999999999,44,42030191,86,c53213ed954565292a5ab86223389d9598429d2f879cb09c62a2926a8fd936c2,0.00039996000400000002,0.0019998000199999998,True,,0.35938010775700002,240,1.1979336925249999,0.35938010775700002,240,1.1979336925249999,0.35938010775700002,240,1.1979336925249999,0.244492601078,240,0.81497533692500002,0.244492601078,240,0.81497533692500002
primary,equity,0.29999999999999999,45,42030192,87,223e676d4b7b1735d6f01289cf5b4b9d15d3dd961b41c3b853a5f0befa5b58a5,0.0026997300269999999,0.013498650135,True,,0.36756031576300002,240,1.2252010525420001,0.36756031576300002,240,1.2252010525420001,0.36756031576300002,240,1.2252010525420001,0.19350682248199999,240,0.64502274160600004,0.19350682248199999,240,0.64502274160600004
primary,equity,0.29999999999999999,46,42030193,88,9e2b2a9f453d6edb5713f0004d33a9e288088f468c3c8b701e336b5b9790687e,0.0035996400360000002,0.01799820018,True,,0.29494014255000001,240,0.98313380849800003,0.29494014255000001,240,0.98313380849800003,0.29494014255000001,240,0.98313380849800003,0.18996027570499999,240,0.63320091901599995,0.18996027570499999,240,0.63320091901599995
primary,equity,0.29999999999999999,47,42030194,89,7e7bf957ed2c5364e2b4509911cec184dc00378d0072bed04c5af1322c534558,0.0017998200180000001,0.00899910009,True,,0.32251349440499999,240,1.07504498135,0.32251349440499999,240,1.07504498135,0.32251349440499999,240,1.07504498135,0.20529805500000001,240,0.68432685000100002,0.20529805500000001,240,0.68432685000100002
primary,equity,0.29999999999999999,48,42030195,90,1cd26c0cd801b827813e97f9f1c7f60f9d6c9f0dfca784379019ce2e4070537d,0.00039996000400000002,0.0019998000199999998,True,,0.34335385426699999,240,1.1445128475569999,0.34335385426699999,240,1.1445128475569999,0.34335385426699999,240,1.1445128475569999,0.22509086375500001,240,0.75030287918399996,0.22509086375500001,240,0.75030287918399996
primary,equity,0.29999999999999999,49,42030196,91,9b4ee599282a8921dbc1ce1b42145c91d5298c069cfc81a6cc8013373f1c0112,0.004499550045,0.022497750225000002,True,,0.35983358510000002,240,1.199445283667,0.35983358510000002,240,1.199445283667,0.35983358510000002,240,1.199445283667,0.184787872539,240,0.61595957512900001,0.184787872539,240,0.61595957512900001
primary,equity,0.29999999999999999,50,42030197,92,58b7c79a148944b069ab6935fd7d028dd940d3471ec594c7c54ead2a67704974,9.9990001000000006e-05,0.00049995000499999996,True,,0.43620496894900002,240,1.4540165631640001,0.43620496894900002,240,1.4540165631640001,0.43620496894900002,240,1.4540165631640001,0.30326039050800002,240,1.010867968361,0.30326039050800002,240,1.010867968361
primary,equity,0.29999999999999999,51,42030198,93,a66ad1ea805143aab8633d9b060f1db376121dd6f2174e78e141d8101169218d,0.0034996500349999998,0.017498250175000001,True,,0.31976340442899998,240,1.0658780147639999,0.31976340442899998,240,1.0658780147639999,0.31976340442899998,240,1.0658780147639999,0.19622675567299999,240,0.65408918557700002,0.19622675567299999,240,0.65408918557700002
primary,equity,0.29999999999999999,52,42030199,94,1e8bec14edaf939393984da705082f0520f5dc01889d73625f0d3fb47f53e0f4,0.001499850015,0.007499250075,True,,0.33465571847499997,240,1.115519061583,0.33465571847499997,240,1.115519061583,0.33465571847499997,240,1.115519061583,0.200750374742,240,0.66916791580500001,0.200750374742,240,0.66916791580500001
primary,equity,0.29999999999999999,53,42030200,95,030f9d194aca29d4ed3b1704c86dcffdd8d168b051d620dd4135c12ce2321487,0.089191080891999994,0.44595540445999998,False,,0.27366280558799999,240,0.91220935195800001,0.27366280558799999,240,0.91220935195800001,0.27366280558799999,240,0.91220935195800001,0.108305701948,240,0.36101900649200003,0.108305701948,240,0.36101900649200003
primary,equity,0.29999999999999999,54,42030201,96,c35b4b5904720ee48d349aa0aefdfc2c8ee05730ee122e85b2420acf5c3d9d8c,0.0055994400559999996,0.027997200279999999,True,,0.30299389314300001,240,1.0099796438090001,0.30299389314300001,240,1.0099796438090001,0.30299389314300001,240,1.0099796438090001,0.17772343213399999,240,0.592411440447,0.17772343213399999,240,0.592411440447
primary,equity,0.29999999999999999,55,42030202,97,db8284541e5ac693ef1f33d8871a55775cd84be8a6c2779b190a383cdcab1200,0.0070992900709999996,0.035496450355,True,,0.27404479045699998,240,0.91348263485600001,0.27404479045699998,240,0.91348263485600001,0.27404479045699998,240,0.91348263485600001,0.17316791892200001,240,0.57722639640600004,0.17316791892200001,240,0.57722639640600004
primary,equity,0.29999999999999999,56,42030203,98,cac1f09152f96115e66e1c7dc936bdc989e02e3c0f98f26ffdd84bf6ead741b9,0.0013998600139999999,0.0069993000699999997,True,,0.30816042271499999,240,1.027201409051,0.30816042271499999,240,1.027201409051,0.30816042271499999,240,1.027201409051,0.20635332000100001,240,0.68784440000400005,0.20635332000100001,240,0.68784440000400005
primary,equity,0.29999999999999999,57,42030204,99,01cfbcfc3ca82faa5d3f1495706dcd9ed2601cbec883d0076f6709b603a28914,0.0085991400860000004,0.042995700429999999,True,,0.276888151443,240,0.92296050480900005,0.276888151443,240,0.92296050480900005,0.276888151443,240,0.92296050480900005,0.16534607145399999,240,0.55115357151400002,0.16534607145399999,240,0.55115357151400002
primary,equity,0.29999999999999999,58,42030205,100,fc1f38e05ef779e98a2ec057a782d25474385a09bec7e0b6aa5a06d6ddd37188,0.00049995000499999996,0.0024997500250000001,True,,0.44808047475099999,240,1.4936015825040001,0.44808047475099999,240,1.4936015825040001,0.44808047475099999,240,1.4936015825040001,0.229457807998,240,0.76485935999300003,0.229457807998,240,0.76485935999300003
primary,equity,0.29999999999999999,59,42030206,101,37c2360497323fd6e296985b9c058784f29b9eed3b5e3f3d6c3a9becd0eb50cd,0.033496650335000003,0.167483251675,False,,0.22024765803499999,240,0.73415886011499998,0.22024765803499999,240,0.73415886011499998,0.22024765803499999,240,0.73415886011499998,0.13730305395,240,0.45767684650000001,0.13730305395,240,0.45767684650000001
primary,equity,0.29999999999999999,60,42030207,102,60d4da691ed5c01c82e6bc6ed103e4969903fe71e67705ef623c2a13032c71f8,0.073692630736999998,0.36846315368499999,False,,0.26600467094500002,240,0.88668223648300004,0.26600467094500002,240,0.88668223648300004,0.26600467094500002,240,0.88668223648300004,0.115103632348,240,0.38367877449299997,0.115103632348,240,0.38367877449299997
primary,equity,0.29999999999999999,61,42030208,103,91436201229addcdcc6b0ce44400102c96307eedbb0a6fd5ff079f50c9975dd9,0.0058994100590000001,0.029497050295,True,,0.325569023598,240,1.08523007866,0.325569023598,240,1.08523007866,0.325569023598,240,1.08523007866,0.179755623074,240,0.59918541024799998,0.179755623074,240,0.59918541024799998
primary,equity,0.29999999999999999,62,42030209,104,434243567df86e9b42fc59659ab617a46d391435ac303bc4cf3e9b85f35f9085,0.041195880412000001,0.20597940206000001,False,,0.235218673633,240,0.78406224544400005,0.235218673633,240,0.78406224544400005,0.235218673633,240,0.78406224544400005,0.13250528883000001,240,0.44168429610100002,0.13250528883000001,240,0.44168429610100002
primary,equity,0.29999999999999999,63,42030210,105,9e1ca01291307cc0a1fcfd06e5ccf70f40916e4ccebf7fef1dd31efc08fc94d2,0.011298870113000001,0.056494350564999997,False,,0.32958511549800001,240,1.09861705166,0.32958511549800001,240,1.09861705166,0.32958511549800001,240,1.09861705166,0.16531491273400001,240,0.55104970911399997,0.16531491273400001,240,0.55104970911399997
primary,equity,0.29999999999999999,64,42030211,106,516d999a8aa7dfff29aff4d3013a48d04999aae142fe4691c9de3d209204f5b7,0.00089991000900000004,0.004499550045,True,,0.33285146752099998,240,1.109504891736,0.33285146752099998,240,1.109504891736,0.33285146752099998,240,1.109504891736,0.21772204523200001,240,0.725740150774,0.21772204523200001,240,0.725740150774
primary,equity,0.29999999999999999,65,42030212,107,87377cdee9eb31d4783b7224a41aeb4c142d785c3e4eb1d6724775518c5ac9cd,0.00079992000800000005,0.0039996000399999997,True,,0.257879260645,240,0.859597535483,0.257879260645,240,0.859597535483,0.257879260645,240,0.859597535483,0.228700789254,240,0.76233596417899996,0.228700789254,240,0.76233596417899996
primary,equity,0.29999999999999999,66,42030213,108,4889e4c42c1fac8c51ec6c1fdfb1d2152f4f6c9a859e220352ab53ecc3c6d5cf,0.00039996000400000002,0.0019998000199999998,True,,0.31568463662700003,240,1.052282122092,0.31568463662700003,240,1.052282122092,0.31568463662700003,240,1.052282122092,0.22646526957400001,240,0.75488423191499998,0.22646526957400001,240,0.75488423191499998
primary,equity,0.29999999999999999,67,42030214,109,c5ebce7d6f40c01f23d4d164a0fc3410ef3beb04945450b36726ab70cbc7c184,0.026797320268,0.13398660134000001,False,,0.25542506539999998,240,0.85141688466700005,0.25542506539999998,240,0.85141688466700005,0.25542506539999998,240,0.85141688466700005,0.14313179575000001,240,0.47710598583500002,0.14313179575000001,240,0.47710598583500002
primary,equity,0.29999999999999999,68,42030215,110,078e0a00b64e1232692d14711466c3448ca5755334c87517fe2e5cd3ac113e3d,0.0030996900309999999,0.015498450154999999,True,,0.32642065469999998,240,1.0880688489999999,0.32642065469999998,240,1.0880688489999999,0.32642065469999998,240,1.0880688489999999,0.18903000532700001,240,0.63010001775799995,0.18903000532700001,240,0.63010001775799995
primary,equity,0.29999999999999999,69,42030216,111,16359292a02ac88d9a9047b3e366e4121b734c5e3a1157a13115deae331bc024,9.9990001000000006e-05,0.00049995000499999996,True,,0.463450065764,240,1.5448335525479999,0.463450065764,240,1.5448335525479999,0.463450065764,240,1.5448335525479999,0.27809070815499998,240,0.92696902718300001,0.27809070815499998,240,0.92696902718300001
primary,equity,0.29999999999999999,70,42030217,112,3fd465a83b198ae8339f159f06fd680c97df22afb06ffbe972ea7c39113c702d,0.0042995700430000002,0.021497850214999999,True,,0.35737821427599997,240,1.191260714252,0.35737821427599997,240,1.191260714252,0.35737821427599997,240,1.191260714252,0.180754976885,240,0.60251658961599996,0.180754976885,240,0.60251658961599996
primary,equity,0.29999999999999999,71,42030218,113,baa9bb546a7543d83abb88a7bb7325d94fe14f4754962bb6b0c4fb956e53b2e7,0.00079992000800000005,0.0039996000399999997,True,,0.31012945455399998,240,1.033764848513,0.31012945455399998,240,1.033764848513,0.31012945455399998,240,1.033764848513,0.22530187231900001,240,0.75100624106199998,0.22530187231900001,240,0.75100624106199998
primary,equity,0.29999999999999999,72,42030219,114,3408455a011f420bab1a8b5f92d0e718555d6ca22c10bd033803666d0e944dad,0.0041995800420000003,0.02099790021,True,,0.305190775947,240,1.01730258649,0.305190775947,240,1.01730258649,0.305190775947,240,1.01730258649,0.187810818139,240,0.62603606046399995,0.187810818139,240,0.62603606046399995
primary,equity,0.29999999999999999,73,42030220,115,3eb3af9cbb2916d748c87fbc56708195e17b5a7285a339d7a80ebea488e1ae1a,0.0034996500349999998,0.017498250175000001,True,,0.36928718911000002,240,1.2309572970330001,0.36928718911000002,240,1.2309572970330001,0.36928718911000002,240,1.2309572970330001,0.193905705437,240,0.64635235145799996,0.193905705437,240,0.64635235145799996
primary,equity,0.29999999999999999,74,42030221,116,6d2dfb6133818de48d79b3d4a253145e990502f0e6f349be1c3b691bbd2ea1bc,0.00049995000499999996,0.0024997500250000001,True,,0.36102020151800002,240,1.203400671726,0.36102020151800002,240,1.203400671726,0.36102020151800002,240,1.203400671726,0.220050416281,240,0.73350138760299999,0.220050416281,240,0.73350138760299999
primary,equity,0.29999999999999999,75,42030222,117,e8c17f5781b49b8f3487e98425cfdc47c2e8f022e3a82b54dc2db05d75ae0e0b,0.0057994200580000002,0.028997100290000001,True,,0.32711656547099999,240,1.0903885515689999,0.32711656547099999,240,1.0903885515689999,0.32711656547099999,240,1.0903885515689999,0.17955212343800001,240,0.59850707812799997,0.17955212343800001,240,0.59850707812799997
primary,equity,0.29999999999999999,76,42030223,118,d9f347eb4a1bedf5f16faac3e78ff0d190e6a88f3dcd00be7d29680d2455c318,0.001099890011,0.0054994500549999997,True,,0.29758000335000001,240,0.99193334450000004,0.29758000335000001,240,0.99193334450000004,0.29758000335000001,240,0.99193334450000004,0.213729587006,240,0.71243195668500003,0.213729587006,240,0.71243195668500003
primary,equity,0.29999999999999999,77,42030224,119,67a6a4785b1d7e7a901ee65f4030df5a03897f43ea922fecce3baf5e6c1eaa3e,0.016098390160999999,0.080491950805000004,False,,0.28685234813900001,240,0.95617449379800001,0.28685234813900001,240,0.95617449379800001,0.28685234813900001,240,0.95617449379800001,0.15466512016200001,240,0.51555040054099999,0.15466512016200001,240,0.51555040054099999
primary,equity,0.29999999999999999,78,42030225,120,e3aea03def5a2d170421bca48e91ebf09ade162999b28475ccc0b627655c6161,0.0058994100590000001,0.029497050295,True,,0.239491879785,240,0.79830626594999998,0.239491879785,240,0.79830626594999998,0.239491879785,240,0.79830626594999998,0.18441975192499999,240,0.61473250641699995,0.18441975192499999,240,0.61473250641699995
primary,equity,0.29999999999999999,79,42030226,121,e15c1ea9515387877b066d13013b7d025d25e406d4b6da99121d0b3411793cd4,0.013498650135,0.067493250675000005,False,,0.32097536550299999,240,1.069917885011,0.32097536550299999,240,1.069917885011,0.32097536550299999,240,1.069917885011,0.16125209713300001,240,0.53750699044399997,0.16125209713300001,240,0.53750699044399997
primary,equity,0.29999999999999999,80,42030227,122,8895a17b09f78c02a517fd8bc42250568b6f3c4990293bc7dec4c71d2bee7522,0.019998000200000001,0.099990000999999995,False,,0.29327491129700001,240,0.97758303765700005,0.29327491129700001,240,0.97758303765700005,0.29327491129700001,240,0.97758303765700005,0.152117679551,240,0.50705893183700002,0.152117679551,240,0.50705893183700002
primary,equity,0.29999999999999999,81,42030228,123,8976d56fbb3781fe7249399614cc6924ea5971dd6ff3d2b12a7d28e31c633f98,0.010498950105,0.052494750525000002,False,,0.25797953082300001,240,0.85993176940899996,0.25797953082300001,240,0.85993176940899996,0.25797953082300001,240,0.85993176940899996,0.165541688681,240,0.55180562893499996,0.165541688681,240,0.55180562893499996
primary,equity,0.29999999999999999,82,42030229,124,ee8caa43a42475741fa6dcb4b06f238848d38cc7dfbb1f1f9d97dd285ecb1b3c,0.00299970003,0.01499850015,True,,0.29132986719800003,240,0.97109955732700004,0.29132986719800003,240,0.97109955732700004,0.29132986719800003,240,0.97109955732700004,0.19146872754200001,240,0.63822909180800003,0.19146872754200001,240,0.63822909180800003
primary,equity,0.29999999999999999,83,42030230,125,bb4f85ce3ad4e95a317675f47af4d409dbe4387af5e80174f393e01bb01ef579,0.088891110888999994,0.44445555444500001,False,,0.234068472981,240,0.78022824327200002,0.234068472981,240,0.78022824327200002,0.234068472981,240,0.78022824327200002,0.108688480489,240,0.36229493496199999,0.108688480489,240,0.36229493496199999
primary,equity,0.29999999999999999,84,42030231,126,ae60fd6240f92355493c26639cfefd0582e49000ab4523842bcd9c9495fdbffe,0.043795620437999998,0.21897810219,False,,0.25097918294999999,240,0.83659727649899995,0.25097918294999999,240,0.83659727649899995,0.25097918294999999,240,0.83659727649899995,0.13523214114500001,240,0.45077380381499998,0.13523214114500001,240,0.45077380381499998
primary,equity,0.29999999999999999,85,42030232,127,2afec8c49abadc0ed8ea28ca625510f4ed3dbefd3c3ca5821caad7d3adf003f6,0.041095890411000001,0.20547945205500001,False,,0.26233192410900003,240,0.87443974702899996,0.26233192410900003,240,0.87443974702899996,0.26233192410900003,240,0.87443974702899996,0.13227050518700001,240,0.44090168395700002,0.13227050518700001,240,0.44090168395700002
primary,equity,0.29999999999999999,86,42030233,128,038eee406fab403bd4fc0e1be573703d28d790881f6f58f42c198bd47e2914e4,0.00049995000499999996,0.0024997500250000001,True,,0.313325441692,240,1.0444181389739999,0.313325441692,240,1.0444181389739999,0.313325441692,240,1.0444181389739999,0.22527070608899999,240,0.75090235362900004,0.22527070608899999,240,0.75090235362900004
primary,equity,0.29999999999999999,87,42030234,129,4db7a6b479cfeae03a8b27ff0a39dd58ae4cee9071470a8a75e924f3dbe37df9,0.001899810019,0.0094990500949999994,True,,0.32381914338200002,240,1.079397144606,0.32381914338200002,240,1.079397144606,0.32381914338200002,240,1.079397144606,0.20286095273300001,240,0.67620317577800004,0.20286095273300001,240,0.67620317577800004
primary,equity,0.29999999999999999,88,42030235,130,fbc962a5099991e2482cb6bd4870f4bc57279dfdd3ed906b60f684f83393ed1d,0.017298270173000001,0.086491350864999997,False,,0.27338024538700001,240,0.911267484623,0.27338024538700001,240,0.911267484623,0.27338024538700001,240,0.911267484623,0.15387557808800001,240,0.51291859362699999,0.15387557808800001,240,0.51291859362699999
primary,equity,0.29999999999999999,89,42030236,131,0b5796f620dd3f2c1fcc2cc0cd6cfa55497e415743b6b8c2f1e92c671c5246ec,0.13138686131399999,0.65693430656899998,False,,0.20100934266500001,240,0.67003114221600002,0.20100934266500001,240,0.67003114221600002,0.20100934266500001,240,0.67003114221600002,0.097202482953999997,240,0.32400827651199998,0.097202482953999997,240,0.32400827651199998
primary,equity,0.29999999999999999,90,42030237,132,1a5f06805d15ebb2ee634d32d9e462067e7934617fd6117eaaee2a6d532bde30,0.0011998800119999999,0.00599940006,True,,0.31198865945600002,240,1.039962198187,0.31198865945600002,240,1.039962198187,0.31198865945600002,240,1.039962198187,0.221222502806,240,0.73740834268699995,0.221222502806,240,0.73740834268699995
primary,equity,0.29999999999999999,91,42030238,133,d6f5a486a96da177a401d5072034a760ebe2c8d8ef6c1270a7e62dd6a5b28ebd,0.012698730126999999,0.063493650634999996,False,,0.314566006826,240,1.048553356087,0.314566006826,240,1.048553356087,0.314566006826,240,1.048553356087,0.162165902986,240,0.54055300995300004,0.162165902986,240,0.54055300995300004
primary,equity,0.29999999999999999,92,42030239,134,39be9a49a481394bb4a8d3946df9f07b9f5211ee4a84ecc4da404a9d45be82e6,0.053494650535,0.267473252675,False,,0.226076893109,240,0.75358964369799997,0.226076893109,240,0.75358964369799997,0.226076893109,240,0.75358964369799997,0.124589582197,240,0.41529860732200002,0.124589582197,240,0.41529860732200002
primary,equity,0.29999999999999999,93,42030240,135,0b3bfd0f4870cfc9ca5d1c1d96c989360d3b0f77fcc47c829f16e3060af06536,0.0067993200679999999,0.033996600340000002,True,,0.25775286239700002,240,0.85917620798899996,0.25775286239700002,240,0.85917620798899996,0.25775286239700002,240,0.85917620798899996,0.17420759366399999,240,0.58069197888000001,0.17420759366399999,240,0.58069197888000001
primary,equity,0.29999999999999999,94,42030241,136,a740ca82d0ae5d1f166ca3865a9d920c0d39e21bfbddd119f0918028cf672ff5,0.015298470153,0.076492350764999995,False,,0.221950093047,240,0.73983364348799996,0.221950093047,240,0.73983364348799996,0.221950093047,240,0.73983364348799996,0.157087333892,240,0.52362444630600002,0.157087333892,240,0.52362444630600002
primary,equity,0.29999999999999999,95,42030242,137,4290e17c1c7f3f282574e7e7b79d0f0b2972d0ff3732de36fb418cb826fe1b85,0.044695530446999997,0.22347765223499999,False,,0.25785355752700001,240,0.85951185842199995,0.25785355752700001,240,0.85951185842199995,0.25785355752700001,240,0.85951185842199995,0.13238777510999999,240,0.44129258369899999,0.13238777510999999,240,0.44129258369899999
primary,equity,0.29999999999999999,96,42030243,138,416dde0fbabcde2d9d2396c208f69664b4e2f5939eee1051cb58c381543732d6,0.049695030496999998,0.24847515248499999,False,,0.21699693363700001,240,0.72332311212300004,0.21699693363700001,240,0.72332311212300004,0.21699693363700001,240,0.72332311212300004,0.12769961840499999,240,0.42566539468499998,0.12769961840499999,240,0.42566539468499998
primary,equity,0.29999999999999999,97,42030244,139,4b0d95b8bdb7473a4ac348f90ba7fc222a2e65a5c0ea38ae81820d0945c4d3e3,0.018698130186999999,0.093490650935000003,False,,0.24640777615100001,240,0.82135925383599995,0.24640777615100001,240,0.82135925383599995,0.24640777615100001,240,0.82135925383599995,0.15311821919900001,240,0.51039406399499998,0.15311821919900001,240,0.51039406399499998
primary,equity,0.29999999999999999,98,42030245,140,d6521732b8a2c3e0e0ba56fd6f1f78f6fe5f7156f90c2fc9283647e6d8396bd6,0.0011998800119999999,0.00599940006,True,,0.37835130756599999,240,1.261171025219,0.37835130756599999,240,1.261171025219,0.37835130756599999,240,1.261171025219,0.210376896284,240,0.70125632094699997,0.210376896284,240,0.70125632094699997
primary,equity,0.29999999999999999,99,42030246,141,387865bb2da4a8e53d97f7af0051e336cc05031ef7be5bd790abcffdd37e8fc3,0.01799820018,0.089991000900000007,False,,0.25765095798400001,240,0.85883652661300003,0.25765095798400001,240,0.85883652661300003,0.25765095798400001,240,0.85883652661300003,0.15175050079300001,240,0.50583500264400005,0.15175050079300001,240,0.50583500264400005
primary,equity,0.29999999999999999,100,42030247,142,a5731fd294ac0bb741fa8331607e89ece78270247dc32125a0136e7cd2b20b62,0.0052994700529999999,0.026497350265,True,,0.33062491094899998,240,1.1020830364959999,0.33062491094899998,240,1.1020830364959999,0.33062491094899998,240,1.1020830364959999,0.18351336176700001,240,0.61171120588899996,0.18351336176700001,240,0.61171120588899996
primary,equity,0.29999999999999999,101,42030248,143,bd7df511fa16698c7c800147faddbade5325768d74aaa3e96fdb184110e9b819,0.00069993000699999995,0.0034996500349999998,True,,0.32849073811500001,240,1.0949691270519999,0.32849073811500001,240,1.0949691270519999,0.32849073811500001,240,1.0949691270519999,0.22468453891199999,240,0.74894846304100005,0.22468453891199999,240,0.74894846304100005
primary,equity,0.29999999999999999,102,42030249,144,0f2a9ca5920c1a5a191df2b6caf5c6f8c6f696d14f94ae492cefd43f122dbba6,0.00069993000699999995,0.0034996500349999998,True,,0.347956074512,240,1.1598535817060001,0.347956074512,240,1.1598535817060001,0.347956074512,240,1.1598535817060001,0.214487200317,240,0.71495733438999998,0.214487200317,240,0.71495733438999998
primary,equity,0.29999999999999999,103,42030250,145,b4a96246b42306023a28b267bc052d7f5013d898e8503660328e45120c18e26c,0.060393960603999999,0.30196980301999998,False,,0.283093865231,240,0.94364621743599997,0.283093865231,240,0.94364621743599997,0.283093865231,240,0.94364621743599997,0.12169063770999999,240,0.405635459034,0.12169063770999999,240,0.405635459034
primary,equity,0.29999999999999999,104,42030251,146,f10d5ff79f7554fbbebe6b5535a88aa319ccc713f7375bb4535792db284e72f5,0.00019998000200000001,0.00099990000999999992,True,,0.404426107235,240,1.348087024117,0.404426107235,240,1.348087024117,0.404426107235,240,1.348087024117,0.23646757598500001,240,0.78822525328399995,0.23646757598500001,240,0.78822525328399995
primary,equity,0.29999999999999999,105,42030252,147,ecb90b0e4e8c1d0f0da25d2fff886cd3c6ca15197fcff3a4735f6c03615694c7,0.012598740125999999,0.062993700629999996,False,,0.28798457751700002,240,0.95994859172400004,0.28798457751700002,240,0.95994859172400004,0.28798457751700002,240,0.95994859172400004,0.16391637813500001,240,0.54638792711799999,0.16391637813500001,240,0.54638792711799999
primary,equity,0.29999999999999999,106,42030253,148,6b02ab1f4dda847a4d5f16bdd8ab0b3f2b07ce67fb7a47fe851ad004e4489d31,0.0026997300269999999,0.013498650135,True,,0.35636977921399998,240,1.187899264046,0.35636977921399998,240,1.187899264046,0.35636977921399998,240,1.187899264046,0.197945763646,240,0.65981921215299999,0.197945763646,240,0.65981921215299999
primary,equity,0.29999999999999999,107,42030254,149,392ee219cee2f8d60a1690082166b3ced9802361a45911afda7862b3f79f562b,0.0024997500250000001,0.012498750124999999,True,,0.387923071334,240,1.293076904446,0.387923071334,240,1.293076904446,0.387923071334,240,1.293076904446,0.19597637261299999,240,0.65325457537599996,0.19597637261299999,240,0.65325457537599996
primary,equity,0.29999999999999999,108,42030255,150,7e09b4b0eb00258e6916a4e9404016a53c56286f0a121397beed2422f7684718,0.0068993100689999998,0.034496550345000002,True,,0.25111919414599998,240,0.83706398048499997,0.25111919414599998,240,0.83706398048499997,0.25111919414599998,240,0.83706398048499997,0.17779383621700001,240,0.59264612072199996,0.17779383621700001,240,0.59264612072199996
