arm,carrier,ic_injected,repetition,injection_seed,permutation_seed,injected_dataset_sha256,permutation_p_value_two_sided,bonferroni_adjusted_p_value,detected,n_ic_injected,ic_raw_carrier,n_ic_raw_carrier,ratio_to_injected_ic_raw_carrier,ic_panel_carrier,n_ic_panel_carrier,ratio_to_injected_ic_panel_carrier,ic_model_input_carrier,n_ic_model_input_carrier,ratio_to_injected_ic_model_input_carrier,ic_model_prediction,n_ic_model_prediction,ratio_to_injected_ic_model_prediction,ic_final_evaluation,n_ic_final_evaluation,ratio_to_injected_ic_final_evaluation
primary,equity,0,10,42000136,52,92a1d6f757f33c3cbf7c05ea3d3257a8ded3165c90aa94e3f81202485aaca249,0.13768623137700001,0.68843115688400003,False,,0.0079856701940000004,240,,0.0079856701940000004,240,,0.0079856701940000004,240,,0.095616443964,240,,0.095616443964,240,
primary,equity,0,11,42000137,53,d41377b49641385a93ea047bbacbeef3562035f4b6286925d0e71e29acfa6aa8,0.17798220177999999,0.88991100889899999,False,,-0.0082197642059999992,240,,-0.0082197642059999992,240,,-0.0082197642059999992,240,,0.086747725863000003,240,,0.086747725863000003,240,
primary,equity,0,12,42000138,54,72343add63373964743dce709b0cf78c2c144094f835029800b0742c49504be4,0.16598340166,0.82991700829899995,False,,0.054783544417,240,,0.054783544417,240,,0.054783544417,240,,0.090006034471000002,240,,0.090006034471000002,240,
primary,equity,0,13,42000139,55,0fb7e5b301f54eef49133cf4d23489607c79360d3c5664800d7a9073074a5798,0.33666633336700003,1,False,,-0.023691600143000001,240,,-0.023691600143000001,240,,-0.023691600143000001,240,,0.064431757307000001,240,,0.064431757307000001,240,
primary,equity,0,14,42000140,56,19e593792bf192910dbe61a69dc86f185d201f5f9ae56095975e8f459ae6c0e4,0.55524447555199996,1,False,,-0.078153520700999998,240,,-0.078153520700999998,240,,-0.078153520700999998,240,,0.038950835777000002,240,,0.038950835777000002,240,
primary,equity,0,15,42000141,57,af52a5975f8254e1477b3a511667c4185f1e8fab591ac3741139a0d60f5ff0c6,0.16018398160200001,0.80091990800900004,False,,0.012337608488,240,,0.012337608488,240,,0.012337608488,240,,0.091178109273000005,240,,0.091178109273000005,240,
primary,equity,0,16,42000142,58,2be863ccb31c4d66db4edd48b6fd5f6b5ff332eeaadd0bc3af9d55da3bfa2462,0.085691430856999998,0.42845715428499997,False,,-0.078324176644000001,240,,-0.078324176644000001,240,,-0.078324176644000001,240,,0.11256446539499999,240,,0.11256446539499999,240,
primary,equity,0,17,42000143,59,d83a1f83deb8174f9373ccc3b827c06a0493f82c83e9cf6c32c14bac276a57c9,0.26617338266200002,1,False,,-0.043240390874000001,240,,-0.043240390874000001,240,,-0.043240390874000001,240,,0.072581978325000004,240,,0.072581978325000004,240,
primary,equity,0,18,42000144,60,c483d15299d64c853902eee4e0f26ec05aa852b832ffe56ed684ce9199b33459,0.24507549245099999,1,False,,0.152221764043,240,,0.152221764043,240,,0.152221764043,240,,0.075706554317000005,240,,0.075706554317000005,240,
primary,equity,0,19,42000145,61,4e07f7cf6e055cd4cef45043edc2b6c36ec9800ebfff2017a33009efd9172b4d,0.064893510648999994,0.32446755324499998,False,,-0.121746690857,240,,-0.121746690857,240,,-0.121746690857,240,,0.118932637666,240,,0.118932637666,240,
primary,equity,0,20,42000146,62,849a7a97307da7c76219a2721ca1e95405bc551f384b9e0033333bdb6e0f405e,0.17898210178999999,0.89491050894900004,False,,-0.082311102888000004,240,,-0.082311102888000004,240,,-0.082311102888000004,240,,0.086607149223999993,240,,0.086607149223999993,240,
primary,equity,0,21,42000147,63,1991792435dd8f4179487e685a3973cb8448d953242977e83f4881d127dde42c,0.23357664233600001,1,False,,-0.018005049801000001,240,,-0.018005049801000001,240,,-0.018005049801000001,240,,0.077683803947999994,240,,0.077683803947999994,240,
primary,equity,0,22,42000148,64,e91b8ed3251f75e64c8a08a18bd6b06364beb7f262482ae55f4ec92a5cca9780,0.27077292270800002,1,False,,-0.076147772333000005,240,,-0.076147772333000005,240,,-0.076147772333000005,240,,0.070425398318999993,240,,0.070425398318999993,240,
primary,equity,0,23,42000149,65,71f91e24a03005b6dd50443b8bcb7ac6dbcbfb1d519c4d49dcab36ecc482fe69,0.261673832617,1,False,,0.049553457715999998,240,,0.049553457715999998,240,,0.049553457715999998,240,,0.073027377268000002,240,,0.073027377268000002,240,
primary,equity,0,24,42000150,66,76f3464598d678f4c36eb03781337cfe52713771a3f3a8e34474e619c6e9172e,0.28117188281200001,1,False,,0.069542589448,240,,0.069542589448,240,,0.069542589448,240,,0.071377988864,240,,0.071377988864,240,
primary,equity,0,25,42000151,67,ff682835352168beabc69a7d4bf8653ac0624586e80dd202fcb339a316439cb8,0.21397860214,1,False,,-0.036273360918999999,240,,-0.036273360918999999,240,,-0.036273360918999999,240,,0.080410501849999996,240,,0.080410501849999996,240,
primary,equity,0,26,42000152,68,7940919dc047580f2fcae153707a2db32a834489e71426a4d0b1e1e9abbafcf4,0.27727227277299998,1,False,,0.012190539327,240,,0.012190539327,240,,0.012190539327,240,,0.070190020657999994,240,,0.070190020657999994,240,
primary,equity,0,27,42000153,69,08c51b77bdaed6190ef4a6985fb6dceb10169dd27d61cf6c7d6f422b25b4f5e2,0.107289271073,0.53644635536399998,False,,-0.057595328507999997,240,,-0.057595328507999997,240,,-0.057595328507999997,240,,0.10394584039800001,240,,0.10394584039800001,240,
primary,equity,0,28,42000154,70,205eaef2995dcb41e3dddb07b23a5b5fb6f1f46764e95c6765d9f13d02ce208f,0.16258374162600001,0.81291870812900002,False,,-0.021754008006000001,240,,-0.021754008006000001,240,,-0.021754008006000001,240,,0.090381272762999995,240,,0.090381272762999995,240,
primary,equity,0,29,42000155,71,de5c8d868030c4dffac996df616b22ad8a4afd82c9492a67c3c2aa357f5404f7,0.194780521948,0.973902609739,False,,-0.077973618103999998,240,,-0.077973618103999998,240,,-0.077973618103999998,240,,0.085005278742000007,240,,0.085005278742000007,240,
primary,equity,0,30,42000156,72,8a572067e28130f6a1b5e2223a8ad8d1eadb563cb3b45adfd394e31c4636d457,0.26477352264800003,1,False,,0.031083260498999999,240,,0.031083260498999999,240,,0.031083260498999999,240,,0.071651563244000002,240,,0.071651563244000002,240,
