ticker,company_name,year,sector,indices,is_bist100,benchmark_same_year_return_pct,current_assets,current_ratio,ebitda,ebitda_growth_pct,ebitda_margin,enterprise_value,equity,ev_ebitda,financial_debt_ratio,gross_margin,gross_profit,gross_profit_growth_pct,leverage_ratio,long_term_liabilities,market_cap,net_debt,net_debt_to_ebitda,net_income,net_income_growth_pct,net_margin,non_current_assets,operating_income,operating_income_growth_pct,pb_ratio,pe_ratio,price_adjclose_t,price_data_available,price_drawdown_from_3y_high_pct,price_history_years_available,price_momentum_1y_pct,price_momentum_2y_pct,price_vs_bist100_1y_pct,revenue,revenue_growth_pct,roa,roe,short_term_liabilities,total_assets,working_capital,next_year_return_pct,next_year_rank_by_return,next_year_return_percentile,next_year_top_10pct_returner,next_year_top_20pct_returner,next_year_bist100_return_pct,next_year_excess_return_vs_bist100,next_year_outperform_bist100,same_year_return_pct,target_year,has_target,is_inference_row,is_public_universe,is_training_universe,universe_source
TRMET,TRMET,2021,,"BIST 50 (XU050), BIST 100 (XU100), BIST TÜM (XUTUM), BIST SINAİ (XUSIN)",True,24.23,22047357000.0,5.063981952147558,2235474000.0,95.41235441195089,53.87091939004542,-11521414400.0,24531176000.0,-5.1539,0.2262563069562943,60.5096867570221,2510962000.0,91.33461650327187,10.66541608963868,1152742000.0,6993201600.0,-18514616000.0,-3.74835400015265,1259267000.0,36.37131488871179,30.34607919731758,29582143000.0,1995840000.0,-1.794588086708604,0.2851,5.5534,18.02,1.0,0.0,2.0,16.558862,,-7.671137999999999,4149686000.0,46.43750886521524,10.25331055122047,26.07117059166111,4353759000.0,51629500000.0,17693598000.0,184.3501326259947,23.0,45.0,False,False,185.94,-1.5898673740053084,False,8.948004836759367,2022,True,False,True,True,public_40
TSKB,TSKB,2021,,"BIST MALİ (XUMAL), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,24.23,98596299419.1579,1.605486929375312,18955421095.0,10.33073241836171,15.98183165495174,-19416973000.0,47208439000.0,-1.0243,0.0,21.48247707392389,29236805594.78947,7.193859483812521,48.47849622928319,66344431217.42105,3846724000.0,-23263697000.0,2.791092340904628,2869690000.0,-7.192336040138637,-0.2990060422181947,175400085449.7105,3568257000.0,2.251842936663156,0.0815,1.3405,1.37383,1.0,-17.548746,2.0,-17.548746,,-41.778746,158447060900.7895,10.87136317449177,3.584559479409417,26.736070365376,77104957907.8421,353765203000.0,21491341511.31579,195.2702702702703,21.0,50.0,False,False,185.94,9.33027027027029,True,-18.64406779661017,2022,True,False,True,True,public_40
TTKOM,TTKOM,2021,,"BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,24.23,115153435000.0,1.516295602958193,14280337000.0,28.24838947763368,40.91261295738779,87900560500.0,212437099000.0,6.1554,29.29029130747355,43.38260914574749,14868493000.0,30.06242003116246,50.20911402972668,138277583000.0,29872671500.0,58027889000.0,0.5855366637740594,5761454000.0,107.6220462765998,16.81050708993867,311505169000.0,8111012000.0,47.22144526187354,0.1406,5.1849,8.535049,1.0,0.0,2.0,20.497503,,-3.732497000000002,34272934000.0,14.48090871712209,9.87604999757018,40.4315285211746,75943922000.0,426658604000.0,39209513000.0,179.4084186575654,25.0,40.0,False,False,185.94,-6.531581342434606,False,16.98630136986301,2022,True,False,True,True,public_40
TUPRS,TUPRS,2021,,"BIST KATILIM TUM (XKTUM), BIST KATILIM TEMETTU (XKTMT), BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,24.23,236931136000.0,1.395779952919796,1252061000.0,-6.471318659694182,0.829335539064093,-53074785963.6696,364099258000.0,-42.3899,8.488463737746601,9.782823895353404,15450643000.0,-8.77515909545678,37.5262947217754,52397648000.0,3912975036.3304,-56987761000.0,-0.9180811334325236,3319134000.0,23.15142300268113,2.198515715381247,355042707000.0,464591000.0,-10.89950728784015,0.0107,1.1789,14.21574,1.0,0.0,2.0,42.042289,,17.812288999999996,150971584000.0,-21.7184197533475,3.237074138225249,18.90467790725292,169748201000.0,591973843000.0,67182935000.0,218.757467144564,18.0,57.49999999999999,False,False,185.94,32.817467144564006,True,40.46973803071364,2022,True,False,True,True,public_40
TURSG,TURSG,2021,,"BIST MALİ (XUMAL), BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,24.23,169011052934.0,1.359749945373696,18955421095.0,10.33073241836171,15.98183165495174,6527076869.0529,54752015449.0,0.3443,10.7319460626569,21.48247707392389,29236805594.78947,7.193859483812521,69.89179407783587,2803105068.0,601496035.0529,5925580834.0,2.791092340904628,1086276248.0,42.26301938949943,-0.2990060422181947,12839754087.0,10267860592.31579,-1.794588086708604,0.011,0.5537,0.517851,1.0,-18.790763,2.0,-18.790763,,-43.020763,158447060900.7895,10.87136317449177,7.550139842111248,49.3881403713351,124295686504.0,181850807021.0,44715366430.0,162.2641509433962,27.0,35.0,False,False,185.94,-23.675849056603795,False,-24.63768115942028,2022,True,False,True,True,public_40
ULKER,ULKER,2021,,"BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",True,24.23,84906085000.0,2.405968919943027,2659999000.0,-9.786817409639673,21.21705373180996,39537155608.0,43301842000.0,14.8636,45.20126362804732,28.90454611423886,3612415000.0,-1.415500825938674,63.83947937569749,45701313000.0,5516878608.0,34020277000.0,1.847318019615186,-464332000.0,-49.6782395674073,-3.703669434988051,41960678000.0,2429990000.0,-10.45248460089899,0.1274,,16.131224,1.0,-22.035416,2.0,-22.035416,,-46.265416,12537080000.0,1.65963754151499,-1.769313499945225,-15.54658397154867,35289768000.0,126866763000.0,49616317000.0,144.3236714975846,30.0,27.500000000000004,False,False,185.94,-41.6163285024154,False,-23.69914853358563,2022,True,False,True,True,public_40
AEFES,AEFES,2022,,"BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,109123335000.0,1.032035162875319,16739819000.0,-20.89268768853682,18.49618347457745,59175165512.1469,108611239000.0,3.535,22.48354066076161,36.45303273785844,32991518000.0,-22.83046081330746,47.04650365230977,88838123000.0,3791121512.1469,55384044000.0,1.400527017918382,3429068000.0,-47.83191133157794,3.67314389276124,304455084000.0,12634392000.0,-24.54185744697499,0.0349,1.1056,6.402783,1.0,0.0,3.0,143.674189,237.88308,-42.265810999999985,90504179000.0,-19.47576272020117,2.048200044157177,13.39691055162961,105736063000.0,413578419000.0,3387272000.0,105.8015267175572,10.0,77.5,False,False,31.96,73.8415267175572,True,137.5,2023,True,False,True,True,public_40
AGESA,AGESA,2022,,,False,185.94,,,,,,,1726351302.0,,,,,,,,,,,874584194.0,,11.7811,,,,,,36.331631,1.0,0.0,3.0,96.588703,130.691948,-89.351297,7423635250.0,,0.998,50.6608,,87632574064.0,,56.0609,13.0,70.0,False,False,,,,96.5887,2023,True,False,False,True,yfinance_pilot
AGHOL,AGHOL,2022,,,False,185.94,133800505000.0,,26070315000.0,,8.156,,53964851000.0,,,25.9555,82966018000.0,,,79972195000.0,,21388117000.0,,15639252000.0,,4.8927,243914007000.0,17418950000.0,,,,10.64012,1.0,0.0,3.0,182.74767,325.882646,-3.1923299999999983,319647531000.0,,4.1405,28.9804,128310460000.0,377714512000.0,5490045000.0,83.6047,7.0,85.0,False,True,,,,182.7477,2023,True,False,False,True,yfinance_pilot
AKBNK,AKBNK,2022,,,False,185.94,,,,,,,153605870000.0,,,,,,,,,,,60025707000.0,,53.7035,,,,,,16.10994,1.0,0.0,3.0,180.429743,195.362841,-5.510256999999996,111772356000.0,,5.2319,39.0777,,1147294180000.0,,105.9029,2.0,97.5,True,True,,,,180.4297,2023,True,False,False,True,yfinance_pilot
AKENR,AKENR,2022,,,False,185.94,6200984047.0,,2190044038.0,,6.6953,,9938872043.0,,,7.5473,2468746611.0,,,22292618669.0,,16888933180.0,,2104990445.0,,6.4353,31603292606.0,2178204159.0,,,,5.33,1.0,0.0,3.0,192.857143,140.09009,6.91714300000001,32710184429.0,,5.5681,21.1794,5572785941.0,37804276653.0,628198106.0,-19.6998,32.0,22.5,False,False,,,,192.8571,2023,True,False,False,True,yfinance_pilot
AKSA,AKSA,2022,,,False,185.94,10614003000.0,,5540448000.0,,16.0758,,16018937000.0,,,16.348,5634270000.0,,,2194866000.0,,1290298000.0,,4563874000.0,,13.2422,14758754000.0,4506865000.0,,,,6.369479,1.0,0.0,3.0,178.792567,612.310333,-7.147433000000007,34464528000.0,,17.9873,28.4905,7158954000.0,25372757000.0,3455049000.0,15.7236,20.0,52.5,False,False,,,,178.7926,2023,True,False,False,True,yfinance_pilot
AKSEN,AKSEN,2022,,,False,185.94,18806748271.0,,9907016996.0,,11.3741,,29529938061.0,,,12.1594,10591006620.0,,,9633839984.0,,12492772473.0,,5581565888.0,,6.4081,36396954774.0,9728070330.0,,,,44.393093,1.0,0.0,3.0,380.225406,1189.637631,194.28540600000002,87101671476.0,,10.1109,18.9014,13155653440.0,55203703045.0,5651094831.0,-34.861,38.0,7.5,False,False,,,,380.2254,2023,True,False,False,True,yfinance_pilot
ALARK,ALARK,2022,,,False,185.94,14786673218.0,,880934953.0,,7.1785,,35004659540.0,,,13.5264,1659947579.0,,,1820669399.0,,,,16706224701.0,,136.1342,37045250757.0,840958817.0,,,,77.508591,1.0,0.0,3.0,566.938268,876.141846,380.998268,12271876777.0,,32.2315,47.7257,12322880517.0,51831923975.0,2463792701.0,12.7927,23.0,45.0,False,False,,,,566.9383,2023,True,False,False,True,yfinance_pilot
ALBRK,ALBRK,2022,,,False,185.94,,,,,,,8570461000.0,,,,,,,,,,,1699161000.0,,17.4458,,,,,,3.164445,1.0,0.0,3.0,142.437534,116.328968,-43.502466,9739683000.0,,1.1562,19.8258,,146963163000.0,,14.0299,22.0,47.5,False,False,,,,142.4375,2023,True,False,False,True,yfinance_pilot
ANHYT,ANHYT,2022,,,False,185.94,,,,,,,3466206841.0,,,,,,,,,,,1391751856.0,,17.6262,,,,,,18.138536,1.0,0.0,3.0,105.797724,207.33254,-80.142276,7895914169.0,,1.5351,40.152,,90659179398.0,,76.0109,9.0,80.0,False,True,,,,105.7977,2023,True,False,False,True,yfinance_pilot
ARCLK,ARCLK,2022,,"BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,338696844000.0,0.9554610569655252,12400840000.0,3.433315660307804,9.26019710876204,244308983005.3112,73314458000.0,19.701,44.36478872650538,29.80078632593055,39492843000.0,-5.145859859025417,86.05257181976896,128960818000.0,74527874005.3112,169781109000.0,5.061858022676359,4324672000.0,36.37131488871179,3.229403423537773,223106307000.0,9090197000.0,-92.85026164722132,1.0166,17.2332,110.292679,1.0,0.0,3.0,141.076794,308.123579,-44.86320599999999,133915508000.0,-8.771631425953212,3.270254403045286,17.33507571072287,354485242000.0,561803151000.0,-15788398000.0,12.01185495118548,29.0,30.0,False,False,31.96,-19.94814504881452,False,134.1116535767353,2023,True,False,True,True,public_40
ASELS,ASELS,2022,,"BIST KATILIM TUM (XKTUM), BIST KATILIM TEMETTU (XKTMT), BIST TEMETTÜ (XTMTU), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,207675087000.0,1.539681050431323,12678926000.0,28.28049981945516,35.93629067008351,92596016800.0,281073867000.0,7.3031,10.94592663296361,33.39822820780316,11783455000.0,18.04049383933082,41.70580086030744,67399144000.0,70511929800.0,22084087000.0,0.4090774860188352,11915661000.0,86.07414732856378,33.77294395615039,277343850000.0,12089992000.0,-11.78975802809784,0.2509,5.9176,30.926285,1.0,0.0,3.0,199.120193,243.970047,13.180193000000004,35281677000.0,15.02307482417689,15.66946230398856,30.06197848262009,134881888000.0,485018937000.0,72793199000.0,39.51537744641195,23.0,45.0,False,False,31.96,7.555377446411946,True,186.4939870490286,2023,True,False,True,True,public_40
ASTOR,ASTOR,2022,,"BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,,35814744751.0,2.068181255071998,2272160614.0,6.41772420881158,31.46031440264467,,33280133403.0,,9.108880230216323,33.62247037438598,2485518746.0,8.196858113868407,34.33854869786933,87274088.0,,-7924744700.0,-0.7137746495835053,1827009411.0,16.5986998970833,24.71458720395098,14869686895.0,2192529533.0,13.19101273168103,,,,,,,,,,7392433448.0,1.26805489174304,28.46714024894277,55.18221005605702,17317024155.0,50684431646.0,18497720596.0,69.73758042123221,15.0,62.5,False,False,31.96,37.77758042123221,True,268.5459429240282,2023,True,False,True,True,public_40
BERA,BERA,2022,,,False,185.94,9861493161.0,,3069994298.0,,20.4027,,12300354617.0,,,28.2131,4245229647.0,,,2792648326.0,,,,-1265340829.0,,-8.4092,11660409839.0,3041774478.0,,,,15.00101,1.0,0.0,3.0,211.807911,49.446388,25.867910999999992,15047030769.0,,-5.8793,-10.287,3944554413.0,21521903000.0,5916938748.0,-23.4718,35.0,15.0,False,False,,,,211.8079,2023,True,False,False,True,yfinance_pilot
BIMAS,BIMAS,2022,,"BIST KATILIM TUM (XKTUM), BIST KATILIM TEMETTU (XKTMT), BIST TEMETTÜ (XTMTU), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,185.94,111487229000.0,1.028888300504499,12108391000.0,47.27296403964636,8.19709887582193,77482498372.8,165584579000.0,6.3991,15.59520845282202,18.12514396756263,26773659000.0,17.30763630076695,50.57739225089362,62641837000.0,38908024372.8,38574474000.0,0.8870831980172851,8156913000.0,-23.41486500961707,5.522040243206326,226606155000.0,9515551000.0,129.7852469748412,0.235,4.7699,64.077774,1.0,0.0,3.0,130.00169,101.359488,-55.93831,147715566000.0,6.027242848535775,12.61031846719596,32.36745006889614,108356980000.0,338093384000.0,3130249000.0,120.7131901840491,8.0,82.5,False,True,31.96,88.75319018404909,True,118.7777398429498,2023,True,False,True,True,public_40
BRSAN,BRSAN,2022,,"BIST 50 (XU050), BIST 100 (XU100), BIST TÜM (XUTUM), BIST SINAİ (XUSIN)",True,185.94,37468163000.0,1.179794213271216,3006956000.0,102.5209895151026,13.541946918214,19708972915.9487,37734876000.0,6.5545,17.39562312814938,14.08593403016309,3127747000.0,66.65115047609014,50.47069532323828,6693874000.0,11915901915.9487,7793071000.0,1.631930300688742,1349732000.0,36.37131488871179,6.078572183236076,38718806000.0,2445825000.0,79.38765433254392,0.3158,8.8283,84.050003,1.0,0.0,3.0,211.296307,201.254491,25.356307000000015,22204754000.0,29.76068677868155,4.890689857535992,11.38357460901465,31758219000.0,76186969000.0,5709944000.0,602.3172905525846,1.0,100.0,True,True,31.96,570.3572905525846,True,203.6488439306358,2023,True,False,True,True,public_40
BTCIM,BTCIM,2022,,"BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,5185641000.0,1.021778632668599,671057000.0,-35.11179976139319,11.20513983361029,5600276980.0,21862295000.0,8.3455,15.65830993956671,14.59740396791895,874214000.0,-31.03825916740164,30.35762841529901,5724291000.0,242128980.0,5358148000.0,3.945329464199591,-447737000.0,36.37131488871179,-7.476199031797854,30388294000.0,539211000.0,-1.794588086708604,0.0111,,1.345161,1.0,0.0,3.0,178.000496,783.47476,-7.939504,5988832000.0,-18.77374383654299,-6.63412947174053,-26.9378195104665,5075112000.0,35573935000.0,110529000.0,189.2307692307692,4.0,92.5,True,True,31.96,157.2707692307692,True,181.2500000000001,2023,True,False,True,True,public_40
CANTE,CANTE,2022,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,4631084706.0,2.221696571253344,2192614170.0,-26.67562234081124,37.72212895997745,2391071716.0,27934207290.0,1.0905,2.189742354816806,35.72010202851581,2076245536.0,-70.73381430272273,6.990125871218335,77456863.0,2223176000.0,167895716.0,0.0774815411819912,2137026469.0,36.37131488871179,36.76578814343029,26297371946.0,1993086483.0,-1.794588086708604,0.0796,1.0403,6.947425,1.0,0.0,2.0,916.470735,,730.530735,5812540889.0,-22.89678476982552,28.14459354518095,48.46778344334226,2084481187.0,30928456652.0,2546603519.0,-70.28795811518324,40.0,2.5,False,False,31.96,-102.24795811518324,False,922.0588235294118,2023,True,False,True,True,public_40
CCOLA,CCOLA,2022,,"BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,73616867000.0,1.153209402274213,9827981000.0,4.141241429103645,17.58139885439455,75579595545.6513,75839768000.0,7.6902,27.31983046048931,32.45637775068618,17373739000.0,4.666509549579987,54.59206357752095,40311689000.0,49986412545.6513,25593183000.0,0.7776800523226375,4331051000.0,-27.42292036550663,7.517903430836165,117158486000.0,8006472000.0,1.764301224034896,0.6591,11.5414,196.51004,1.0,0.0,3.0,131.224062,212.69728,-54.715937999999994,53529507000.0,3.866631491881777,7.311765140987912,21.4716104628721,63836513000.0,190775353000.0,9780354000.0,153.1147540983607,5.0,90.0,True,True,31.96,121.15475409836068,True,131.5994798439532,2023,True,False,True,True,public_40
CEMTS,CEMTS,2022,,,False,185.94,2870494748.0,,1194687226.0,,18.4438,,3668464557.0,,,22.4171,1452058768.0,,,115000571.0,,,,530953100.0,,8.1969,1502452601.0,1187825023.0,,,,12.335994,1.0,0.0,3.0,245.72482,311.273281,59.784819999999996,6477458867.0,,12.1418,14.4734,589482221.0,4372947349.0,2281012527.0,-20.4267,33.0,20.0,False,False,,,,245.7248,2023,True,False,False,True,yfinance_pilot
CIMSA,CIMSA,2022,,"BIST KATILIM TUM (XKTUM), BIST KATILIM TEMETTU (XKTMT), BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",True,185.94,22471348000.0,0.9648189381351155,1456908769.0,2.671449127561783,16.97632115052906,25142409157.9575,34760766000.0,17.2574,30.66873480197315,17.23807354286593,1479372373.0,-7.160370550343541,51.39651087197351,24490970000.0,1766307157.9575,23376102000.0,2.567749369200244,3431573091.0,80.40531978700578,39.98567932590272,70495490000.0,1299287824.0,-56.33857262022366,0.0508,0.5147,13.075578,1.0,0.0,3.0,239.922946,487.521197,53.982946,8582005230.0,-0.1833223592780139,29.58614576928242,60.04491814693622,23290741000.0,92966838000.0,-819393000.0,103.584229390681,11.0,75.0,False,False,31.96,71.624229390681,True,235.1620947630923,2023,True,False,True,True,public_40
DEVA,DEVA,2022,,,False,185.94,9680783422.0,,448835479.0,,5.1515,,11530176155.0,,,33.1016,2884056556.0,,,2355069045.0,,4155222244.0,,851061391.0,,9.768,10855015515.0,110275555.0,,,,68.733841,1.0,0.0,3.0,141.92344,188.522064,-44.01656,8712735438.0,,4.1443,7.3812,6650553737.0,20535798937.0,3030229685.0,9.5875,24.0,42.5,False,False,,,,141.9234,2023,True,False,False,True,yfinance_pilot
DOAS,DOAS,2022,,"BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,66090470000.0,1.433344438113349,8222391000.0,-32.83493887197043,17.57620596709254,51751865320.0,67148466000.0,6.294,23.57945157557572,22.50066351190696,10526120000.0,-19.32542887566231,47.75630373688362,16150209000.0,26567289320.0,25184576000.0,1.711236295100516,7824186000.0,-68.39225848416312,16.72500184688881,64278669000.0,7924779000.0,-45.88322780871864,0.3956,3.3955,120.760406,1.0,0.0,3.0,400.424779,744.919021,214.484779,46781376000.0,3.736515503942652,37.86168811498376,67.04885203422529,46109273000.0,130369139000.0,19981197000.0,51.6756503398172,19.0,55.00000000000001,False,False,31.96,19.7156503398172,True,397.1014492753623,2023,True,False,True,True,public_40
DOHOL,DOHOL,2022,,,False,185.94,50649588000.0,,1475948000.0,,4.9853,,41258107000.0,,,16.5925,4912373000.0,,,8186092000.0,,6887073000.0,,232125000.0,,0.784,33155978000.0,1101931000.0,,,,10.093264,1.0,0.0,3.0,302.944174,268.390156,117.00417399999998,29606003000.0,,0.277,0.5626,24909607000.0,83805566000.0,25739981000.0,7.5082,27.0,35.0,False,False,,,,302.9442,2023,True,False,False,True,yfinance_pilot
DSTKF,DSTKF,2022,,"BIST MALİ (XUMAL), BIST HALKA ARZ (XHARZ), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,,98596299419.1579,1.605486929375312,3169731000.0,5.603630940958229,45.18637325629234,,12206297000.0,,0.0,45.18637325629234,341344000.0,5.603630940958229,74.83010164939655,66344431217.42105,,-7487016000.0,-2.362035137997514,282192000.0,78.40787958896517,53.68340110914163,175400085449.7105,10267860592.31579,-1.794588086708604,,,,,,,,,,7014794000.0,42.99557933970183,6.041648736034982,44.82459892971745,77104957907.8421,48495615000.0,21491341511.31579,69.73758042123221,15.0,62.5,False,False,31.96,37.77758042123221,True,268.5459429240282,2023,True,False,True,True,public_40
EGEEN,EGEEN,2022,,,False,185.94,2237079189.0,,1034834136.0,,24.0844,,1748310023.0,,,30.1971,1297478129.0,,,935691501.0,,,,626017164.0,,14.5697,877678178.0,1010615827.0,,,,6020.870605,1.0,0.0,3.0,266.874289,282.982263,80.93428899999998,4296698147.0,,20.0984,35.807,430755843.0,3114757367.0,1806323346.0,70.4855,11.0,75.0,False,False,,,,266.8743,2023,True,False,False,True,yfinance_pilot
EKGYO,EKGYO,2022,,,False,185.94,110688971000.0,,3644833000.0,,17.1763,,61544059000.0,,,24.0262,5098391000.0,,,5529184000.0,,130165000.0,,905060000.0,,4.2651,10250687000.0,3564731000.0,,,,8.220909,1.0,0.0,3.0,322.867776,329.951267,136.927776,21220172000.0,,0.7484,1.4706,53866415000.0,120939658000.0,56822556000.0,-18.5162,31.0,25.0,False,False,,,,322.8678,2023,True,False,False,True,yfinance_pilot
ENJSA,ENJSA,2022,,,False,185.94,36795156000.0,,15015394000.0,,9.1943,,58838086000.0,,,14.2057,23199685000.0,,,15784330000.0,,17922510000.0,,20634560000.0,,12.635,89328504000.0,12036970000.0,,,,29.395617,1.0,0.0,3.0,201.720928,235.160386,15.780927999999989,163312312000.0,,16.3606,35.0701,51501244000.0,126123660000.0,-14706088000.0,35.8885,18.0,57.49999999999999,False,False,,,,201.7209,2023,True,False,False,True,yfinance_pilot
ENKAI,ENKAI,2022,,"BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,275272393000.0,3.788457272327595,13759557000.0,47.64039657864126,21.68823759350582,-52105367000.0,373216949000.0,-3.7868,1.400828177627218,23.68601908721001,14297249000.0,46.56788617505266,23.02375482189342,40860038000.0,161165144000.0,-213270511000.0,-6.283078508420121,1961307000.0,46.54527550245396,3.173430214216212,217787292000.0,12248080000.0,49.57237112784911,0.4318,82.1723,28.77949,1.0,0.0,3.0,146.392613,424.812797,-39.547386999999986,61804006000.0,55.66433152590219,1.222444227778324,1.620798285716703,72660815000.0,493059685000.0,202611578000.0,1.625207296849098,31.0,25.0,False,False,31.96,-30.334792703150903,False,139.0283400809717,2023,True,False,True,True,public_40
EREGL,EREGL,2022,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,257051476000.0,2.030442529268359,27063819000.0,41.00850850002011,21.17953421319402,101186721500.0,295496351000.0,3.7388,26.98363686716349,19.98608561658584,25538796000.0,26.42180562329629,47.1433832273448,145298849000.0,69715446500.0,31471275000.0,1.421219019628917,18005034000.0,-9.975163524387357,14.09033343050076,319694560000.0,23569988000.0,27.92386642366773,0.2359,3.872,19.918699,1.0,0.0,3.0,67.004112,256.803836,-118.935888,127782881000.0,11.46748113494189,10.29484877215906,15.56919714224964,126598745000.0,576746036000.0,130452731000.0,-4.156712852365033,32.0,22.5,False,False,31.96,-36.11671285236503,False,60.87649402390437,2023,True,False,True,True,public_40
FROTO,FROTO,2022,,"BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,185.94,223456658000.0,1.237140354858528,21035291000.0,-0.1511537551296903,12.24427842127211,113915404999.51,156020689000.0,5.4154,36.19666292094078,13.93578331232073,23941244000.0,-2.92294296792062,65.38876319946884,114136231000.0,14721888999.51,99193516000.0,1.903720927590312,18613943000.0,-33.1892995026332,10.83485370417215,227323792000.0,19140343000.0,12.29578595606876,0.0944,0.7909,41.953461,1.0,0.0,3.0,132.725811,364.980812,-53.214189000000005,171796902000.0,6.680383640373072,19.37897715188277,86.97220665526783,180623530000.0,450780450000.0,42833128000.0,45.44028680259913,20.0,52.5,False,False,31.96,13.480286802599132,True,120.0304259634889,2023,True,False,True,True,public_40
GARAN,GARAN,2022,,,False,185.94,,,,,,,152639385000.0,,,,,,,,,,,58285378000.0,,43.8213,,,,,,24.740276,1.0,0.0,3.0,172.151032,199.268434,-13.788968000000011,133006818000.0,,4.4712,38.185,,1303578483000.0,,109.0705,1.0,100.0,True,True,,,,172.151,2023,True,False,False,True,yfinance_pilot
