model,year,ticker,full_descending_rank,times_drawn,bootstrap_draws,top_k,top_k_membership_frequency,rank_p2_5,rank_median,rank_p97_5,status
robust_rank_aggregation,2023,SOKM,47,1244,2000,10,0.0,25.0,30.0,35.0,complete
robust_rank_aggregation,2023,TAVHL,16,1245,2000,10,0.4995983936,7.0,11.0,14.0,complete
robust_rank_aggregation,2023,TBORG,65,1249,2000,10,0.0,36.0,41.0,47.0,complete
robust_rank_aggregation,2023,TCELL,14,1270,2000,10,0.7637795276,6.0,9.0,12.0,complete
robust_rank_aggregation,2023,THYAO,4,1225,2000,10,1.0,1.0,3.0,4.0,complete
robust_rank_aggregation,2023,TOASO,5,1290,2000,10,1.0,2.0,4.0,5.0,complete
robust_rank_aggregation,2023,TRALT,48,1260,2000,10,0.0,25.0,31.0,36.0,complete
robust_rank_aggregation,2023,TRMET,58,1314,2000,10,0.0,32.0,37.0,42.0,complete
robust_rank_aggregation,2023,TSKB,31,1237,2000,10,0.0,15.0,20.0,24.0,complete
robust_rank_aggregation,2023,TTKOM,9,1283,2000,10,1.0,3.0,6.0,9.0,complete
robust_rank_aggregation,2023,TUPRS,49,1246,2000,10,0.0,26.0,32.0,37.0,complete
robust_rank_aggregation,2023,TURSG,50,1244,2000,10,0.0,26.0,32.0,37.0,complete
robust_rank_aggregation,2023,ULKER,27,1210,2000,10,0.0008264463,13.0,17.0,22.0,complete
robust_rank_aggregation,2023,ULUSE,80,1273,2000,10,0.0,46.0,51.0,56.0,complete
robust_rank_aggregation,2023,VAKBN,28,1269,2000,10,0.0,14.0,18.0,22.0,complete
robust_rank_aggregation,2023,VESTL,55,1262,2000,10,0.0,29.0,35.0,40.0,complete
robust_rank_aggregation,2023,YKBNK,6,1270,2000,10,1.0,2.0,4.0,6.0,complete
robust_rank_aggregation,2023,ZOREN,25,1239,2000,10,0.004842615,12.0,16.0,20.0,complete
robust_rank_aggregation,2024,AEFES,26,1273,2000,10,0.0,13.0,17.0,21.0,complete
robust_rank_aggregation,2024,AGESA,43,1230,2000,10,0.0,22.0,27.0,32.0,complete
robust_rank_aggregation,2024,AGHOL,7,1307,2000,10,1.0,3.0,5.0,7.0,complete
robust_rank_aggregation,2024,AKBNK,5,1262,2000,10,1.0,1.525,4.0,5.0,complete
robust_rank_aggregation,2024,AKENR,66,1269,2000,10,0.0,37.0,42.0,48.0,complete
robust_rank_aggregation,2024,AKSA,59,1286,2000,10,0.0,32.0,38.0,43.0,complete
robust_rank_aggregation,2024,AKSEN,41,1221,2000,10,0.0,21.0,26.0,31.0,complete
robust_rank_aggregation,2024,ALARK,53,1253,2000,10,0.0,28.0,34.0,39.0,complete
robust_rank_aggregation,2024,ALBRK,55,1294,2000,10,0.0,29.325,35.0,40.0,complete
robust_rank_aggregation,2024,ANHYT,44,1257,2000,10,0.0,23.0,28.0,33.0,complete
robust_rank_aggregation,2024,ARCLK,10,1243,2000,10,1.0,4.0,7.0,9.0,complete
robust_rank_aggregation,2024,ASELS,18,1264,2000,10,0.2428797468,8.0,12.0,15.0,complete
robust_rank_aggregation,2024,ASTOR,36,1257,2000,10,0.0,18.0,23.0,28.0,complete
robust_rank_aggregation,2024,BERA,61,1265,2000,10,0.0,33.0,39.0,44.0,complete
robust_rank_aggregation,2024,BIMAS,17,1288,2000,10,0.3540372671,8.0,11.0,14.0,complete
robust_rank_aggregation,2024,BRSAN,28,1259,2000,10,0.0,14.0,18.0,22.0,complete
robust_rank_aggregation,2024,BTCIM,67,1279,2000,10,0.0,37.0,43.0,48.05,complete
robust_rank_aggregation,2024,CANTE,75,1281,2000,10,0.0,42.0,48.0,53.0,complete
robust_rank_aggregation,2024,CCOLA,14,1282,2000,10,0.7706708268,6.0,9.0,12.0,complete
robust_rank_aggregation,2024,CEMTS,74,1272,2000,10,0.0,42.0,47.0,53.0,complete
robust_rank_aggregation,2024,CIMSA,50,1255,2000,10,0.0,27.0,32.0,37.0,complete
robust_rank_aggregation,2024,DEVA,62,1254,2000,10,0.0,34.0,40.0,45.0,complete
robust_rank_aggregation,2024,DOAS,25,1272,2000,10,0.001572327,12.0,16.0,20.0,complete
robust_rank_aggregation,2024,DOHOL,38,1229,2000,10,0.0,19.0,24.0,29.0,complete
robust_rank_aggregation,2024,DSTKF,6,1295,2000,10,1.0,2.0,4.0,6.0,complete
robust_rank_aggregation,2024,EGEEN,56,1284,2000,10,0.0,30.0,36.0,41.0,complete
robust_rank_aggregation,2024,EKGYO,45,1269,2000,10,0.0,24.0,29.0,34.0,complete
robust_rank_aggregation,2024,ENJSA,29,1278,2000,10,0.0,14.0,19.0,23.0,complete
robust_rank_aggregation,2024,ENKAI,11,1259,2000,10,0.9888800635,4.0,7.0,10.0,complete
robust_rank_aggregation,2024,EREGL,23,1263,2000,10,0.0190023753,11.0,15.0,19.0,complete
robust_rank_aggregation,2024,FROTO,15,1242,2000,10,0.6352657005,7.0,10.0,13.0,complete
robust_rank_aggregation,2024,GARAN,2,1290,2000,10,1.0,1.0,2.0,2.0,complete
robust_rank_aggregation,2024,GUBRF,58,1285,2000,10,0.0,32.0,37.0,42.0,complete
robust_rank_aggregation,2024,HALKB,46,1306,2000,10,0.0,24.0,29.0,34.0,complete
robust_rank_aggregation,2024,HEKTS,69,1334,2000,10,0.0,38.0,44.0,50.0,complete
robust_rank_aggregation,2024,ISCTR,1,1278,2000,10,1.0,1.0,1.0,1.0,complete
robust_rank_aggregation,2024,ISGYO,52,1280,2000,10,0.0,28.0,33.0,38.0,complete
robust_rank_aggregation,2024,KCHOL,4,1290,2000,10,1.0,1.0,3.0,4.0,complete
robust_rank_aggregation,2024,KONTR,57,1272,2000,10,0.0,31.0,36.0,42.0,complete
robust_rank_aggregation,2024,KRDMD,51,1299,2000,10,0.0,27.0,33.0,38.0,complete
robust_rank_aggregation,2024,KRVGD,73,1294,2000,10,0.0,41.0,46.0,52.0,complete
robust_rank_aggregation,2024,KUYAS,70,1272,2000,10,0.0,38.775,45.0,50.0,complete
robust_rank_aggregation,2024,LOGO,72,1244,2000,10,0.0,40.0,46.0,51.0,complete
robust_rank_aggregation,2024,MAVI,60,1270,2000,10,0.0,33.0,38.0,44.0,complete
robust_rank_aggregation,2024,MGROS,22,1230,2000,10,0.0325203252,10.0,14.0,18.0,complete
robust_rank_aggregation,2024,MIATK,68,1283,2000,10,0.0,38.0,43.0,49.0,complete
robust_rank_aggregation,2024,MPARK,30,1254,2000,10,0.0,15.0,19.0,24.0,complete
robust_rank_aggregation,2024,NETAS,78,1256,2000,10,0.0,44.0,50.0,55.0,complete
robust_rank_aggregation,2024,NTGAZ,77,1255,2000,10,0.0,43.0,49.0,55.0,complete
robust_rank_aggregation,2024,ODAS,64,1287,2000,10,0.0,35.0,41.0,46.0,complete
robust_rank_aggregation,2024,OTKAR,42,1284,2000,10,0.0,22.0,27.0,32.0,complete
robust_rank_aggregation,2024,OYAKC,49,1241,2000,10,0.0,26.0,31.0,36.0,complete
robust_rank_aggregation,2024,PASEU,76,1272,2000,10,0.0,42.775,49.0,54.0,complete
robust_rank_aggregation,2024,PETKM,35,1326,2000,10,0.0,17.0,22.0,27.0,complete
robust_rank_aggregation,2024,PGSUS,9,1287,2000,10,1.0,3.15,6.0,9.0,complete
robust_rank_aggregation,2024,PRKME,79,1225,2000,10,0.0,44.6,50.0,55.0,complete
robust_rank_aggregation,2024,SAHOL,32,1259,2000,10,0.0,16.0,21.0,25.0,complete
robust_rank_aggregation,2024,SASA,37,1255,2000,10,0.0,19.0,24.0,28.0,complete
robust_rank_aggregation,2024,SELEC,33,1248,2000,10,0.0,16.0,21.0,26.0,complete
robust_rank_aggregation,2024,SISE,13,1261,2000,10,0.8969072165,5.5,9.0,11.5,complete
robust_rank_aggregation,2024,SKBNK,47,1282,2000,10,0.0,25.0,30.0,35.0,complete
robust_rank_aggregation,2024,SMRTG,65,1236,2000,10,0.0,36.0,41.0,47.0,complete
robust_rank_aggregation,2024,SOKM,34,1274,2000,10,0.0,17.0,22.0,26.0,complete
robust_rank_aggregation,2024,TAVHL,20,1266,2000,10,0.1018957346,9.0,13.0,17.0,complete
robust_rank_aggregation,2024,TBORG,54,1243,2000,10,0.0,29.0,34.0,40.0,complete
robust_rank_aggregation,2024,TCELL,16,1273,2000,10,0.4893951296,7.0,11.0,14.0,complete
robust_rank_aggregation,2024,THYAO,3,1254,2000,10,1.0,1.0,2.0,3.0,complete
robust_rank_aggregation,2024,TOASO,12,1264,2000,10,0.9636075949,5.0,8.0,11.0,complete
robust_rank_aggregation,2024,TRALT,63,1268,2000,10,0.0,34.0,40.0,46.0,complete
robust_rank_aggregation,2024,TRMET,71,1278,2000,10,0.0,40.0,45.0,51.0,complete
robust_rank_aggregation,2024,TSKB,31,1233,2000,10,0.0,16.0,20.0,24.2,complete
robust_rank_aggregation,2024,TTKOM,19,1263,2000,10,0.152810768,9.0,12.0,16.0,complete
robust_rank_aggregation,2024,TUPRS,21,1276,2000,10,0.0579937304,10.0,14.0,17.0,complete
robust_rank_aggregation,2024,TURSG,27,1227,2000,10,0.0,13.0,18.0,21.0,complete
robust_rank_aggregation,2024,ULKER,24,1264,2000,10,0.0039556962,11.0,16.0,19.0,complete
robust_rank_aggregation,2024,ULUSE,80,1258,2000,10,0.0,45.0,51.0,56.0,complete
robust_rank_aggregation,2024,VAKBN,39,1289,2000,10,0.0,20.0,25.0,30.0,complete
robust_rank_aggregation,2024,VESTL,40,1267,2000,10,0.0,20.0,26.0,30.0,complete
robust_rank_aggregation,2024,YKBNK,8,1270,2000,10,1.0,3.0,6.0,8.0,complete
robust_rank_aggregation,2024,ZOREN,48,1255,2000,10,0.0,26.0,31.0,36.0,complete
robust_rank_aggregation,2025,AEFES,17,1302,2000,10,0.3602150538,8.0,11.0,14.475,complete
robust_rank_aggregation,2025,AGESA,24,1276,2000,10,0.0078369906,11.0,16.0,20.0,complete
robust_rank_aggregation,2025,AGHOL,16,1284,2000,10,0.492211838,7.0,11.0,14.0,complete
robust_rank_aggregation,2025,AKBNK,2,1276,2000,10,1.0,1.0,2.0,2.0,complete
robust_rank_aggregation,2025,AKENR,71,1285,2000,10,0.0,40.0,45.0,51.0,complete
robust_rank_aggregation,2025,AKSA,55,1248,2000,10,0.0,30.0,35.0,40.825,complete
robust_rank_aggregation,2025,AKSEN,45,1232,2000,10,0.0,23.775,29.0,34.0,complete
robust_rank_aggregation,2025,ALARK,48,1274,2000,10,0.0,26.0,31.0,36.0,complete
robust_rank_aggregation,2025,ALBRK,37,1286,2000,10,0.0,19.0,24.0,29.0,complete
robust_rank_aggregation,2025,ANHYT,25,1268,2000,10,0.0078864353,12.0,16.0,20.0,complete
robust_rank_aggregation,2025,ARCLK,14,1274,2000,10,0.7723704867,6.0,9.0,12.0,complete
robust_rank_aggregation,2025,ASELS,9,1245,2000,10,1.0,3.0,6.0,8.0,complete
robust_rank_aggregation,2025,ASTOR,43,1297,2000,10,0.0,22.0,28.0,33.0,complete
robust_rank_aggregation,2025,BERA,58,1273,2000,10,0.0,32.0,37.0,42.0,complete
robust_rank_aggregation,2025,BIMAS,10,1236,2000,10,1.0,4.0,7.0,9.0,complete
robust_rank_aggregation,2025,BRSAN,53,1287,2000,10,0.0,29.0,34.0,39.0,complete
robust_rank_aggregation,2025,BTCIM,69,1246,2000,10,0.0,38.0,44.0,50.0,complete
robust_rank_aggregation,2025,CANTE,79,1265,2000,10,0.0,45.0,50.0,56.0,complete
robust_rank_aggregation,2025,CCOLA,22,1290,2000,10,0.0325581395,10.0,14.0,18.0,complete
robust_rank_aggregation,2025,CEMTS,77,1274,2000,10,0.0,44.0,49.0,55.0,complete
robust_rank_aggregation,2025,CIMSA,44,1256,2000,10,0.0,23.0,28.0,33.0,complete
robust_rank_aggregation,2025,DEVA,66,1297,2000,10,0.0,37.0,42.0,48.0,complete
robust_rank_aggregation,2025,DOAS,49,1233,2000,10,0.0,26.0,31.0,37.0,complete
robust_rank_aggregation,2025,DOHOL,41,1285,2000,10,0.0,21.0,26.0,31.0,complete
robust_rank_aggregation,2025,DSTKF,32,1257,2000,10,0.0,16.0,21.0,25.0,complete
robust_rank_aggregation,2025,EKGYO,18,1261,2000,10,0.2505947661,8.0,12.0,15.0,complete
robust_rank_aggregation,2025,ENJSA,36,1252,2000,10,0.0,18.0,23.0,28.0,complete
robust_rank_aggregation,2025,ENKAI,21,1276,2000,10,0.052507837,10.0,14.0,17.0,complete
robust_rank_aggregation,2025,EREGL,4,1257,2000,10,1.0,1.0,3.0,4.0,complete
robust_rank_aggregation,2025,FROTO,5,1253,2000,10,1.0,2.0,4.0,5.0,complete
robust_rank_aggregation,2025,GARAN,1,1265,2000,10,1.0,1.0,1.0,1.0,complete
robust_rank_aggregation,2025,GUBRF,51,1272,2000,10,0.0,27.0,33.0,38.0,complete
robust_rank_aggregation,2025,HALKB,38,1259,2000,10,0.0,19.0,24.0,29.0,complete
robust_rank_aggregation,2025,HEKTS,76,1274,2000,10,0.0,43.0,48.0,54.0,complete
robust_rank_aggregation,2025,ISCTR,19,1284,2000,10,0.1697819315,9.0,12.0,16.0,complete
robust_rank_aggregation,2025,ISGYO,59,1243,2000,10,0.0,32.0,38.0,43.0,complete
robust_rank_aggregation,2025,KCHOL,28,1302,2000,10,0.0007680492,13.0,18.0,22.0,complete
robust_rank_aggregation,2025,KONTR,64,1246,2000,10,0.0,35.0,41.0,47.0,complete
robust_rank_aggregation,2025,KRDMD,54,1300,2000,10,0.0,29.0,35.0,40.0,complete
robust_rank_aggregation,2025,KRVGD,73,1260,2000,10,0.0,41.0,47.0,52.0,complete
robust_rank_aggregation,2025,KUYAS,68,1266,2000,10,0.0,38.0,43.0,49.0,complete
robust_rank_aggregation,2025,LOGO,52,1289,2000,10,0.0,28.0,33.0,38.0,complete
robust_rank_aggregation,2025,MAVI,50,1273,2000,10,0.0,27.0,32.0,37.0,complete
robust_rank_aggregation,2025,MGROS,27,1248,2000,10,0.0,13.0,17.0,22.0,complete
robust_rank_aggregation,2025,MIATK,63,1285,2000,10,0.0,35.0,40.0,46.0,complete
robust_rank_aggregation,2025,MPARK,30,1255,2000,10,0.0,15.0,19.0,24.0,complete
robust_rank_aggregation,2025,NETAS,78,1266,2000,10,0.0,44.0,50.0,55.0,complete
robust_rank_aggregation,2025,NTGAZ,75,1303,2000,10,0.0,42.0,48.0,53.0,complete
robust_rank_aggregation,2025,ODAS,72,1307,2000,10,0.0,40.0,46.0,52.0,complete
robust_rank_aggregation,2025,OTKAR,57,1280,2000,10,0.0,31.0,36.0,42.0,complete
robust_rank_aggregation,2025,OYAKC,39,1320,2000,10,0.0,20.0,25.0,30.0,complete
robust_rank_aggregation,2025,PASEU,74,1246,2000,10,0.0,42.0,47.0,53.0,complete
robust_rank_aggregation,2025,PETKM,60,1259,2000,10,0.0,33.0,38.0,44.0,complete
robust_rank_aggregation,2025,PGSUS,15,1276,2000,10,0.6434169279,6.0,10.0,13.0,complete
robust_rank_aggregation,2025,PRKME,70,1282,2000,10,0.0,39.0,45.0,50.0,complete
robust_rank_aggregation,2025,RGYAS,33,1271,2000,10,0.0,16.0,21.0,26.0,complete
robust_rank_aggregation,2025,SAHOL,26,1270,2000,10,0.0023622047,12.0,17.0,21.0,complete
robust_rank_aggregation,2025,SASA,35,1256,2000,10,0.0,17.0,23.0,27.0,complete
robust_rank_aggregation,2025,SELEC,46,1284,2000,10,0.0,24.0,30.0,35.0,complete
robust_rank_aggregation,2025,SISE,8,1298,2000,10,1.0,3.0,5.0,8.0,complete
robust_rank_aggregation,2025,SKBNK,47,1241,2000,10,0.0,25.0,30.0,35.0,complete
robust_rank_aggregation,2025,SMRTG,65,1258,2000,10,0.0,36.0,42.0,47.0,complete
robust_rank_aggregation,2025,SOKM,56,1263,2000,10,0.0,30.0,36.0,41.0,complete
robust_rank_aggregation,2025,TAVHL,23,1278,2000,10,0.0203442879,11.0,15.0,19.0,complete
robust_rank_aggregation,2025,TBORG,20,1256,2000,10,0.1058917197,9.0,13.0,17.0,complete
robust_rank_aggregation,2025,TCELL,3,1267,2000,10,1.0,1.0,2.0,3.0,complete
robust_rank_aggregation,2025,THYAO,7,1304,2000,10,1.0,2.0,5.0,7.0,complete
robust_rank_aggregation,2025,TOASO,34,1256,2000,10,0.0,17.0,22.0,26.0,complete
robust_rank_aggregation,2025,TRALT,62,1242,2000,10,0.0,34.0,39.0,45.0,complete
robust_rank_aggregation,2025,TRMET,67,1253,2000,10,0.0,37.0,43.0,48.0,complete
robust_rank_aggregation,2025,TSKB,29,1277,2000,10,0.0,14.0,19.0,23.0,complete
robust_rank_aggregation,2025,TTKOM,6,1233,2000,10,1.0,2.0,4.0,6.0,complete
robust_rank_aggregation,2025,TUPRS,13,1289,2000,10,0.893716059,5.0,9.0,12.0,complete
robust_rank_aggregation,2025,TURSG,42,1249,2000,10,0.0,22.0,27.0,32.0,complete
robust_rank_aggregation,2025,ULKER,31,1280,2000,10,0.0,15.0,20.0,25.0,complete
robust_rank_aggregation,2025,ULUSE,80,1276,2000,10,0.0,45.0,51.0,56.0,complete
robust_rank_aggregation,2025,VAKBN,11,1281,2000,10,0.9914129586,4.0,7.0,10.0,complete
robust_rank_aggregation,2025,VESTL,40,1279,2000,10,0.0,20.0,26.0,31.0,complete
robust_rank_aggregation,2025,YKBNK,12,1262,2000,10,0.9603803487,5.0,8.0,11.0,complete
robust_rank_aggregation,2025,ZOREN,61,1266,2000,10,0.0,33.0,39.0,44.0,complete
