ticker,year,revenue,gross_profit,operating_income,ebitda,net_income,gross_profit_margin,ebitda_margin,net_profit_margin,roe,roa
FROTO,2020,49451407000.0,6186529000.0,4805661000.0,5722236000,4194913000,12.51031947382205,11.5714321333668,8.482899182221448,59.55382400266216,17.22814966369092
GUBRF,2020,5413712258.0,1286689501.0,472763948.0,599103316,262056082,23.76723105478355,11.06640485213612,4.840598641214299,24.25873268141876,5.069858816933319
HEKTS,2020,1013719129.0,351313603.0,239067029.0,262177234,188330967,34.65591138114944,25.86290684468281,18.57821970724595,27.01903032367232,9.260697096616576
KONTR,2020,201141518.0,47572089.0,31646415.0,33401939,23978951,23.65105398080967,16.60618818636936,11.92143284908489,17.92263479578839,7.491704339694907
KRDMD,2020,66718974139.0,5185707438.0,1223249120.0,6833798117,-1679514697,7.772462788765722,10.24266066016348,-2.517296943896286,-2.210207121736284,-1.433425974012343
KUYAS,2020,6667784.0,3706026.0,-2843187.0,-2767628,9877822,55.58107461189504,-41.50746334914268,148.1425013167793,5.750976584713851,3.534152521572744
MAVI,2020,2401808000.0,1160104000.0,90642000.0,402307000,4583000,48.30127970262402,16.75017320285385,0.1908145863449535,0.898994099554328,0.1692549164435417
MGROS,2020,28790190000.0,7398867000.0,1033952000.0,1877036000,-402984000,25.69926422854451,6.618916891540411,-1.399726781935097,,-2.620512770824979
MIATK,2020,2757037061.0,934421301.0,691765143.0,1184849544,-729884911,33.89222851654659,42.97546669794295,-26.47352555845821,-12.51327753441295,-9.503758464989737
OYAKC,2020,2932234571.0,578184758.0,385089907.0,549692817,358453306,19.71823003924334,18.74654989871886,12.22457812704098,15.70681667431409,9.022853760279206
PASEU,2020,2452511274.0,304094758.0,139948218.0,90027954,1099516599,12.39932151276219,3.67084771248232,44.83227500955415,37.42388743971068,23.5173588407094
PETKM,2020,12134076000.0,1882790000.0,1478433000.0,1902189000,1087675000,15.51655025071542,15.67642233327037,8.963805731890915,14.32540691768293,5.442881978422232
PGSUS,2020,4803559909.0,-1258702626.0,-1360923789.0,822480003,-1965097057,-26.20353758140253,17.12230134694465,-40.90918181988683,-36.48244880115997,-6.75972335118565
SASA,2020,5040948000.0,1088407000.0,1023319000.0,1166155000,312188000,21.59131576044823,23.13364470333755,6.193041467596968,10.81601330399986,2.893256331326728
SISE,2020,21340686000.0,6661403000.0,3346312000.0,4997154000,2138037000,31.21456826645592,23.41608887361915,10.01859546595644,9.63322947077404,4.834121506096269
TAVHL,2020,2415468000.0,374206000.0,-501308000.0,274030000,-2283284000,15.49207027375233,11.34479943431252,-94.5276029324338,-27.46833263899106,-7.129868754287381
TCELL,2020,28272751000.0,8767679000.0,8188484000.0,14140618000,4237086000,31.01105725438603,50.01500561441651,14.98646523643914,20.38553523356793,8.227608189638074
THYAO,2020,46448000.0,2683000.0,-1382000.0,10256000,-5588000,5.776352049603858,22.08060626937651,-12.030657940062,-14.14611918383879,-2.981825167287435
TOASO,2020,23556747000.0,3213608000.0,2066163000.0,2824918000,1784170000,13.64198545749971,11.99196985899624,7.573923513293241,39.92672443405792,9.161042926436082
TRALT,2020,3249641000.0,2072344000.0,1707555000.0,1932721000,1810379000,63.77147506447636,59.47490815139273,55.71012305666995,23.93531308768063,21.60103672815429
TRMET,2020,3326827000.0,2059001000.0,1609363000.0,1849247000,699511000,61.89083472029053,55.58590813408693,21.02637137428547,19.58842825147394,8.098740795859252
TSKB,2020,158447060900.7895,29236805594.78947,3568257000.0,18955421095,2869690000,21.48247707392389,15.98183165495174,-0.2990060422181938,26.736070365376,3.584559479409417
TTKOM,2020,28288875000.0,13182920000.0,7463514000.0,12782506000,3177873000,46.60107551113291,45.18562862609418,11.233649270252,26.40004765158121,7.105755668508841
TUPRS,2020,63243815000.0,1764230000.0,-619027000.0,123211000,-2493511000,2.789569225069677,0.1948190506850354,-3.942695424050557,-21.78423593581948,-4.076461092193792
TURSG,2020,158447060900.7895,29236805594.78947,10267860592.31579,18955421095,1161457615,21.48247707392389,15.98183165495174,-0.2990060422181938,49.3881403713351,10.79830257512384
ULKER,2020,9400861000.0,2643463000.0,1492738000.0,1679209000,1016415000,28.90454611423886,17.86228942221356,10.81193520465838,17.85173582912045,5.68067499104653
AEFES,2021,39296008000.0,14153892000.0,4385568000.0,6784574000,1068303000,36.01865105483488,17.26530084175471,3.67314389276124,5.708246429270254,2.048200044157177
ARCLK,2021,68184437000.0,20478345000.0,7020144000.0,8865826000,3064674000,29.80078632593055,13.00271204116564,4.49468256223924,15.81074980177711,3.602167623667929
ASELS,2021,20138953000.0,6648911000.0,9418168000.0,9850359000,7130563000,33.01517710478792,48.91197173954376,35.40682080145874,27.89359508003656,15.36318966172152
