ticker,year,revenue,gross_profit,operating_income,ebitda,net_income,gross_profit_margin,ebitda_margin,net_profit_margin,roe,roa
BTCIM,2024,13440205000.0,1599400000.0,806950000.0,1878898000,-25329000,11.90011610685998,13.97968260156746,-0.1884569468992474,-1.040132352621223,-0.6355502453426706
CANTE,2024,6103803008.0,1008480476.0,424030384.0,1927031267,-1233028597,16.52216617538651,31.57099376363098,-20.20098937308299,-5.958179929072846,-5.278277952663968
CCOLA,2024,137683141000.0,48589774000.0,18885398000.0,24662242000,14813376000,35.56278859692421,17.58139885439455,10.75903403453005,27.58328514341231,9.986972499334628
CIMSA,2024,28150518000.0,6044144000.0,3546731000.0,5505841000,2687840000,21.47080916947958,19.5585779274115,9.54810138840074,10.97291727194727,4.011230183763919
DOAS,2024,188374522000.0,30232495000.0,16243661000.0,18447963000,7592264000,16.04914225077636,9.793236794517254,4.030409165417816,13.81506643647694,8.233729671544824
DSTKF,2024,7014794000.0,3001536000.0,10267860592.31579,3169731000,2110762000,45.18637325629234,45.18637325629234,53.68340110914163,44.82459892971745,11.51604650955975
ENKAI,2024,100541405000.0,25292241000.0,19310553000.0,23464153000,24690869000,25.15604491502779,23.33780097861175,24.55791124064757,8.836536987767353,6.792332891913257
EREGL,2024,204059940000.0,20004604000.0,21056220000.0,29893454000,13481348000,9.803297991756736,14.64934959796617,6.606562757981798,5.68959521948924,3.17089578826578
FROTO,2024,594995138000.0,54604428000.0,28984491000.0,39696935000,38863566000,8.351153740036807,6.271463672611017,6.531745138394728,33.72885743573394,11.89324188116514
GUBRF,2024,48441078603.0,6848457973.0,2663323798.0,4097340347,629075729,14.13770743861155,8.45840031882826,1.298641044217048,3.4962422899654,1.434510662021051
HEKTS,2024,4867088189.0,-1010173310.0,-2813640823.0,-1987560344,-2726725533,-20.75518812835713,-40.83674400007877,-56.0237543910261,-19.79881878085764,-11.32485211353454
KONTR,2024,9907829244.0,1404257492.0,680563344.0,1418848509,273914217,14.173210472419,14.32047801852488,2.764623917654591,6.166137131069958,1.075394395247517
KRDMD,2024,66718974139.0,5185707438.0,1223249120.0,6833798117,-1679514697,7.772462788765722,10.24266066016348,-2.517296943896286,-2.210207121736284,-1.433425974012343
KUYAS,2024,1152991452.0,607423733.0,497805970.0,503774628,142628601,52.68241424915612,43.69283285892045,12.3703086222013,7.366004168907978,4.429043908710013
MAVI,2024,38519107000.0,19370894000.0,4840358000.0,7187575000,2723952000,50.9920748532801,18.52316393832699,7.071690421068173,26.66952817601102,13.9092241687139
MGROS,2024,293779664000.0,68003753000.0,-9475735000.0,501771000,6339743000,23.1478762260413,0.1707984116967334,1.566815086482881,11.06233231337054,4.224836859541331
MIATK,2024,2583301426.0,1545687334.0,1509868401.0,1758569656,2276479458,59.83379711106156,68.07450490680758,88.12287389648195,47.21906877017715,35.78832390499655
OYAKC,2024,44430668166.0,12632121734.0,10894838900.0,13519194105,7167377286,28.43108657921685,30.42761827143844,15.50858517114991,15.71054301443093,12.6999071158623
PASEU,2024,1490203219.0,318097923.0,250872262.0,263128973,206282242,21.345942549598,17.65725436941229,13.84255780486272,11.40821156488429,6.947831747397106
PETKM,2024,77380795000.0,-1242532000.0,-10968464000.0,-5783722000,-6343663000,-1.605736927360335,-7.474363632474958,-8.197981165740154,-10.86826195780485,-5.093156361904201
PGSUS,2024,111822522278.0,25225825207.0,20807220975.0,32829409384,13285437677,22.55880541156684,29.35849479623021,11.88082454800233,17.7330466523072,3.964049302414276
SASA,2024,48582547000.0,8627191000.0,5771622000.0,7571178000,18279278000,17.75779890667321,15.58415206185052,37.62519490795738,15.12203872127788,7.8684146618409
SISE,2024,185589224000.0,42024878000.0,-2010307000.0,13080545000,5022436000,22.64402915979647,7.048116651427995,2.706211002854347,2.699266460356778,1.9194076947098
TAVHL,2024,59211470000.0,21486351000.0,10373620000.0,17765107000,6557987000,36.28748112485638,30.00281364404566,11.07553485836443,11.10398574785873,3.670819899568676
TCELL,2024,158854007000.0,41128750000.0,35423511000.0,82849674000,23523425000,25.89091126923855,52.15460130004779,14.80820373640307,12.58162356652819,6.832730435087825
THYAO,2024,745430000.0,142908000.0,80393000.0,152699000,113378000,19.17121661322995,20.48468669090324,15.20974471110634,16.67600645401368,8.100708342204879
TOASO,2024,120266571000.0,13371873000.0,4122373000.0,10321968000,5221439000,11.11852852277629,8.58257445454232,4.34155472845401,11.08547834838434,5.69262721520801
TRALT,2024,8735920000.0,2986118000.0,,1250045000,603990000,34.18206668559236,14.30925420562459,6.91386825886684,2.042453988227966,1.863507192176991
TRMET,2024,9237206000.0,2913045000.0,-571441000.0,798087000,-1920810000,31.53599692374512,8.63991774136032,-20.7942748056068,-11.57198110706798,-5.41056687674287
TSKB,2024,158447060900.7895,29236805594.78947,3568257000.0,18955421095,2869690000,21.48247707392389,15.98183165495174,-0.2990060422181947,26.736070365376,3.584559479409417
TTKOM,2024,161650927000.0,59446998000.0,25284520000.0,61304634000,8456145000,36.77491932972336,37.92408440688991,5.231114449470494,5.788249675427891,3.128928461245049
TUPRS,2024,810385588000.0,68030304000.0,35709966000.0,45326076000,18315157000,8.394806744761606,5.593149319432369,2.260054629698079,6.489781990514341,4.976975859728014
TURSG,2024,158447060900.7895,29236805594.78947,10267860592.31579,18955421095,12780600278,21.48247707392389,15.98183165495174,-0.2990060422181947,49.3881403713351,14.07327464035062
ULKER,2024,84097908000.0,25066360000.0,14278207000.0,16098833000,7400518000,28.90454611423886,19.14296488802076,8.799883583311015,23.65685234941014,7.595148464342303
AEFES,2025,243847131000.0,91925944000.0,25729479000.0,38882735000,8956856000,37.6981855898891,16.21718690633272,3.67314389276124,8.194206905394882,2.048200044157177
ARCLK,2025,523933321000.0,150793267000.0,10494106000.0,33745465000,-8355688000,28.78100341321868,5.946729173984706,-1.394607791962152,-11.87045323071363,-1.544846094386245
ASELS,2025,180444938000.0,57427030000.0,49145855000.0,54694452000,29949517000,31.82523745830986,30.31088187134404,16.14686729357718,11.95921991182251,6.939387462878921
ASTOR,2025,35290767390.0,13039821956.0,9777395430.0,10835153127,7668909328,36.94966961725793,31.46031440264467,21.73063918744103,23.04350537041025,15.13070005709579
BIMAS,2025,721062506000.0,139446710000.0,15946069000.0,42582905000,18632108000,19.3390599066872,6.0306308590673,2.583979591916266,11.66086578672868,5.761307364417715
BRSAN,2025,71453576000.0,6011082000.0,3066266000.0,5040160000,1271661000,8.412569862143778,6.683178459815643,1.779702390262455,3.749371492218223,1.932233400896467
BTCIM,2025,14289483000.0,1439486000.0,-88634000.0,1218944000,-228757000,10.07374444547784,9.50418570077028,-1.600876672724969,-1.040132352621223,-0.6355502453426706
CANTE,2025,6160091890.0,386320551.0,-852791069.0,1173389304,-1708553002,6.2713439652927,19.04824351573106,-27.73583629123429,-5.958179929072846,-5.278277952663968
CCOLA,2025,187184514000.0,66568033000.0,25155601000.0,32793783000,14072351000,35.56278859692421,17.58139885439455,7.517903430836165,19.25950290152667,7.311765140987912
CIMSA,2025,45906819000.0,8991354000.0,4927024000.0,9100666000,3102162000,19.58609678444503,19.82421391471276,6.75751896466623,9.337384338514578,4.011230183763919
DOAS,2025,255780842000.0,31924555000.0,11506149000.0,14864838000,3141080000,12.48121428891066,5.753824987408557,1.228035679075605,4.516868896495486,2.502214275776582
DSTKF,2025,7014794000.0,3169731000.0,10267860592.31579,3169731000,3765780000,45.18637325629234,45.18637325629234,53.68340110914163,44.82459892971745,10.43508231345989
ENKAI,2025,156507106000.0,37070303000.0,28883252000.0,33943633000,36183302000,23.68601908721001,21.68823759350582,23.11927101891463,11.08837513836718,8.448411262472474
EREGL,2025,208909904000.0,18564675000.0,9951865000.0,21247488000,511801000,8.051656729554823,9.751198658513776,0.6431381151065027,0.1712703905523716,0.0909798329361811
FROTO,2025,830827933000.0,69383718000.0,42603202000.0,59808596000,33986135000,8.351153740036807,6.271463672611017,4.090634612786905,22.15242087125068,7.737341445446545
GUBRF,2025,52496159197.0,13016859536.0,9569918057.0,11196898709,5275520771,24.79583218107864,21.06398669758667,10.04934618398041,17.70491314812718,8.968972743435701
HEKTS,2025,6127914357.0,-593257525.0,-3153565149.0,-1985223024,-4046103535,-9.6812306836879,-32.39638983746978,-66.02741649576222,-28.99193020004799,-13.65881106274164
KONTR,2025,16893125883.0,1249502822.0,714905461.0,1488567857,-730196565,7.396516373902166,8.811678000327845,-4.322447900153376,-12.52912652878136,-2.066635726658783
KRDMD,2025,66718974139.0,5185707438.0,1223249120.0,6833798117,-1679514697,7.772462788765722,10.24266066016348,-2.517296943896286,-2.210207121736284,-1.433425974012343
KUYAS,2025,1189922595.0,264146643.0,-113579798.0,-106367774,-1311891342,22.19864082839775,-8.939049854751266,-110.2501412707438,-91.49943007593772,-26.03722543208325
MAVI,2025,47729211000.0,24338115000.0,5644768000.0,9081316000,2293527000,50.9920748532801,18.52316393832699,4.805289993165821,16.84454707815546,8.725915652986043
MGROS,2025,412756429000.0,100346882000.0,-8252604000.0,7817475000,6467130000,24.31140376010957,1.893968076751628,1.566815086482881,8.396291868531357,3.185791233070391
MIATK,2025,2757037061.0,934421301.0,691765143.0,1091365121,-729884911,33.89222851654659,39.58470984804799,-26.47352555845821,-12.51327753441295,-9.503758464989737
OYAKC,2025,56502601000.0,15084082000.0,11347996000.0,14844643000,8762754000,26.69626129246687,25.92493396896896,15.50858517114991,14.28705636246257,11.36779242365375
PASEU,2025,2452511274.0,304094758.0,139948218.0,157789000,1099516599,12.39932151276219,6.43377266693046,44.83227500955415,31.33211717958322,20.12120598723584
PETKM,2025,89075556000.0,-3076133000.0,-13090044000.0,-7113451000,-10233898000,-3.45339747303963,-7.985862024818571,-11.48900827517709,-15.99981376618999,-6.538488900798079
PGSUS,2025,154127554444.0,26195749122.0,11707541095.0,30723195047,13750218852,16.99614920673892,19.93361612583221,8.921324224991801,11.76702040055591,3.964049302414276
SASA,2025,53119377000.0,3564026000.0,1057482000.0,7602301000,-21985556000,6.709464984877364,14.31172846774916,-41.38895680195948,-14.06973223884016,-7.039300736462891
SISE,2025,224527039000.0,61983919000.0,4741396000.0,22132122000,9877537000,27.60643852787815,9.857219022961416,4.399263912263146,4.063845010275606,1.9194076947098
TAVHL,2025,82151164000.0,33126762000.0,16719282000.0,25678404000,2815880000,40.3241541410174,31.25750476280531,3.427681195119767,3.538668017248826,0.7098587650598988
TCELL,2025,229014273000.0,68346383000.0,73436427000.0,136785848000,17604007000,29.84372201116041,59.72808865061437,7.290324738656519,6.984914421986608,3.701418776970394
THYAO,2025,955472000.0,155560000.0,90129000.0,184811000,118208000,16.28095852102416,19.34237737997555,12.37168645444346,12.97246993597609,5.920034856729327
TOASO,2025,319413508000.0,20627311000.0,3605149000.0,11086099000,8353933000,6.208464046865368,3.009106587171032,2.514389426737307,13.73057641616031,5.69262721520801
TRALT,2025,16935167000.0,7415280000.0,3865184000.0,4881775000,4104324000,43.78628211933192,29.54978831918221,24.23550945792268,10.07475150417127,9.092590454967034
TRMET,2025,17705459000.0,7295499000.0,3632144000.0,4805373000,1951629000,41.20480016925853,27.89760491382912,11.02275292608907,8.290058886323854,3.978949679114281
TSKB,2025,158447060900.7895,29236805594.78947,3568257000.0,18955421095,2869690000,21.48247707392389,15.98183165495174,-0.2990060422181947,26.736070365376,3.584559479409417
TTKOM,2025,242228623000.0,101203598000.0,48723669000.0,95925540000,22980532000,41.78019787529404,39.60124068409537,9.487124896878928,11.38609016358772,5.889392574205804
TUPRS,2025,830356131000.0,81232278000.0,41646897000.0,56272759000,29523183000,9.782823895353404,7.475429238445643,3.555484435870324,8.049986147718345,4.976975859728014
TURSG,2025,158447060900.7895,29236805594.78947,10267860592.31579,18955421095,19527051640,21.48247707392389,15.98183165495174,-0.2990060422181947,49.3881403713351,12.62595666179901
ULKER,2025,111904601000.0,32345517000.0,16735605000.0,19187702000,4874523000,28.90454611423886,16.45690779059209,4.35596298672295,11.57176271524665,3.832098465181642
