ticker,year,market_cap,enterprise_value,pe_ratio,pb_ratio,ps_ratio,ev_ebitda,gross_margin,ebitda_margin,net_margin,roe,roic,roa,working_capital,net_debt,net_debt_to_ebitda,current_ratio,leverage_ratio,financial_debt_ratio,total_assets,current_assets,non_current_assets,short_term_liabilities,long_term_liabilities,total_equity,revenue,gross_profit,operating_income,ebitda,net_income
PETKM,2020,60572160000.0,107099939000.0,46.89673957668054,0.946993295629742,1.202349374052742,57.2530112963621,-3.45339747303963,-3.900978176324827,-11.48900827517709,-14.58209031731502,-9.322689023136556,-6.538488900798079,-24171507000.0,46527779000.0,2.791092340904628,0.5605728391280381,57.73354863939424,33.97639466005374,151331860000,30835350000.0,120496510000.0,55006857000.0,32362396000.0,63962607000.0,89075556000.0,-3076133000.0,-13090044000.0,-3474818000,-10233898000
PGSUS,2020,90300000000.0,251658090812.0,6.567168200880356,0.7727600219364121,1.632791045831044,6.783966117217225,16.99614920673892,24.06838444677865,8.921324224991801,14.34010151603534,5.748573437955374,3.964049302414276,2215036296.0,161358090812.0,4.349742212839163,1.025165209759327,71.51074411297557,56.85101508601036,410168210677,90234819051.0,319933391626.0,88019782755.0,205294556815.0,116853871107.0,154127554444.0,26195749122.0,11707541095.0,37096012342,13750218852
SASA,2020,137581032230.4,259244206230.4,46.89673957668054,0.8916344951161116,4.880407506104599,39.66785765682504,6.709464984877364,12.30317893223785,-41.38895680195948,-14.06973223884016,-1.398432666035651,-7.039300736462891,-37731437000.0,121663174000.0,18.61610540302832,0.440977983105229,51.86680882749239,38.28726296937282,320573077000,29764003000.0,290809074000.0,67495440000.0,98775585000.0,154302052000.0,53119377000.0,3564026000.0,1057482000.0,6535372000,-21985556000
SISE,2020,146605424720.16,267378650720.16,14.84230580155356,0.6043805651848245,1.190852789539348,14.19864980557395,27.60643852787815,8.387084728801861,4.399263912263146,4.063845010275606,-0.2702609470269181,1.9194076947098,29187817000.0,120773226000.0,6.413439282623113,1.259895435151324,46.88462560953898,31.94177622544928,506932507000,141493818000.0,365438689000.0,112306001000.0,125367407000.0,242571375000.0,224527039000.0,61983919000.0,4741396000.0,18831273000,9877537000
TAVHL,2020,101173828125.0,189054596125.0,64.68464034475858,1.311858890829683,2.195055215529908,7.323304960493657,32.43387728997119,21.37348665993845,-16.25474751367955,2.233768537710422,8.617968331080194,0.7098587650598988,-10581149000.0,87880768000.0,3.404189463877771,0.7831278730643036,68.3978096745024,41.69603208434764,246228974000,38208657000.0,208020317000.0,48789806000.0,119625419000.0,77122493000.0,18395155000.0,5966262000.0,1863550000.0,3931686000,-2990086000
TCELL,2020,246620000000.0,261508303000.0,14.00931049391198,0.9509778330660946,1.082980966052209,2.493719511730537,28.30419953721862,43.42833911182999,7.290324738656519,6.984914421986608,7.035954524476813,3.701418776970394,64638243000.0,14888303000.0,0.1419735100634885,1.702662888620426,48.19273991282052,31.69351508073854,500572832000,156628647000.0,343944185000.0,91990404000.0,149249359000.0,259333069000.0,241470821000.0,68346383000.0,73436427000.0,104866767000,17604007000
THYAO,2020,425385000000.0,955779000000.0,3.273678053885994,0.4401803416433151,0.921924992355706,5.645108705281996,8.360953787588047,8.241943549606336,3.843604265761103,15.43486085094201,3.465553827405589,7.037191383974835,-12723000000.0,530394000000.0,3.132661197441395,0.9744707235000571,55.22019357442635,37.71744917709785,2158033000000,485646000000.0,1672387000000.0,498369000000.0,693301000000.0,966388000000.0,257961000000.0,21568000000.0,-2451000000.0,21261000000,9915000000
TOASO,2020,147250000000.0,180780388000.0,17.62642817460949,2.452889242830488,0.5441177181438587,18.08236771883189,6.208464046865368,3.009106587171032,2.514389426737307,13.73057641616031,1.918507156043926,5.69262721520801,49602391000.0,33530388000.0,3.353841709705303,1.700691465795806,65.404684231778,30.92882730147747,173524206000,120393022000.0,53131184000.0,70790631000.0,42702328000.0,60031247000.0,332244994000.0,20627311000.0,3605149000.0,9997606000,8353933000
TRALT,2020,132519450000.0,113931321000.0,32.28776529338327,3.09840374262165,6.727499114712008,22.76665755451405,43.78628211933192,29.54978831918221,24.23550945792268,10.07475150417127,5.542418128889739,9.092590454967034,17632522000.0,-18588129000.0,-3.714426935523127,5.467990401402794,10.62407149166024,0.0388784215858179,47854309000,21578932000.0,26275377000.0,3946410000.0,1137666000.0,42770233000.0,16935167000.0,7415280000.0,3865184000.0,5004306000,4104324000
TRMET,2020,46103904000.0,27589288000.0,23.62329315663991,1.879400482064129,1.558236247927828,5.585555651608627,41.20480016925853,27.89760491382912,11.02275292608907,8.290058886323854,7.353972507963942,3.978949679114281,17693598000.0,-18514616000.0,-3.74835400015265,5.063981952147558,10.66541608963868,0.2262563069562943,51629500000,22047357000.0,29582143000.0,4353759000.0,1152742000.0,24531176000.0,17705459000.0,7295499000.0,3632144000.0,4939399000,1951629000
TSKB,2020,32480000000.0,9216303000.0,2.925777141537352,0.6880125818182634,7.197742444903609,57.2530112963621,21.48247707392389,15.98183165495174,-0.2990060422181938,26.736070365376,-8.921998111430284,3.584559479409417,21491341511.31579,-23263697000.0,2.791092340904628,1.605486929375312,48.47849622928319,0.0,353765203000,98596299419.1579,175400085449.7105,77104957907.8421,66344431217.42105,47208439000.0,158447060900.7895,29236805594.78947,3568257000.0,18955421095,2869690000
TTKOM,2020,217525000000.0,275552889000.0,9.465620726273874,1.023950152887373,1.137573609539943,2.780496104525941,41.78019787529404,40.91261295738779,9.487124896878928,11.38609016358772,9.974975218396336,5.889392574205804,39209513000.0,58027889000.0,0.5855366637740594,1.516295602958193,50.20911402972668,29.29029130747355,426658604000,115153435000.0,311505169000.0,75943922000.0,138277583000.0,212437099000.0,242228623000.0,101203598000.0,48723669000.0,99102059000,22980532000
TUPRS,2020,522161607058.0,465173846058.0,17.68649427326315,1.434118844202643,0.5602100456556995,7.49401844076827,9.782823895353404,7.475429238445643,3.555484435870324,8.049986147718345,8.29847857851094,4.976975859728014,67182935000.0,-56987761000.0,-0.9180811334325236,1.395779952919796,37.5262947217754,8.488463737746601,591973843000,236931136000.0,355042707000.0,169748201000.0,52397648000.0,364099258000.0,830356131000.0,81232278000.0,41646897000.0,62072685000,29523183000
TURSG,2020,140600000000.0,146525580834.0,6.556694724510757,2.567941998974724,7.197742444903609,57.2530112963621,21.48247707392389,15.98183165495174,-0.2990060422181938,49.3881403713351,6.185865396246006,14.07327464035062,44715366430.0,5925580834.0,2.791092340904628,1.359749945373696,69.89179407783587,10.7319460626569,181850807021,169011052934.0,12839754087.0,124295686504.0,2803105068.0,54752015449.0,158447060900.7895,29236805594.78947,10267860592.31579,18955421095,6451802119
