ticker,year,market_cap,enterprise_value,pe,pb,ev_ebitda,year_end_close,shares_outstanding,source_price,source_shares,source_financials,validation_status,validation_notes
TCELL,2020,29123930000.0,44012233000.0,6.8736,0.1123,3.1125,13.23815,2200000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TCELL,2021,35954017000.0,50842320000.0,7.1464,0.1386,2.3479,16.342735,2200000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TCELL,2022,76228928600.0,91117231600.0,6.8966,0.2939,3.1462,34.649513,2200000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TCELL,2023,115063313200.0,129951616200.0,9.1655,0.4437,2.2773,52.301506,2200000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TCELL,2024,196284807400.0,,8.3442,,,89.220367,2200000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TCELL,2025,204819995600.0,219708298600.0,11.6349,0.7898,1.6062,93.099998,2200000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
THYAO,2020,17552264160.0,547946264160.0,,0.0182,,12.719032,1380000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_non_positive_net_income;ev_ebitda_absurd
THYAO,2021,26988966360.0,557382966360.0,,0.0279,,19.557222,1380000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_absurd;ev_ebitda_absurd
THYAO,2022,189947305500.0,720341305500.0,,0.1966,,137.642975,1380000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_absurd;ev_ebitda_absurd
THYAO,2023,308175693600.0,838569693600.0,,0.3189,,223.31572,1380000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_absurd;ev_ebitda_absurd
THYAO,2024,378816149280.0,,,,,274.504456,1380000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_absurd;pb_2024_suspect;ev_2024_suspect
THYAO,2025,370530000000.0,900924000000.0,,0.3834,,268.5,1380000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_absurd;ev_ebitda_absurd
TOASO,2020,11056973500.0,44587361500.0,6.1973,0.1842,15.7836,22.113947,500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TOASO,2021,27270994000.0,60801382000.0,8.311,0.4543,11.4831,54.541988,500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TOASO,2022,64852775500.0,98383163500.0,7.5743,1.0803,9.4158,129.705551,500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TOASO,2023,84977363500.0,118507751500.0,5.6338,1.4156,6.6036,169.954727,500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TOASO,2024,89503937000.0,,17.1416,,,179.007874,500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TOASO,2025,115538681000.0,149069069000.0,13.8305,1.9246,13.4465,231.077362,500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TRALT,2020,628207585.0,-17959921415.0,0.347,0.0147,-9.2926,4.119394,152500000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TRALT,2021,750088940.0,-17838040060.0,0.2497,0.0175,-8.2101,4.918616,152500000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TRALT,2022,4042726810.0,-14545402190.0,1.0081,0.0945,-5.3044,26.509684,152500000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TRALT,2023,62544828202.5,43956699202.5,154.0172,1.4623,33.1959,19.530001,3202500000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TRALT,2024,72312450000.0,,119.7246,,,22.58,3202500000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TRALT,2025,131238450000.0,112650321000.0,31.9757,3.0685,23.0757,40.98,3202500000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TRMET,2020,5999716800.0,-12514899200.0,8.577,0.2446,-6.7676,15.46,388080000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TRMET,2021,6993201600.0,-11521414400.0,5.5534,0.2851,-5.1539,18.02,388080000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TRMET,2022,20801087223.84,2286471223.84,13.1294,0.8479,0.8505,53.599998,388080000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TRMET,2023,16462352823.84,-2052263176.16,45.31,0.6711,-1.8467,42.419998,388080000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TRMET,2024,28814940000.0,,,,,74.25,388080000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_non_positive_net_income;pb_2024_suspect;ev_2024_suspect
TRMET,2025,40515552776.16,22000936776.16,20.7599,1.6516,4.5784,104.400002,388080000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TSKB,2020,4665452400.0,-18598244600.0,1.6258,0.0988,-0.9812,1.666233,2800000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TSKB,2021,3846724000.0,-19416973000.0,1.3405,0.0815,-1.0243,1.37383,2800000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TSKB,2022,11673737600.0,-11589959400.0,4.0679,0.2473,-0.6114,4.169192,2800000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TSKB,2023,17497253200.0,-5766443800.0,6.0973,0.3706,-0.3042,6.249019,2800000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TSKB,2024,32643730000.0,,11.3754,,,11.658475,2800000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TSKB,2025,32991002800.0,9727305800.0,11.4964,0.6988,0.5132,11.782501,2800000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TTKOM,2020,24791112500.0,82819001500.0,7.8012,0.1167,6.4791,7.083175,3500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TTKOM,2021,29872671500.0,87900560500.0,5.1849,0.1406,6.1554,8.535049,3500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TTKOM,2022,85959996500.0,143987885500.0,20.7892,0.4046,8.282,24.559999,3500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TTKOM,2023,85260003500.0,143287892500.0,5.192,0.4013,4.6797,24.360001,3500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TTKOM,2024,152180000000.0,,17.9964,,,43.48,3500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TTKOM,2025,201250000000.0,259277889000.0,8.7574,0.9473,2.7029,57.5,3500000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TUPRS,2020,2754795268.2764,-54232965731.7236,,0.0076,-440.1633,10.008102,275256514.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_non_positive_net_income;enterprise_value_non_positive
TUPRS,2021,3912975311.5869,-53074785688.4131,1.1789,0.0107,-42.3899,14.215741,275256514.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TUPRS,2022,13429311970.5814,-43558449029.4186,0.3272,0.0369,-0.9359,48.788353,275256514.0,yahoo_chart_api,manual,modeling_dataset,accepted,enterprise_value_non_positive
TUPRS,2023,210481455545.3938,153493694545.3938,3.9286,0.5781,1.9261,109.23912,1926795598.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TUPRS,2024,238731242423.7035,,13.0346,,,123.900658,1926795598.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TUPRS,2025,341304897802.8532,284317136802.8532,11.5606,0.9374,5.0525,177.136017,1926795598.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TURSG,2020,740674410.501,6666255244.501,0.6377,0.0135,0.3517,0.637675,1161523363.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TURSG,2021,601496035.0529,6527076869.0529,0.5537,0.011,0.3443,0.517851,1161523363.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TURSG,2022,1619724583.8063,7545305417.8063,1.683,0.0296,0.3981,1.394483,1161523363.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TURSG,2023,5273681947.8793,11199262781.8793,0.8525,0.0963,0.5908,4.540315,1161523363.0,yahoo_chart_api,manual,modeling_dataset,accepted,
TURSG,2024,44882095000.0,,3.5117,,,8.976419,5000000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
TURSG,2025,118100000000.0,124025580834.0,6.048,2.157,6.543,11.81,10000000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
ULKER,2020,7076134242.0,41096411242.0,6.9619,0.1634,24.4737,20.690451,342000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
ULKER,2021,5516878608.0,39537155608.0,,0.1274,14.8636,16.131224,342000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_non_positive_net_income
ULKER,2022,13838091894.0,47858368894.0,,0.3196,7.7096,40.462257,342000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pe_non_positive_net_income
ULKER,2023,25906854996.0,59927131996.0,7.6673,0.5983,4.9213,75.751038,342000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
ULKER,2024,37253963556.0,,5.034,,,108.929718,342000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,pb_2024_suspect;ev_2024_suspect
ULKER,2025,36936000000.0,70956277000.0,7.5774,0.853,3.698,108.0,342000000.0,yahoo_chart_api,manual,modeling_dataset,accepted,
