model,ticker,year,full_pooled_ic,year_full_ic,year_loo_ic,loo_pooled_ic,delta_pooled_ic,abs_delta_pooled_ic,sign,status
baseline_equal_weight,KONTR,2023,0.149672565,0.0948686092,0.0956206334,0.1499232397,0.0002506747,0.0002506747,positive,complete
baseline_equal_weight,KRDMD,2023,0.149672565,0.0948686092,0.0915309526,0.1485600128,-0.0011125522,0.0011125522,negative,complete
baseline_equal_weight,KRVGD,2023,0.149672565,0.0948686092,0.0669198374,0.1403563077,-0.0093162573,0.0093162573,negative,complete
baseline_equal_weight,KUYAS,2023,0.149672565,0.0948686092,0.1053092821,0.1531527893,0.0034802243,0.0034802243,positive,complete
baseline_equal_weight,LOGO,2023,0.149672565,0.0948686092,0.0834246209,0.1458579022,-0.0038146628,0.0038146628,negative,complete
baseline_equal_weight,MAVI,2023,0.149672565,0.0948686092,0.1021933348,0.1521141402,0.0024415752,0.0024415752,positive,complete
baseline_equal_weight,MGROS,2023,0.149672565,0.0948686092,0.0878064218,0.1473185025,-0.0023540625,0.0023540625,negative,complete
baseline_equal_weight,MIATK,2023,0.149672565,0.0948686092,0.1263906132,0.1601798997,0.0105073347,0.0105073347,positive,complete
baseline_equal_weight,MPARK,2023,0.149672565,0.0948686092,0.1004649578,0.1515380145,0.0018654495,0.0018654495,positive,complete
baseline_equal_weight,NETAS,2023,0.149672565,0.0948686092,0.0770223229,0.1437238029,-0.0059487621,0.0059487621,negative,complete
baseline_equal_weight,NTGAZ,2023,0.149672565,0.0948686092,0.0893157088,0.1478215982,-0.0018509668,0.0018509668,negative,complete
baseline_equal_weight,ODAS,2023,0.149672565,0.0948686092,0.0946468999,0.1495986619,-7.39031e-05,7.39031e-05,negative,complete
baseline_equal_weight,OTKAR,2023,0.149672565,0.0948686092,0.1039217119,0.1526902659,0.0030177009,0.0030177009,positive,complete
baseline_equal_weight,OYAKC,2023,0.149672565,0.0948686092,0.1098614864,0.1546701907,0.0049976257,0.0049976257,positive,complete
baseline_equal_weight,PASEU,2023,0.149672565,0.0948686092,0.1064758184,0.1535416347,0.0038690697,0.0038690697,positive,complete
baseline_equal_weight,PETKM,2023,0.149672565,0.0948686092,0.0978358772,0.1506616543,0.0009890893,0.0009890893,positive,complete
baseline_equal_weight,PGSUS,2023,0.149672565,0.0948686092,0.0974950705,0.1505480521,0.0008754871,0.0008754871,positive,complete
baseline_equal_weight,PRKME,2023,0.149672565,0.0948686092,0.0700357847,0.1413949568,-0.0082776082,0.0082776082,negative,complete
baseline_equal_weight,SAHOL,2023,0.149672565,0.0948686092,0.0959370968,0.1500287275,0.0003561625,0.0003561625,positive,complete
baseline_equal_weight,SASA,2023,0.149672565,0.0948686092,0.1084982595,0.1542157818,0.0045432168,0.0045432168,positive,complete
baseline_equal_weight,SELEC,2023,0.149672565,0.0948686092,0.0991017308,0.1510836055,0.0014110405,0.0014110405,positive,complete
baseline_equal_weight,SISE,2023,0.149672565,0.0948686092,0.1123201636,0.1554897498,0.0058171848,0.0058171848,positive,complete
baseline_equal_weight,SKBNK,2023,0.149672565,0.0948686092,0.0963022469,0.1501504442,0.0004778792,0.0004778792,positive,complete
baseline_equal_weight,SMRTG,2023,0.149672565,0.0948686092,0.0891939921,0.147781026,-0.001891539,0.001891539,negative,complete
baseline_equal_weight,SOKM,2023,0.149672565,0.0948686092,0.1041164586,0.1527551815,0.0030826164,0.0030826164,positive,complete
baseline_equal_weight,TAVHL,2023,0.149672565,0.0948686092,0.1019742448,0.1520411102,0.0023685452,0.0023685452,positive,complete
baseline_equal_weight,TBORG,2023,0.149672565,0.0948686092,0.1099588598,0.1547026485,0.0050300835,0.0050300835,positive,complete
baseline_equal_weight,TCELL,2023,0.149672565,0.0948686092,0.0954015434,0.1498502097,0.0001776447,0.0001776447,positive,complete
baseline_equal_weight,THYAO,2023,0.149672565,0.0948686092,0.090192069,0.1481137183,-0.0015588468,0.0015588468,negative,complete
baseline_equal_weight,TOASO,2023,0.149672565,0.0948686092,0.0974950705,0.1505480521,0.0008754871,0.0008754871,positive,complete
baseline_equal_weight,TRALT,2023,0.149672565,0.0948686092,0.1013169746,0.1518220201,0.0021494551,0.0021494551,positive,complete
baseline_equal_weight,TRMET,2023,0.149672565,0.0948686092,0.0984931474,0.1508807444,0.0012081794,0.0012081794,positive,complete
baseline_equal_weight,TSKB,2023,0.149672565,0.0948686092,0.0986635507,0.1509375455,0.0012649805,0.0012649805,positive,complete
baseline_equal_weight,TTKOM,2023,0.149672565,0.0948686092,0.1147301541,0.15629308,0.006620515,0.006620515,positive,complete
baseline_equal_weight,TUPRS,2023,0.149672565,0.0948686092,0.0893643955,0.1478378271,-0.0018347379,0.0018347379,negative,complete
baseline_equal_weight,TURSG,2023,0.149672565,0.0948686092,0.1006353612,0.1515948157,0.0019222506,0.0019222506,positive,complete
