ticker,year,indices,annual_return_pct,price,daily_change_pct,volume,return_1w_pct,return_1m_pct,return_3m_pct,return_6m_pct,return_ytd_pct,return_1y_pct,return_3y_pct,return_5y_pct,market_cap,enterprise_value,pe,pb,ev_sales,ev_ebitda,peg,gross_margin_pct,ebitda_margin_pct,net_margin_pct,roe_pct,roic_pct,roa_pct,working_capital,net_debt,net_debt_ebitda,net_fin_exp_ebitda,current_ratio,leverage_ratio,financial_debt_ratio,revenue_growth_pct,gross_profit_growth_pct,ebitda_growth_pct,operating_income_growth_pct,net_income_growth_pct,total_assets,current_assets,non_current_assets,short_term_liabilities,long_term_liabilities,equity,revenue,gross_profit,operating_income,ebitda,net_income,free_cash_flow,ocf,icf,fcf_financing,source_file
PASEU,2023,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",69.73758042123221,132.0,8.82,15019378464.4,5.684547638110487,6.451612903225794,-11.11111111111111,-0.7518796992481214,-2.583025830258308,112.0481927710844,296.8381634529827,1636.49624188283,88704000000.0,89391961900.0,80.67545326798654,25.27732755308544,36.44915432099253,992.9356153089961,0.2626009934808168,12.39932151276219,3.67084771248232,44.83227500955415,37.42388743971068,0.7270634300673954,23.5173588407094,1056063691.0,687961900.0,7.64164761536178,-1.175590839263103,1.762515713844014,35.89757875605284,13.60982571684231,25.73359184553655,-26.96451676198998,-69.3315128585281,-57.38126719034544,307.216862353112,5464466691.0,2441036711.0,3023429980.0,1384973020.0,576638214.0,3509231734.0,2452511274.0,304094758.0,139948218.0,90027954.0,1099516599.0,-624597042.0,-615153490.0,-9443552.0,488136651.0,2023stocks.xlsx
PETKM,2023,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",-10.90998043052838,23.9,-3.71,2326219853.64,3.913043478260875,12.62959472196042,29.60954446854663,39.1962725684333,47.2581638940234,47.9876160990712,83.84615384615384,256.1847988077496,60572160000.0,107099939000.0,46.89673957668054,0.9469932956297419,1.202349374052742,57.2530112963621,0.04550748976781796,-3.45339747303963,-3.900978176324827,-11.48900827517709,-14.58209031731502,-9.322689023136556,-6.538488900798079,-24171507000.0,46527779000.0,2.791092340904628,3.190776610458447,0.5605728391280381,57.73354863939424,33.97639466005374,-12.05477756044882,7.193859483812521,10.33073241836171,-1.794588086708604,36.37131488871179,151331860000.0,30835350000.0,120496510000.0,55006857000.0,32362396000.0,63962607000.0,89075556000.0,-3076133000.0,-13090044000.0,-3474818000.0,-10233898000.0,-3902948000.0,-6551904000.0,2648956000.0,-555059000.0,2023stocks.xlsx
PGSUS,2023,"BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",28.89427740058196,180.6,0.84,2055668612.5,-5.047318611987379,2.905982905982896,-11.25307125307125,-14.0,-5.79029733959311,-18.97711978465681,98.94249834765364,1100.0,90300000000.0,251658090812.0,6.567168200880356,0.7727600219364121,1.632791045831044,6.783966117217225,1.877178090252304,16.99614920673892,24.06838444677865,8.921324224991801,14.34010151603534,5.748573437955374,3.964049302414276,2215036296.0,161358090812.0,4.349742212839163,0.003783935580619664,1.025165209759327,71.51074411297557,56.85101508601036,37.83230006279612,5.054118977448702,16.78114508964414,-43.73327841778256,3.498425767369621,410168210677.0,90234819051.0,319933391626.0,88019782755.0,205294556815.0,116853871107.0,154127554444.0,26195749122.0,11707541095.0,37096012342.0,13750218852.0,18920204657.0,34541652028.0,-15621447371.0,-17521323399.0,2023stocks.xlsx
SASA,2023,"BIST GERİ ALIM (XUGRA), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",-22.18430034129693,3.14,-1.88,12956317961.39,5.72390572390573,34.18803418803421,23.13725490196079,2.280130293159615,12.9496402877698,-25.76832151300236,-41.95933456561922,223.7113402061856,137581032230.4,259244206230.4,46.89673957668054,0.8916344951161116,4.880407506104599,39.66785765682504,0.04550748976781796,6.709464984877364,12.30317893223785,-41.38895680195948,-14.06973223884016,-1.398432666035651,-7.039300736462891,-37731437000.0,121663174000.0,18.61610540302832,-7.536529213639255,0.440977983105229,51.86680882749239,38.28726296937282,-16.46670886468292,-68.43844594308584,-36.1765306482191,-86.00212771280404,36.37131488871179,320573077000.0,29764003000.0,290809074000.0,67495440000.0,98775585000.0,154302052000.0,53119377000.0,3564026000.0,1057482000.0,6535372000.0,-21985556000.0,-2974218000.0,10823862000.0,-13798080000.0,1852882000.0,2023stocks.xlsx
SISE,2023,"BIST MALİ (XUMAL), BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",4.304869442484133,47.86,4.32,3311830668.66,0.9704641350211034,8.822191905411557,5.186813186813183,30.12506797172375,24.70036477331942,42.65275707898658,36.39213451125676,596.6521106259098,146605424720.16,267378650720.16,14.84230580155356,0.6043805651848245,1.190852789539348,14.19864980557395,0.2953557168255,27.60643852787815,8.387084728801861,4.399263912263146,4.063845010275606,-0.2702609470269181,1.9194076947098,29187817000.0,120773226000.0,6.413439282623113,-0.9509494658167825,1.259895435151324,46.88462560953898,31.94177622544928,-7.572163029310458,12.68328123076104,32.94615882172624,-1.794588086708604,50.25230579952713,506932507000.0,141493818000.0,365438689000.0,112306001000.0,125367407000.0,242571375000.0,224527039000.0,61983919000.0,4741396000.0,18831273000.0,9877537000.0,8175164000.0,39733712000.0,-31558548000.0,-22541246000.0,2023stocks.xlsx
TAVHL,2023,"BIST MALİ (XUMAL), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",12.03751954142783,278.5,-0.09,887494864.5,-9.651257096512566,-9.504467912266449,-19.9137311286844,5.094339622641513,-6.621961441743508,21.88183807439825,295.3158268275373,1194.144981412639,101173828125.0,189054596125.0,64.68464034475858,1.311858890829683,2.195055215529908,7.323304960493657,-0.9889625201183948,32.43387728997119,21.37348665993845,-16.25474751367955,2.233768537710422,8.617968331080194,0.7098587650598988,-10581149000.0,87880768000.0,3.404189463877771,-0.1067166108700305,0.7831278730643036,68.3978096745024,41.69603208434764,27.5773157445726,18.10960866378882,15.45370882081574,-13.74530205691223,36.37131488871179,246228974000.0,38208657000.0,208020317000.0,48789806000.0,119625419000.0,77122493000.0,18395155000.0,5966262000.0,1863550000.0,3931686000.0,-2990086000.0,-6144708000.0,-5069324000.0,-1075384000.0,-7410126000.0,2023stocks.xlsx
TCELL,2023,"BIST GERİ ALIM (XUGRA), BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",42.58451472191928,112.1,0.0,2303771682.8,-1.752848378615241,5.854579792256828,-4.106073567151427,14.55139995912526,20.40816326530613,29.68533086534012,270.2113606340819,797.5180144115292,246620000000.0,261508303000.0,14.00931049391198,0.9509778330660946,1.082980966052209,2.493719511730537,-0.3271198125531741,28.30419953721862,43.42833911182999,7.290324738656519,6.984914421986608,7.035954524476813,3.701418776970394,64638243000.0,14888303000.0,0.1419735100634885,-0.4689980001004513,1.702662888620426,48.19273991282052,31.69351508073854,10.68517959041351,26.95675700175241,13.34124300256748,58.38199528363608,-42.82623661516906,500572832000.0,156628647000.0,343944185000.0,91990404000.0,149249359000.0,259333069000.0,241470821000.0,68346383000.0,73436427000.0,104866767000.0,17604007000.0,21680970000.0,112145841000.0,-90464871000.0,-1530980000.0,2023stocks.xlsx
THYAO,2023,"BIST GERİ ALIM (XUGRA), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",55.72913034381759,308.25,-1.99,17258388447.75,-4.714064914992278,4.757858963466433,1.398026315789465,5.746140651801028,14.80446927374301,11.01707123820499,146.9358327325162,2479.497907949791,425385000000.0,955779000000.0,3.273678053885994,0.4401803416433151,0.9219249923557061,5.645108705281996,0.1353198724320629,8.360953787588047,8.241943549606336,3.843604265761103,15.43486085094201,3.465553827405589,7.037191383974835,-12723000000.0,530394000000.0,3.132661197441395,-0.05032159753353296,0.9744707235000571,55.22019357442635,37.71744917709785,45.97820181991036,83.85474384110476,109.117733844792,-1.794588086708604,36.37131488871179,2158033000000.0,485646000000.0,1672387000000.0,498369000000.0,693301000000.0,966388000000.0,257961000000.0,21568000000.0,-2451000000.0,21261000000.0,9915000000.0,-2921000000.0,43336000000.0,-46257000000.0,-8798000000.0,2023stocks.xlsx
TOASO,2023,"BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",26.15972222222223,294.5,-0.76,973257916.75,0.5119453924914694,7.579908675799089,-3.437775769777488,19.12690671353847,27.44649837673094,57.39642549526269,89.53148954815185,1269.259899915291,147250000000.0,180780388000.0,17.62642817460949,2.452889242830488,0.5441177181438587,18.08236771883189,0.7928236239052178,6.208464046865368,3.009106587171032,2.514389426737307,13.73057641616031,1.918507156043926,5.69262721520801,49602391000.0,33530388000.0,3.353841709705303,0.4248732146475867,1.700691465795806,65.404684231778,30.92882730147747,96.28477451330848,17.85178859832132,-17.69419066688774,-33.18688181887259,22.23247093443918,173524206000.0,120393022000.0,53131184000.0,70790631000.0,42702328000.0,60031247000.0,332244994000.0,20627311000.0,3605149000.0,9997606000.0,8353933000.0,-17035213000.0,2655374000.0,-19690587000.0,16194477000.0,2023stocks.xlsx
TRALT,2023,"BIST SINAİ (XUSIN), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",-33.02469135802468,41.38,-0.05,5802604073.6,-11.88245315161839,-1.241050119331732,-24.21245421245422,53.94345238095241,0.9760858955588247,66.18473895582332,122.4731182795699,762.0833333333334,132519450000.0,113931321000.0,32.28776529338327,3.09840374262165,6.727499114712008,22.76665755451405,0.07703051748472974,43.78628211933192,29.54978831918221,24.23550945792268,10.07475150417127,5.542418128889739,9.092590454967034,17632522000.0,-18588129000.0,-3.714426935523127,-3.616885138518708e-05,5.467990401402794,10.62407149166024,0.0388784215858179,48.10395141993427,89.7170827705784,103.6006302933842,-1.794588086708604,419.1555028795424,47854309000.0,21578932000.0,26275377000.0,3946410000.0,1137666000.0,42770233000.0,16935167000.0,7415280000.0,3865184000.0,5004306000.0,4104324000.0,5728178000.0,7944354000.0,-2216176000.0,-40692000.0,2023stocks.xlsx
TRMET,2023,"BIST 50 (XU050), BIST 100 (XU100), BIST TÜM (XUTUM), BIST SINAİ (XUSIN)",-24.25,118.8,-1.98,612971073.5,-11.54132539091587,-0.1680672268907557,-17.21254355400697,31.2707182320442,13.79310344827584,37.34104046242774,235.593220338983,762.7450980392157,46103904000.0,27589288000.0,23.62329315663991,1.879400482064129,1.558236247927828,5.585555651608627,0.04550748976781796,41.20480016925853,27.89760491382912,11.02275292608907,8.290058886323854,7.353972507963942,3.978949679114281,17693598000.0,-18514616000.0,-3.74835400015265,0.0106579768105391,5.063981952147558,10.66541608963868,0.2262563069562943,46.43750886521524,91.33461650327187,95.41235441195089,-1.794588086708604,36.37131488871179,51629500000.0,22047357000.0,29582143000.0,4353759000.0,1152742000.0,24531176000.0,17705459000.0,7295499000.0,3632144000.0,4939399000.0,1951629000.0,6312791000.0,8461751000.0,-2148960000.0,37518000.0,2023stocks.xlsx
TSKB,2023,"BIST MALİ (XUMAL), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",43.32603938730853,11.6,-1.28,316200281.88,-5.537459283387619,4.410441044104417,-13.5226905529039,-5.673314908753198,-1.548909244844438,16.2400545722917,209.3819264188731,864.9769609731518,32480000000.0,9216303000.0,2.925777141537352,0.6880125818182634,7.197742444903611,57.2530112963621,-1.298543251227169,21.48247707392389,15.98183165495174,-0.2990060422181947,26.736070365376,-8.921998111430284,3.584559479409417,21491341511.31579,-23263697000.0,2.791092340904628,-0.7887426679987118,1.605486929375312,48.47849622928319,0.0,10.87136317449177,7.193859483812521,10.33073241836171,2.251842936663156,-7.192336040138637,353765203000.0,98596299419.1579,175400085449.7105,77104957907.8421,66344431217.42105,47208439000.0,158447060900.7895,29236805594.78947,3568257000.0,18955421095.0,2869690000.0,5534030925.051282,17676436782.4359,-12142405857.38461,-3523624994.923077,2023stocks.xlsx
TTKOM,2023,"BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",-7.797123391370192,62.15,-0.96,573713721.8,-2.356637863315001,7.0628768303187,-6.541353383458642,21.8627450980392,8.086956521739125,18.38095238095238,281.9913952059004,1059.514925373134,217525000000.0,275552889000.0,9.465620726273874,1.023950152887373,1.137573609539943,2.780496104525941,0.0879524321805427,41.78019787529404,40.91261295738779,9.487124896878928,11.38609016358772,9.974975218396336,5.889392574205804,39209513000.0,58027889000.0,0.5855366637740594,-0.2374683658187162,1.516295602958193,50.20911402972668,29.29029130747355,14.48090871712209,30.06242003116246,28.24838947763368,47.22144526187354,107.6220462765998,426658604000.0,115153435000.0,311505169000.0,75943922000.0,138277583000.0,212437099000.0,242228623000.0,101203598000.0,48723669000.0,99102059000.0,22980532000.0,36114723000.0,96974044000.0,-60859321000.0,23164669000.0,2023stocks.xlsx
TUPRS,2023,"BIST KATILIM TUM (XKTUM), BIST KATILIM TEMETTU (XKTMT), BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",111.1792014856082,271.0,-1.63,6488247174.25,3.041825095057035,4.93707647628267,15.24229857179145,42.76981118610601,52.98977597816997,135.2707421430619,460.8611270452196,3091.32519121884,522161607058.0,465173846058.0,17.68649427326315,1.434118844202643,0.5602100456556995,7.49401844076827,0.763948473975656,9.782823895353403,7.475429238445643,3.555484435870324,8.049986147718345,8.29847857851094,4.976975859728014,67182935000.0,-56987761000.0,-0.9180811334325235,0.0694246752818893,1.395779952919796,37.5262947217754,8.488463737746601,-21.7184197533475,-8.77515909545678,-6.471318659694182,-10.89950728784015,23.15142300268113,591973843000.0,236931136000.0,355042707000.0,169748201000.0,52397648000.0,364099258000.0,830356131000.0,81232278000.0,41646897000.0,62072685000.0,29523183000.0,30048355000.0,49464734000.0,-19416379000.0,144024000.0,2023stocks.xlsx
TURSG,2023,"BIST MALİ (XUMAL), BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",202.6666666666667,14.06,2.78,256451290.58,0.0,10.70866141732284,15.24590163934427,13.84615384615387,19.05165114309906,63.67869615832365,1239.047619047619,2324.137931034483,140600000000.0,146525580834.0,6.556694724510757,2.567941998974724,7.197742444903611,57.2530112963621,0.1183892505788096,21.48247707392389,15.98183165495174,-0.2990060422181947,49.3881403713351,6.185865396246006,14.07327464035062,44715366430.0,5925580834.0,2.791092340904628,-0.7887426679987118,1.359749945373696,69.89179407783587,10.7319460626569,10.87136317449177,7.193859483812521,10.33073241836171,-1.794588086708604,42.26301938949943,181850807021.0,169011052934.0,12839754087.0,124295686504.0,2803105068.0,54752015449.0,158447060900.7895,29236805594.78947,10267860592.31579,18955421095.0,6451802119.0,-7365955895.0,-5667247695.0,-1698708200.0,8968496266.0,2023stocks.xlsx
ULKER,2023,"BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",77.40046838407494,123.9,0.9,714312666.9,1.557377049180332,5.178268251273337,-8.493353028064988,14.61609620721556,14.72222222222224,25.71022727272727,346.3256484149856,530.8553971486762,45753278434.5,79773555434.5,9.386206288184507,1.056612751820119,0.7128710948578424,4.33174387271811,-0.1889399940480695,28.90454611423886,16.45690779059209,4.35596298672295,11.57176271524665,14.17649392405263,3.832098465181642,49616317000.0,34020277000.0,1.847318019615186,-1.26826357918373,2.405968919943027,63.83947937569749,45.20126362804732,1.65963754151499,-1.415500825938674,-9.786817409639673,-10.45248460089899,-49.6782395674073,126866763000.0,84906085000.0,41960678000.0,35289768000.0,45701313000.0,43301842000.0,111904601000.0,32345517000.0,16735605000.0,18416037000.0,4874523000.0,8864249000.0,5903389000.0,2960860000.0,-17839148000.0,2023stocks.xlsx
